img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40
Pieza_01_foto0;1;0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.4375;53.59375;31.5234375;21.5625;6.875;6.875;5.859375;4.84375;4.84375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.953125;83.90625;66.2109375;40.390625;39.6875;26.015625;16.71875;16.71875
Pieza_01_foto118;1;118;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;85.7421875;35.5859375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.9921875;40.0;13.28125;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;55.5859375;11.953125;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.3203125;36.09375;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto137;1;137;0.0;0.0;0.0;0.0;0.0;0.0;13.90625;61.9921875;73.28125;73.28125;78.4375;86.875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5703125;72.5390625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto138;1;138;0.0;0.0;0.0;0.0;0.0;2.9375;42.0625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.53125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;100.0;86.71875;86.71875;86.71875;86.71875;96.6796875;100.0;100.0;100.0;90.0;25.78125;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;99.375;99.375;99.375;99.375;99.84375;100.0;100.0;100.0;100.0;54.6875;3.75;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto153;1;153;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;64.609375;18.203125;0.0;0.0;0.0;0.0;0.0;68.125;68.125;68.125;68.125;78.7890625;76.40625;76.40625;76.40625;76.40625;82.3046875;100.0;100.0;100.0;100.0;88.4375;7.8515625;0.0;0.0;0.0;0.0
Pieza_01_foto167;1;167;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;28.4375;35.3125;36.09375;43.6328125;77.578125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;18.3203125;24.2578125;27.890625;68.046875;91.328125;100.0;100.0;100.0;100.0;95.234375;90.46875
Pieza_01_foto168;1;168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.859375;28.75;28.75;42.734375;71.8359375;100.0;100.0;100.0;100.0;100.0;100.0;97.890625;91.5234375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.9296875;24.0625;24.921875;74.609375;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.03125;28.5546875;23.75;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;79.21875;3.75;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.0078125;39.921875;2.0703125;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.7421875;26.6796875;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto202;1;202;0.0;0.0;0.0;0.0;0.0;13.15625;46.28125;49.21875;49.21875;78.90625;81.71875;81.71875;81.71875;81.71875;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;10.625;24.0625;24.0625;24.0625;41.125;97.40625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto203;1;203;40.46875;40.46875;40.46875;40.46875;43.0859375;67.8515625;100.0;100.0;100.0;100.0;100.0;100.0;93.4765625;65.7421875;27.734375;22.65625;22.65625;22.96875;24.140625;25.234375;61.25;61.25;61.25;61.25;61.25;62.34375;65.625;65.625;69.8828125;100.0;100.0;100.0;100.0;100.0;75.78125;61.0546875;49.375;44.53125;44.53125;44.53125
Pieza_01_foto219;1;219;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.51339285714286;25.223214285714285;0.0;0.0;0.0;0.0;7.299107142857143;22.03125;22.03125;7.522321428571429;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;95.29017857142857;61.42857142857143;8.571428571428571;0.0;0.0;0.0;0.0;0.0;3.8839285714285716;13.59375;13.59375;1.9419642857142858;0.0;0.0
Pieza_01_foto220;1;220;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.17708333333333;53.59375;22.786458333333332;0.0;0.0;0.0;0.0;0.0;3.4895833333333335;13.28125;13.28125;11.901041666666666;0.0;100.0;100.0;100.0;100.0;100.0;100.0;95.49479166666667;61.484375;0.0;0.0;0.0;0.0;0.0;2.4739583333333335;20.338541666666668;31.510416666666668;41.197916666666664;21.5625;13.958333333333334;0.0
Pieza_01_foto236;1;236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.84375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;11.25;47.40625;47.8125;47.8125;47.8125;56.25;96.1875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto237;1;237;0.0;0.0;0.0;0.0;0.0;39.921875;92.52604166666667;97.65625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;33.854166666666664;67.05729166666667;67.1875;62.8125;68.125;68.125;68.671875;72.578125;88.75;96.30208333333333;88.90625;88.90625;88.90625;96.30208333333333;100.0;100.0
Pieza_01_foto254;1;254;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.64583333333333;44.427083333333336;0.0;0.0;0.0;0.0;23.307291666666668;25.3125;25.3125;2.65625;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;66.45833333333333;17.265625;11.354166666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;82.5390625;28.125;15.5078125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;78.8671875;43.4765625;25.4296875;13.0859375;0.0;0.0;0.0;0.0
Pieza_01_foto276;1;276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.109375;74.9609375;96.2109375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;23.046875;71.5625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.8203125;77.8125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.265625;95.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto294;1;294;7.8125;7.8125;7.8125;7.8125;7.8125;12.265625;43.515625;100.0;100.0;100.0;100.0;85.78125;69.53125;62.34375;44.21875;34.0625;33.90625;33.90625;33.90625;33.90625;27.65625;27.65625;27.65625;27.65625;30.3515625;58.125;100.0;96.875;87.5;74.765625;44.375;8.828125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;100.0;100.0;100.0;100.0;100.0;100.0;99.66517857142857;46.74107142857143;5.535714285714286;0.0;0.0;14.107142857142858;22.03125;34.642857142857146;47.5;47.410714285714285;23.683035714285715;7.991071428571429;0.0;0.0;86.5625;86.5625;86.5625;92.32142857142857;100.0;100.0;80.17857142857143;30.022321428571427;17.34375;15.647321428571429;11.875;11.875;22.5;34.84375;33.75;6.651785714285714;0.0;0.0;0.0;0.0
Pieza_01_foto318;1;318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.671875;94.6875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0703125;91.484375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;0.0;0.0;0.0;2.375;32.3125;60.625;74.03125;79.09375;89.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;37.4375;80.125;99.59375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto342;1;342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.1875;69.84375;81.5625;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.703125;89.84375;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto343;1;343;100.0;100.0;100.0;100.0;100.0;100.0;87.36607142857143;19.129464285714285;0.0;0.0;1.6294642857142858;18.928571428571427;21.09375;30.959821428571427;35.625;31.674107142857142;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;92.58928571428571;27.120535714285715;3.950892857142857;0.0;0.0;32.94642857142857;68.99553571428571;73.48214285714286;74.6875;72.20982142857143;31.517857142857142;6.629464285714286;0.0;0.0
Pieza_01_foto344;1;344;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;68.3203125;28.4765625;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;76.5625;35.2734375;3.0078125;0.0;0.0;0.0;0.0
Pieza_01_foto368;1;368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.1015625;37.8125;77.734375;96.5625;100.0;100.0;100.0;100.0;83.90625;83.90625;83.90625;83.90625;83.90625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2421875;44.0625;66.5234375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto369;1;369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.859375;89.765625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;24.5703125;77.5390625;100.0;100.0;100.0;96.796875;92.96875;92.96875;92.96875;92.96875;92.96875;93.2421875;94.21875;94.21875
Pieza_01_foto38;1;38;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.5703125;87.8125;75.6640625;26.0546875;1.9921875;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.2890625;53.828125;39.140625;22.03125;0.0;0.0;0.0
Pieza_01_foto39;1;39;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.109375;75.3515625;44.84375;13.59375;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.59375;36.2890625;5.9375;0.0;0.0;0.0
Pieza_01_foto391;1;391;100.0;100.0;100.0;100.0;100.0;82.36607142857143;9.53125;0.0;0.0;0.0;32.455357142857146;72.34375;74.35267857142857;78.59375;78.59375;28.236607142857142;12.700892857142858;21.71875;21.71875;21.71875;100.0;100.0;100.0;100.0;100.0;100.0;89.66517857142857;7.678571428571429;0.0;0.0;4.017857142857143;25.178571428571427;37.433035714285715;63.90625;62.96875;48.214285714285715;0.0;0.0;0.0;0.0
Pieza_01_foto392;1;392;100.0;100.0;100.0;100.0;100.0;100.0;100.0;64.39732142857143;2.6785714285714284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;97.72321428571429;50.29017857142857;17.8125;0.0;6.741071428571429;20.424107142857142;55.15625;55.15625;46.629464285714285;42.8125;32.276785714285715;0.0;0.0;0.0
Pieza_01_foto415;1;415;16.25;16.25;4.0625;0.0;0.0;6.6015625;69.7265625;100.0;100.0;100.0;100.0;31.09375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.71875;11.71875;2.9296875;0.0;0.0;0.0;8.3984375;32.1875;52.734375;77.890625;79.53125;57.3828125;47.34375;20.390625;8.3984375;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto416;1;416;0.0;0.0;0.0;0.0;0.0;0.0;11.65625;63.84375;76.875;76.875;76.875;77.71875;91.25;91.25;91.25;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;2.3125;32.90625;48.84375;64.4375;69.0625;70.78125;70.78125;76.71875;100.0;100.0;100.0;100.0;91.8125;83.90625;69.28125;65.875
Pieza_01_foto437;1;437;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;78.59375;37.1875;29.1015625;20.0;15.78125;15.78125;15.78125;15.78125;15.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.7421875;61.6015625;34.1015625;24.3359375;8.59375;0.0;0.0
Pieza_01_foto438;1;438;100.0;100.0;100.0;100.0;100.0;80.45138888888889;8.76736111111111;0.0;0.0;0.0;14.149305555555555;25.0;14.340277777777779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;95.57291666666667;27.48263888888889;0.0;0.0;0.0;3.4895833333333335;15.46875;12.03125;0.0;0.0;3.9930555555555554;17.96875;21.493055555555557;22.5;16.805555555555557
Pieza_01_foto460;1;460;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.140625;58.7109375;72.6953125;76.40625;76.40625;69.296875;67.2265625;70.3125;70.3125;70.3125;77.734375;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;40.078125;67.0703125;80.9375;87.03125;87.03125;87.03125;87.03125;93.515625;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto461;1;461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.203125;72.9296875;98.3203125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;22.03125;40.5859375;73.75;95.234375;100.0;100.0;82.5;81.09375;81.09375;81.09375;87.578125;100.0;100.0;100.0
Pieza_01_foto480;1;480;100.0;100.0;100.0;100.0;100.0;100.0;37.5;8.75;20.78125;20.625;3.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;90.53819444444444;29.427083333333332;0.0;10.260416666666666;17.34375;21.09375;18.524305555555557;0.0;0.0;0.0;33.802083333333336;36.302083333333336;30.0;18.40277777777778;0.0
Pieza_01_foto481;1;481;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.2890625;39.296875;22.0703125;14.296875;8.671875;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.0078125;60.78125;38.59375;35.9765625;24.296875;21.25;4.1796875
Pieza_01_foto503;1;503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.890625;22.03125;48.984375;91.875;100.0;100.0;100.0;89.1015625;85.46875;85.46875;85.46875;85.46875;85.46875;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;35.703125;75.234375;96.328125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto504;1;504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.234375;27.03125;92.8125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;3.0859375;20.390625;73.359375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto521;1;521;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;56.5625;27.734375;22.0703125;12.8515625;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;48.3984375;31.328125;18.90625;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto522;1;522;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.359375;62.3828125;30.6640625;5.8984375;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.3125;56.7578125;20.15625;20.15625;20.15625;20.15625;3.0078125;0.0;0.0
Pieza_01_foto545;1;545;0.0;0.0;0.0;0.0;9.15625;18.75;29.1875;64.875;65.46875;72.125;73.96875;93.8125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;15.15625;63.59375;63.59375;63.59375;63.59375;63.59375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto549;1;549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.5;51.5;46.225;28.175;24.875;24.875;37.175;42.0;44.15;47.25;54.125;54.125;50.85;19.775;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto550;1;550;68.8875;66.375;72.21875;26.89375;39.9375;53.5;22.575;22.66875;42.59375;45.58125;16.73125;9.06875;32.70625;52.93125;5.73125;2.01875;26.51875;0.0;25.1875;22.95;79.1625;81.6875;93.7375;79.7875;83.6875;66.45;72.11875;49.04375;55.81875;69.61875;31.23125;16.4625;0.0;0.41875;0.225;21.06875;22.71875;14.475;39.69375;51.625
Pieza_01_foto565;1;565;0.0;0.0;0.0;4.847222222222222;17.01388888888889;67.26388888888889;74.34722222222223;68.98611111111111;58.52777777777778;40.09722222222222;50.125;67.95833333333333;96.125;85.30555555555556;63.22222222222222;62.75;59.59722222222222;57.0;61.138888888888886;43.583333333333336;0.0;0.0;0.0;0.0;1.4444444444444444;46.791666666666664;57.27777777777778;64.05555555555556;62.90277777777778;20.694444444444443;25.166666666666668;75.70833333333333;94.625;94.625;93.43055555555556;78.91666666666667;63.388888888888886;43.5;43.5;43.5
Pieza_01_foto566;1;566;0.0;0.0;26.421875;92.796875;91.3125;86.125;85.578125;96.375;100.0;100.0;94.375;80.875;68.4921875;67.7578125;83.25;70.6015625;58.0;58.984375;51.40625;43.3671875;0.0;0.0;0.0;18.953125;66.2265625;57.15625;68.75;100.0;100.0;100.0;95.9375;93.5;63.6875;46.375;27.4609375;2.9375;41.9609375;51.75;38.984375;20.9921875
Pieza_01_foto604;1;604;0.0;0.0;0.0;0.0;4.553571428571429;41.410714285714285;53.0;52.642857142857146;57.642857142857146;76.41071428571429;70.28571428571429;73.83928571428571;74.30357142857143;82.32142857142857;90.75;88.05357142857143;77.25;77.25;78.375;81.5;0.0;0.0;0.0;0.0;0.0;0.05357142857142857;13.642857142857142;45.80357142857143;80.41071428571429;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto605;1;605;0.0;0.0;70.75;45.19642857142857;28.160714285714285;96.01190476190476;93.91071428571429;81.07142857142857;40.55952380952381;84.4047619047619;31.5;41.05952380952381;63.107142857142854;64.11904761904762;20.035714285714285;23.672619047619047;38.88690476190476;29.714285714285715;45.726190476190474;26.125;0.0;0.0;35.654761904761905;85.6547619047619;93.51785714285714;100.0;100.0;82.7202380952381;53.06547619047619;23.773809523809526;80.52380952380952;57.25;64.43452380952381;56.73809523809524;37.00595238095238;1.9583333333333333;35.142857142857146;35.898809523809526;10.607142857142858;0.0
Pieza_01_foto621;1;621;51.875;51.875;51.875;51.770833333333336;51.75;51.75;71.4375;73.22916666666667;62.333333333333336;57.25;56.875;40.25;32.833333333333336;32.5625;20.916666666666668;0.0;26.6875;29.125;29.125;29.125;34.25;34.25;36.770833333333336;64.25;71.04166666666667;86.8125;88.89583333333333;88.25;88.25;65.10416666666667;61.0;61.0;69.04166666666667;78.0;76.16666666666667;87.625;87.625;87.625;87.625;87.625
Pieza_01_foto638;1;638;0.0;0.0;0.0;0.0;10.964285714285714;13.5;30.142857142857142;58.125;64.875;50.839285714285715;38.732142857142854;44.017857142857146;63.75;63.839285714285715;43.482142857142854;30.375;14.285714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.946428571428571;35.875;73.53571428571429;90.25;89.94642857142857;74.98214285714286;71.5;73.89285714285714;84.67857142857143;83.25;82.60714285714286;72.82142857142857;76.19642857142857;72.57142857142857
Pieza_01_foto76;1;76;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.421875;64.4921875;22.3046875;1.7578125;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;64.3359375;10.1953125;0.0;0.0;0.0
Pieza_01_foto77;1;77;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.9609375;17.2265625;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.3984375;18.984375;0.0;0.0;0.0;0.0
Pieza_01_foto98;1;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.8984375;46.796875;92.5390625;100.0;100.0;91.6796875;88.90625;88.671875;87.96875;87.96875;87.96875;87.96875;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0390625;31.9140625;64.6875;83.28125;98.4375;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto99;1;99;0.0;0.0;0.0;0.0;20.15625;26.71875;23.058035714285715;0.0;0.0;0.0;0.0;0.0;14.977678571428571;92.92410714285714;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.441964285714285;75.71428571428571;100.0;100.0;94.04017857142857;86.09375;86.09375
Pieza_02_foto0;2;0;0.0;0.0;0.0;0.0;0.0;0.0;84.625;92.03125;92.03125;92.03125;92.03125;92.03125;95.21875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;6.1875;58.6875;69.40625;70.3125;70.3125;70.3125;70.3125;73.4375;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_02_foto106;2;106;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.3671875;74.8046875;66.875;40.625;28.90625;28.90625;27.3046875;7.5390625;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;89.296875;47.421875;18.59375;15.15625;6.4453125;0.0;0.0;0.0;0.0
Pieza_02_foto107;2;107;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.7109375;98.28125;64.8828125;16.8359375;11.953125;5.7421875;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.6640625;85.1953125;80.15625;72.2265625;43.515625;7.1875;0.0;0.0
Pieza_02_foto121;2;121;74.53125;74.53125;74.53125;74.53125;74.53125;74.53125;69.5;50.78125;50.78125;50.78125;54.40625;55.3125;55.3125;45.125;29.84375;29.84375;2.21875;0.0;0.0;0.0;20.3125;20.3125;20.3125;20.3125;28.125;35.0625;39.6875;37.0625;32.59375;15.9375;15.9375;15.9375;18.28125;18.28125;18.28125;15.8125;0.0;0.0;0.0;0.0
Pieza_02_foto122;2;122;0.0;0.0;0.0;29.796875;41.5625;57.671875;70.75;100.0;86.78125;61.25;72.046875;93.109375;100.0;78.0625;30.0;52.125;78.0625;76.5625;63.609375;49.375;0.0;0.0;0.0;9.359375;12.5;47.609375;62.359375;82.296875;82.03125;65.9375;80.96875;90.15625;86.03125;51.765625;10.625;31.546875;53.484375;100.0;78.171875;0.0
Pieza_02_foto134;2;134;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.4296875;83.828125;63.125;24.1796875;2.8515625;0.0;0.0;48.90625;48.90625;48.90625;48.90625;65.390625;95.546875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.6640625;38.984375;0.0;0.0;0.0
Pieza_02_foto135;2;135;13.28125;13.28125;52.421875;43.2421875;1.435546875;33.798828125;91.787109375;28.125;43.193359375;69.384765625;42.158203125;35.15625;63.203125;45.1953125;42.24609375;84.228515625;100.0;96.806640625;37.12890625;0.0;52.099609375;29.51171875;63.037109375;91.19140625;41.533203125;51.220703125;97.666015625;26.689453125;28.73046875;80.439453125;59.853515625;55.46875;87.65625;86.728515625;65.751953125;95.234375;100.0;100.0;45.46875;0.0
Pieza_02_foto164;2;164;100.0;100.0;100.0;100.0;90.05208333333333;80.0;77.03125;53.333333333333336;48.90625;48.90625;57.942708333333336;67.29166666666667;60.963541666666664;52.03125;52.03125;36.197916666666664;28.28125;20.755208333333332;0.0;0.0;86.40625;86.40625;86.40625;86.40625;97.734375;100.0;100.0;100.0;100.0;100.0;100.0;73.30729166666667;15.911458333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto165;2;165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.958333333333334;89.81770833333333;90.15625;87.421875;4.609375;0.0;0.0;0.0;0.0;0.0;0.0;15.390625;85.78125;85.78125;77.13541666666667;2.96875;2.96875;8.255208333333334;42.057291666666664;46.25;49.296875;79.01041666666667;84.84375;78.046875;22.838541666666668;0.0;0.0
