img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;h_41;h_42;h_43;h_44;h_45;h_46;h_47;h_48;h_49;h_50;h_51;h_52;h_53;h_54;h_55;h_56;h_57;h_58;h_59;h_60;h_61;h_62;h_63;h_64;h_65;h_66;h_67;h_68;h_69;h_70;h_71;h_72;h_73;h_74;h_75;h_76;h_77;h_78;h_79;h_80;h_81;h_82;h_83;h_84;h_85;h_86;h_87;h_88;h_89;h_90;h_91;h_92;h_93;h_94;h_95;h_96;h_97;h_98;h_99;h_100;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70;pw_71;pw_72;pw_73;pw_74;pw_75;pw_76;pw_77;pw_78;pw_79;pw_80;pw_81;pw_82;pw_83;pw_84;pw_85;pw_86;pw_87;pw_88;pw_89;pw_90;pw_91;pw_92;pw_93;pw_94;pw_95;pw_96;pw_97;pw_98;pw_99;pw_100
Pieza_01_foto167;1;167;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121;12.121212121212121
Pieza_01_foto168;1;168;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;75;75;75;75;75;75;75;75;75;75;75;75;75;75;74;74;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;59;59;58;57;57;57;57;57;57;57;57;57;57;68;68;68;68;68;68;68;68;67;67;67;67;66;66;58;58;58;58;58;58;58;57;56;56;56;56;56;56;56;56;56;56;56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto184;1;184;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;60;60;60;60;60;60;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;61;61;61;61;61;61;61;61;61;61;62;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;64;63;63;63;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;20.0;20.0;20.0;20.0;20.0;20.0;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.0;20.0;20.0;20.0;20.0;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.35483870967742;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;18.75;18.75;18.75;18.75;18.75;18.75;18.75;18.75;18.75;19.047619047619047;19.047619047619047;19.047619047619047
Pieza_01_foto185;1;185;58;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;58;55;55;55;55;55;55;55;55;54;54;54;54;54;55;55;55;55;55;55;55;55;54;54;54;54;54;54;59;59;60;60;60;60;60;60;60;60;60;60;60;60;60;62;62;62;62;62;62;62;59;59;59;59;59;59;59;59;59;60;61;61;61;61;61;61;61;61;61;60;60;59;59;58;58;58;58;58;58;58;58;61;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.689655172413794;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;20.338983050847457;20.338983050847457;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.0;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;20.0;20.0;20.338983050847457;20.338983050847457;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;19.672131147540984
Pieza_01_foto219;1;219;73;73;73;73;73;73;73;73;73;73;68;68;68;68;68;68;68;68;73;73;73;73;73;73;73;73;73;73;73;75;75;75;75;75;75;75;75;75;75;75;75;129;129;129;129;129;129;129;129;129;64;63;63;63;63;63;63;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;61;61;61;61;60;60;60;60;60;60;67;67;67;67;67;67;67;66;61;59;59;58;58;58;58;58;55;54;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.438356164383563;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;18.75;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;18.75;18.75;18.75;18.75;18.75;18.75;18.75;18.75;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;20.0;20.0;20.0;20.0;20.0;20.0;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;18.181818181818183;19.672131147540984;20.338983050847457;20.338983050847457;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;21.818181818181817;22.22222222222222
Pieza_01_foto220;1;220;67;67;67;67;67;67;66;65;65;65;65;65;65;65;65;65;59;59;59;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58;58;58;58;57;56;56;55;55;55;55;55;55;55;54;54;54;54;54;54;54;54;54;55;55;55;55;55;55;55;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;109;109;109;109;109;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;18.181818181818183;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;21.05263157894737;21.428571428571427;21.428571428571427;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;11.009174311926605;11.009174311926605;11.009174311926605;11.009174311926605;11.009174311926605
Pieza_01_foto237;1;237;87;87;87;87;87;87;87;88;88;88;88;88;88;88;88;88;89;90;90;90;90;90;90;90;90;91;91;91;91;91;91;91;92;92;92;92;92;92;92;92;92;92;92;92;94;94;94;94;94;94;94;94;94;77;77;77;77;77;77;93;94;94;94;94;95;95;95;95;95;95;95;95;95;50;50;50;50;50;50;51;53;53;53;99;99;99;99;99;99;99;99;99;98;98;98;98;98;98;98;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto254;1;254;69;69;69;69;68;68;68;68;68;68;68;68;71;71;71;71;71;71;71;71;71;70;70;70;70;70;71;71;71;71;71;71;71;71;71;73;116;116;116;116;116;116;116;116;116;116;115;115;115;115;115;63;62;61;61;61;61;61;61;72;72;72;72;72;72;72;72;69;66;64;61;59;57;57;57;57;57;57;57;57;57;57;57;57;57;57;58;59;60;60;61;61;61;61;61;61;61;61;61;60;17.391304347826086;17.391304347826086;17.391304347826086;17.391304347826086;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.438356164383563;10.344827586206897;10.344827586206897;10.344827586206897;10.344827586206897;10.344827586206897;10.344827586206897;10.344827586206897;10.344827586206897;10.344827586206897;10.344827586206897;10.434782608695652;10.434782608695652;10.434782608695652;10.434782608695652;10.434782608695652;19.047619047619047;19.35483870967742;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;17.391304347826086;18.181818181818183;18.75;19.672131147540984;20.338983050847457;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;20.689655172413794;20.338983050847457;20.0;20.0;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;20.0
Pieza_01_foto255;1;255;67;67;67;67;67;67;67;67;67;67;67;68;68;68;68;68;68;68;68;68;68;68;68;68;75;75;75;75;75;75;75;75;75;75;72;71;70;69;68;65;65;65;64;64;64;64;64;64;64;65;65;65;67;67;67;67;67;67;67;71;71;71;71;71;71;71;71;65;61;61;61;61;61;61;61;61;61;58;58;58;58;58;58;57;56;56;55;55;55;55;55;55;62;62;62;62;62;62;62;62;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;17.647058823529413;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.666666666666668;16.901408450704224;17.142857142857142;17.391304347826086;17.647058823529413;18.46153846153846;18.46153846153846;18.46153846153846;18.75;18.75;18.75;18.75;18.75;18.75;18.75;18.46153846153846;18.46153846153846;18.46153846153846;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;17.91044776119403;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;18.46153846153846;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;19.672131147540984;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;21.05263157894737;21.428571428571427;21.428571428571427;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;21.818181818181817;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742;19.35483870967742
Pieza_01_foto276;1;276;51;51;51;51;51;51;51;52;52;52;52;53;54;55;55;56;56;56;56;56;56;56;56;56;56;56;56;57;58;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;60;62;62;62;62;62;62;62;62;62;62;63;64;64;64;64;64;64;64;63;59;59;58;58;58;58;58;58;59;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto277;1;277;54;54;54;54;54;54;54;54;55;55;55;55;55;55;55;56;56;56;56;56;56;56;57;57;58;58;58;58;58;58;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;61;62;62;62;62;62;62;62;62;62;61;61;61;61;61;61;61;61;61;61;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;129;129;129;129;129;129;129;129;129;129;128;125;120;120;120;120;120;120;120;120;120;56;56;56;56;56;58;58;58;58;58;58;59;59;59;59;65;65;65;65;65;65;65;65;62;60;58;58;58;58;58;58;57;57;57;57;57;57;113;113;114;114;114;114;114;114;114;114;114;114;114;114;113;112;111;111;111;111;54;54;54;54;54;54;59;59;59;59;59;59;59;59;59;59;59;59;59;74;75;76;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.30232558139535;9.375;9.6;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;18.46153846153846;19.35483870967742;20.0;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;21.05263157894737;10.619469026548673;10.619469026548673;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.526315789473685;10.619469026548673;10.714285714285714;10.81081081081081;10.81081081081081;10.81081081081081;10.81081081081081;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;20.338983050847457;16.216216216216218;16.0;15.789473684210526
Pieza_01_foto318;1;318;57;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;58;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;59;59;59;59;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;62;62;62;62;62;63;63;63;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto319;1;319;91;91;91;91;91;91;91;91;91;91;91;91;91;86;86;86;86;86;86;86;86;87;88;89;89;89;89;89;89;89;89;85;82;82;82;67;67;67;67;67;67;67;68;71;71;75;78;79;79;79;79;79;79;79;81;82;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;84;85;86;86;90;90;90;90;90;90;90;90;90;89;88;88;88;88;88;88;88;89;89;89;89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto342;1;342;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222
