img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;h_41;h_42;h_43;h_44;h_45;h_46;h_47;h_48;h_49;h_50;h_51;h_52;h_53;h_54;h_55;h_56;h_57;h_58;h_59;h_60;h_61;h_62;h_63;h_64;h_65;h_66;h_67;h_68;h_69;h_70;h_71;h_72;h_73;h_74;h_75;h_76;h_77;h_78;h_79;h_80;h_81;h_82;h_83;h_84;h_85;h_86;h_87;h_88;h_89;h_90;h_91;h_92;h_93;h_94;h_95;h_96;h_97;h_98;h_99;h_100;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70;pw_71;pw_72;pw_73;pw_74;pw_75;pw_76;pw_77;pw_78;pw_79;pw_80;pw_81;pw_82;pw_83;pw_84;pw_85;pw_86;pw_87;pw_88;pw_89;pw_90;pw_91;pw_92;pw_93;pw_94;pw_95;pw_96;pw_97;pw_98;pw_99;pw_100
Pieza_03_foto392;3;392;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;69;69;69;69;69;69;69;69;69;68;68;67;67;67;67;66;66;66;65;64;64;63;63;62;62;62;62;62;62;62;62;63;63;63;63;63;63;63;63;62;62;62;62;62;62;62;62;62;62;62;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;60;60;58;56;54;53;51;49;45;42;40;36;32;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto393;3;393;52;52;52;52;52;52;52;52;52;52;52;52;53;54;54;54;54;54;54;54;54;54;54;54;54;55;55;55;55;55;55;55;55;55;55;55;55;57;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;58;57;57;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;57;57;57;57;57;57;57;57;57;56;56;56;55;55;55;55;55;55;55;55;55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto411;3;411;74;74;74;74;74;74;74;74;74;74;74;74;74;74;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;76;75;75;75;74;74;74;74;74;74;74;77;78;79;79;79;79;79;79;79;79;78;77;76;76;76;76;75;74;72;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;69;69;70;71;73;75;75;75;75;75;75;75;75;75;75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto445;3;445;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;60;60;61;62;62;62;62;62;62;62;63;63;63;63;64;64;64;64;64;64;64;64;64;62;58;56;56;56;56;56;56;56;58;62;63;63;63;63;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;65;64;64;64;64;64;64;64;64;63;63;63;63;63;63;62;62;59;56;52;52;52;52;52;52;52;33;33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto463;3;463;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;57;57;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;57;60;61;61;61;61;61;61;61;61;61;62;63;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;63;63;63;63;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto464;3;464;64;64;64;64;64;64;64;65;65;65;65;65;65;67;67;67;68;68;68;68;68;68;68;68;68;68;67;67;67;67;67;66;65;65;65;64;63;62;62;62;62;62;62;62;67;68;68;68;69;70;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;70;69;68;68;68;68;68;68;68;68;68;69;69;69;69;69;69;69;69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto501;3;501;54;54;54;54;54;54;54;54;54;53;19;19;19;19;19;19;19;52;52;52;52;52;55;59;64;69;79;88;93;96;97;97;98;98;99;99;99;100;100;100;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;100;99;99;99;99;98;98;98;98;98;98;99;100;100;100;100;100;100;100;100;101;101;102;102;102;102;102;102;102;102;102;101;101;101;101;101;101;101;101;101;101;101;101;100;100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto502;3;502;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;93;95;95;95;95;95;96;97;98;99;99;99;99;99;100;101;101;101;101;101;101;101;101;101;100;99;98;97;95;94;91;88;84;81;77;77;77;77;77;77;77;90;90;90;90;90;90;90;88;83;78;77;76;74;70;66;64;64;64;64;64;64;90;94;95;96;96;96;96;96;97;97;97;97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto533;3;533;57;57;57;57;57;57;57;58;58;58;58;58;59;60;60;60;60;60;60;60;60;60;60;60;60;60;60;64;64;64;64;64;64;64;64;63;61;60;60;60;60;60;60;60;60;60;60;60;60;61;61;62;62;62;62;62;62;62;62;62;62;61;61;61;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;61;64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto60;3;60;54;54;54;54;54;54;55;55;55;55;55;55;55;59;59;59;59;59;59;59;59;56;56;56;56;56;56;56;58;62;64;65;65;65;65;65;65;65;66;67;68;68;68;68;68;68;68;68;68;68;67;67;67;67;67;67;67;67;67;67;67;68;70;70;70;70;70;70;70;70;70;69;69;69;69;69;69;77;77;77;77;77;77;77;77;76;76;76;76;76;76;76;76;76;76;76;76;76;74;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto61;3;61;73;73;73;73;73;73;73;73;73;73;63;63;63;63;63;63;64;66;69;71;71;71;71;71;71;71;74;76;79;80;80;80;80;80;80;80;80;79;75;74;65;65;65;65;65;65;72;76;80;82;84;87;88;88;88;88;88;88;88;86;86;86;86;86;86;88;91;93;93;93;93;93;96;96;97;97;97;97;97;97;97;97;97;98;98;98;98;98;98;98;98;98;98;98;98;98;98;100;100;101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto75;3;75;44;44;44;44;44;44;44;44;44;47;47;47;47;47;47;47;50;54;56;58;61;65;68;69;69;69;69;69;69;69;69;69;69;69;69;61;61;61;61;61;61;61;61;61;61;64;69;73;77;79;80;80;80;80;80;80;80;80;78;78;78;78;78;78;78;78;78;78;78;84;84;84;84;84;84;84;84;84;84;84;84;84;83;82;82;82;82;82;82;82;82;82;82;82;82;82;82;85;85;85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_03_foto94;3;94;49;49;49;49;49;49;49;49;49;49;50;50;50;50;50;50;50;50;96;98;132;132;132;132;132;132;132;132;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;128;125;125;125;125;125;125;125;125;125;125;125;125;124;124;124;123;122;118;118;118;118;118;118;118;118;118;118;118;118;118;117;117;116;114;114;114;114;111;111;111;111;111;111;111;111;111;111;110;109;108;34;33;32;31;31;31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_05_foto0112;5;112;54;54;54;54;54;54;54;54;54;54;54;55;55;56;57;58;59;60;61;61;61;62;64;64;65;68;68;70;70;71;73;74;74;75;77;77;78;78;80;81;82;83;83;85;85;87;87;87;88;89;89;91;93;93;95;95;95;95;95;100;100;100;100;100;102;104;105;106;107;110;111;111;111;111;112;112;112;112;117;117;117;117;117;120;123;127;130;132;135;135;135;135;136;136;136;138;139;139;139;139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_05_foto0118;5;118;76;76;76;76;76;76;76;76;76;76;76;76;75;75;75;73;72;72;72;71;71;71;71;71;70;70;70;70;70;70;69;69;69;68;68;68;68;68;68;67;67;67;66;65;65;65;65;64;64;64;64;64;64;63;63;62;62;62;62;62;62;63;63;63;63;63;63;63;60;60;59;59;59;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;59;59;57;57;57;57;57;57;56;56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_05_foto0124;5;124;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;45;45;45;45;45;45;47;47;47;47;47;47;47;47;47;47;48;48;48;48;48;48;49;49;49;49;49;49;49;50;51;51;51;51;51;52;52;52;52;53;53;54;54;54;54;54;60;60;60;60;60;60;60;60;60;60;60;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;25.53191489361702;25.53191489361702;25.53191489361702;25.53191489361702;25.53191489361702;25.53191489361702;25.53191489361702;25.53191489361702;25.53191489361702;25.53191489361702;25.0;25.0;25.0;25.0;25.0;25.0;24.489795918367346;24.489795918367346;24.489795918367346;24.489795918367346;24.489795918367346;24.489795918367346;24.489795918367346;24.0;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;22.641509433962263;22.641509433962263;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0
Pieza_05_foto0132;5;132;69;69;69;69;69;69;69;70;70;71;71;71;71;71;72;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;17.391304347826086;17.391304347826086;17.391304347826086;17.391304347826086;17.391304347826086;17.391304347826086;17.391304347826086;17.142857142857142;17.142857142857142;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.901408450704224;16.666666666666668;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0
Pieza_05_foto0138;5;138;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122;7.017543859649122
Pieza_05_foto0162;5;162;152;152;152;152;152;152;152;152;152;152;145;145;145;140;134;132;132;132;130;124;103;103;103;103;103;103;104;104;105;106;106;106;106;106;106;106;106;94;94;94;94;90;88;77;77;77;77;77;77;78;78;82;82;82;82;82;82;82;82;79;77;76;74;74;74;74;74;74;74;72;69;68;66;65;62;60;59;58;57;55;52;52;51;50;49;48;48;48;46;46;45;42;36;36;36;36;22;22;22;22;7.894736842105263;7.894736842105263;7.894736842105263;7.894736842105263;7.894736842105263;7.894736842105263;7.894736842105263;7.894736842105263;7.894736842105263;7.894736842105263;8.275862068965518;8.275862068965518;8.275862068965518;8.571428571428571;8.955223880597014;9.090909090909092;9.090909090909092;9.090909090909092;9.23076923076923;9.67741935483871;11.650485436893204;11.650485436893204;11.650485436893204;11.650485436893204;11.650485436893204;11.650485436893204;11.538461538461538;11.538461538461538;11.428571428571429;11.320754716981131;11.320754716981131;11.320754716981131;11.320754716981131;11.320754716981131;11.320754716981131;11.320754716981131;11.320754716981131;12.76595744680851;12.76595744680851;12.76595744680851;12.76595744680851;13.333333333333334;13.636363636363637;15.584415584415584;15.584415584415584;15.584415584415584;15.584415584415584;15.584415584415584;15.584415584415584;15.384615384615385;15.384615384615385;14.634146341463415;14.634146341463415;14.634146341463415;14.634146341463415;14.634146341463415;14.634146341463415;14.634146341463415;14.634146341463415;15.189873417721518;15.584415584415584;15.789473684210526;16.216216216216218;16.216216216216218;16.216216216216218;16.216216216216218;16.216216216216218;16.216216216216218;16.216216216216218;16.666666666666668;17.391304347826086;17.647058823529413;18.181818181818183;18.46153846153846;19.35483870967742;20.0;20.338983050847457;20.689655172413794;21.05263157894737;21.818181818181817;23.076923076923077;23.076923076923077;23.529411764705884;24.0;24.489795918367346;25.0;25.0;25.0;26.08695652173913;26.08695652173913;26.666666666666668;28.571428571428573;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;54.54545454545455;54.54545454545455;54.54545454545455;54.54545454545455
