img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;h_41;h_42;h_43;h_44;h_45;h_46;h_47;h_48;h_49;h_50;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50
Pieza_02_foto079;2;79;63;63;63;63;63;63;63;66;73;77;77;77;77;75;70;70;70;57;57;57;57;68;68;68;68;66;66;66;66;66;66;60;60;60;60;65;65;65;65;65;67;67;67;67;67;63;63;63;63;63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06060606060606061;3.232876712328767;7.48051948051948;7.48051948051948;7.48051948051948;6.909090909090909;2.6666666666666665;1.4285714285714286;1.4285714285714286;0.0;0.0;0.0;0.0;0.0;0.5294117647058824;0.5294117647058824;0.5294117647058824;0.17647058823529413;0.06060606060606061;0.06060606060606061;0.06060606060606061;0.06060606060606061;0.06060606060606061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23880597014925373;0.23880597014925373;0.23880597014925373;0.23880597014925373;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto106;2;106;58;58;58;58;73;74;77;77;77;77;77;75;75;61;61;61;61;61;61;50;50;51;52;52;52;52;53;53;53;53;69;69;69;69;68;56;56;56;56;56;56;56;56;56;58;58;58;60;60;60;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;34.24657534246575;33.78378378378378;32.467532467532465;32.467532467532465;32.467532467532465;32.467532467532465;32.467532467532465;33.333333333333336;33.333333333333336;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;50.0;50.0;49.01960784313726;48.07692307692308;48.07692307692308;48.07692307692308;48.07692307692308;47.16981132075472;47.16981132075472;47.16981132075472;47.16981132075472;36.231884057971016;36.231884057971016;36.231884057971016;36.231884057971016;36.76470588235294;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;43.10344827586207;43.10344827586207;43.10344827586207;41.666666666666664;41.666666666666664;41.666666666666664
Pieza_02_foto107;2;107;54;54;54;54;54;55;55;55;56;57;58;58;58;68;68;68;68;68;58;58;58;59;59;59;59;58;47;47;53;53;59;59;61;61;63;66;66;66;66;66;62;62;62;67;67;67;67;67;67;67;46.2962962962963;46.2962962962963;46.2962962962963;46.2962962962963;46.2962962962963;45.45454545454545;45.45454545454545;45.45454545454545;44.642857142857146;43.85964912280702;43.10344827586207;43.10344827586207;43.10344827586207;36.76470588235294;36.76470588235294;36.76470588235294;36.76470588235294;36.76470588235294;43.10344827586207;43.10344827586207;43.10344827586207;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;43.10344827586207;53.191489361702125;53.191489361702125;47.16981132075472;47.16981132075472;42.3728813559322;42.3728813559322;40.98360655737705;40.98360655737705;39.682539682539684;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;40.32258064516129;40.32258064516129;40.32258064516129;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209
Pieza_02_foto135;2;135;76;76;76;76;76;74;64;64;68;68;68;68;64;63;62;59;59;64;64;64;64;64;65;73;73;73;73;73;69;69;65;65;65;65;65;65;66;67;67;67;67;67;67;73;74;74;74;74;74;74;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;33.78378378378378;39.0625;39.0625;36.76470588235294;36.76470588235294;36.76470588235294;36.76470588235294;39.0625;39.682539682539684;40.32258064516129;42.3728813559322;42.3728813559322;39.0625;39.0625;39.0625;39.0625;39.0625;38.46153846153846;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;36.231884057971016;36.231884057971016;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;37.878787878787875;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;34.24657534246575;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378
Pieza_02_foto164;2;164;113;113;113;113;114;114;114;114;99;99;99;99;99;99;80;80;79;51;51;81;81;81;81;81;83;84;84;84;84;76;76;76;76;76;76;76;76;76;77;77;77;77;80;81;81;81;81;81;79;79;22.123893805309734;22.123893805309734;22.123893805309734;22.123893805309734;21.92982456140351;21.92982456140351;21.92982456140351;21.92982456140351;25.252525252525253;25.252525252525253;25.252525252525253;25.252525252525253;25.252525252525253;25.252525252525253;31.25;31.25;31.645569620253166;49.01960784313726;49.01960784313726;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;30.120481927710845;29.761904761904763;29.761904761904763;29.761904761904763;29.761904761904763;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.467532467532465;32.467532467532465;32.467532467532465;32.467532467532465;31.25;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;31.645569620253166;31.645569620253166
Pieza_02_foto27;2;27;117;117;117;117;117;117;109;87;87;87;87;86;84;84;84;84;84;81;74;72;72;95;95;95;95;94;94;94;73;64;64;65;65;65;65;65;65;65;65;80;80;80;80;78;78;78;78;78;78;78;21.367521367521366;21.367521367521366;21.367521367521366;21.367521367521366;21.367521367521366;21.367521367521366;22.93577981651376;28.735632183908045;28.735632183908045;28.735632183908045;28.735632183908045;29.069767441860463;29.761904761904763;29.761904761904763;29.761904761904763;29.761904761904763;29.761904761904763;30.864197530864196;33.78378378378378;34.72222222222222;34.72222222222222;26.31578947368421;26.31578947368421;26.31578947368421;26.31578947368421;26.595744680851062;26.595744680851062;26.595744680851062;34.24657534246575;39.0625;39.0625;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;31.25;31.25;31.25;31.25;32.05128205128205;32.05128205128205;32.05128205128205;32.05128205128205;32.05128205128205;32.05128205128205;32.05128205128205
Pieza_02_foto28;2;28;163;163;163;163;180;180;180;180;180;170;170;170;170;170;67;66;66;67;69;69;69;69;68;66;65;61;59;59;59;60;62;62;62;62;64;64;139;139;139;139;122;90;90;91;92;92;92;143;143;143;15.337423312883436;15.337423312883436;15.337423312883436;15.337423312883436;13.88888888888889;13.88888888888889;13.88888888888889;13.88888888888889;13.88888888888889;14.705882352941176;14.705882352941176;14.705882352941176;14.705882352941176;14.705882352941176;37.3134328358209;37.878787878787875;37.878787878787875;37.3134328358209;36.231884057971016;36.231884057971016;36.231884057971016;36.231884057971016;36.76470588235294;37.878787878787875;38.46153846153846;40.98360655737705;42.3728813559322;42.3728813559322;42.3728813559322;41.666666666666664;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;39.0625;39.0625;17.985611510791365;17.985611510791365;17.985611510791365;17.985611510791365;20.491803278688526;27.77777777777778;27.77777777777778;27.47252747252747;27.17391304347826;27.17391304347826;27.17391304347826;17.482517482517483;17.482517482517483;17.482517482517483
Pieza_02_foto341;2;341;64;64;64;81;81;81;81;80;68;67;67;68;71;71;71;71;72;72;72;72;72;72;73;73;73;73;73;60;60;57;57;57;81;81;81;85;85;85;85;85;85;85;85;91;91;91;91;91;90;90;39.0625;39.0625;39.0625;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;31.25;36.76470588235294;37.3134328358209;37.3134328358209;36.76470588235294;35.2112676056338;35.2112676056338;35.2112676056338;35.2112676056338;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;41.666666666666664;41.666666666666664;43.85964912280702;43.85964912280702;43.85964912280702;30.864197530864196;30.864197530864196;30.864197530864196;29.41176470588235;29.41176470588235;29.41176470588235;29.41176470588235;29.41176470588235;29.41176470588235;29.41176470588235;29.41176470588235;27.47252747252747;27.47252747252747;27.47252747252747;27.47252747252747;27.47252747252747;27.77777777777778;27.77777777777778
Pieza_02_foto359;2;359;82;82;82;84;84;84;84;84;80;80;80;79;58;58;76;76;78;78;78;78;76;76;76;76;75;75;75;75;75;75;74;74;74;74;74;74;75;75;75;75;74;74;74;74;74;73;73;73;73;73;3.1219512195121952;3.1219512195121952;3.1219512195121952;4.666666666666667;4.761904761904762;4.761904761904762;4.761904761904762;2.857142857142857;1.8;1.8;1.5;0.0;0.0;0.0;0.21052631578947367;0.21052631578947367;0.8205128205128205;0.8205128205128205;0.8205128205128205;0.6153846153846154;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.10526315789473684;0.05333333333333334;0.05333333333333334;0.05333333333333334;0.05333333333333334;0.05333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05333333333333334;0.05333333333333334;0.05333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto53;2;53;82;82;82;82;82;82;82;79;79;60;60;60;59;53;53;53;54;54;59;60;68;70;103;103;103;103;102;100;81;81;81;82;82;82;82;82;81;77;77;77;78;80;80;83;83;83;83;93;95;96;30.48780487804878;30.48780487804878;30.48780487804878;30.48780487804878;30.48780487804878;30.48780487804878;30.48780487804878;31.645569620253166;31.645569620253166;41.666666666666664;41.666666666666664;41.666666666666664;42.3728813559322;47.16981132075472;47.16981132075472;47.16981132075472;46.2962962962963;46.2962962962963;42.3728813559322;41.666666666666664;36.76470588235294;35.714285714285715;24.271844660194176;24.271844660194176;24.271844660194176;24.271844660194176;24.50980392156863;25.0;30.864197530864196;30.864197530864196;30.864197530864196;30.48780487804878;30.48780487804878;30.48780487804878;30.48780487804878;30.48780487804878;30.864197530864196;32.467532467532465;32.467532467532465;32.467532467532465;32.05128205128205;31.25;31.25;30.120481927710845;30.120481927710845;30.120481927710845;30.120481927710845;26.881720430107528;26.31578947368421;26.041666666666668
Pieza_02_foto65;2;65;270;270;270;270;270;270;270;270;249;249;249;250;179;179;179;179;179;179;179;179;179;166;166;166;168;209;209;209;209;175;175;175;175;175;175;197;197;242;242;242;242;242;242;242;242;244;244;244;250;250;9.25925925925926;9.25925925925926;9.25925925925926;9.25925925925926;9.25925925925926;9.25925925925926;9.25925925925926;9.25925925925926;10.040160642570282;10.040160642570282;10.040160642570282;10.0;13.966480446927374;13.966480446927374;13.966480446927374;13.966480446927374;13.966480446927374;13.966480446927374;13.966480446927374;13.966480446927374;13.966480446927374;15.060240963855422;15.060240963855422;15.060240963855422;14.880952380952381;11.961722488038278;11.961722488038278;11.961722488038278;11.961722488038278;14.285714285714286;14.285714285714286;14.285714285714286;14.285714285714286;14.285714285714286;14.285714285714286;12.690355329949238;12.690355329949238;10.330578512396695;10.330578512396695;10.330578512396695;10.330578512396695;10.330578512396695;10.330578512396695;10.330578512396695;10.330578512396695;10.245901639344263;10.245901639344263;10.245901639344263;10.0;10.0
Pieza_02_foto66;2;66;81;81;81;81;81;81;79;79;79;79;79;79;79;79;79;79;80;80;80;80;80;79;79;79;79;79;77;76;76;76;74;74;74;72;71;71;70;70;66;66;59;56;56;56;56;62;62;62;62;62;2.419753086419753;2.419753086419753;2.419753086419753;2.419753086419753;2.419753086419753;1.728395061728395;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.8;1.8;1.8;1.8;1.5;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.2658227848101267;1.1139240506329113;0.3116883116883117;0.21052631578947367;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto79;2;79;96;96;96;96;96;96;96;100;100;100;100;99;98;98;108;108;108;108;107;95;93;91;91;91;99;99;102;103;103;103;103;103;56;56;56;55;55;55;108;108;108;108;107;106;97;97;97;98;98;98;26.041666666666668;26.041666666666668;26.041666666666668;26.041666666666668;26.041666666666668;26.041666666666668;26.041666666666668;25.0;25.0;25.0;25.0;25.252525252525253;25.510204081632654;25.510204081632654;23.14814814814815;23.14814814814815;23.14814814814815;23.14814814814815;23.364485981308412;26.31578947368421;26.881720430107528;27.47252747252747;27.47252747252747;27.47252747252747;25.252525252525253;25.252525252525253;24.50980392156863;24.271844660194176;24.271844660194176;24.271844660194176;24.271844660194176;24.271844660194176;44.642857142857146;44.642857142857146;44.642857142857146;45.45454545454545;45.45454545454545;45.45454545454545;23.14814814814815;23.14814814814815;23.14814814814815;23.14814814814815;23.364485981308412;23.58490566037736;25.77319587628866;25.77319587628866;25.77319587628866;25.510204081632654;25.510204081632654;25.510204081632654
Pieza_03_foto0113;3;113;76;76;76;76;56;56;56;61;68;72;72;72;72;72;71;70;70;70;70;70;72;74;74;74;74;74;74;74;74;72;72;72;71;71;71;71;71;72;72;72;72;72;69;69;63;63;63;63;63;63;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;44.642857142857146;44.642857142857146;44.642857142857146;40.98360655737705;36.76470588235294;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;35.2112676056338;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;34.72222222222222;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;34.72222222222222;34.72222222222222;34.72222222222222;35.2112676056338;35.2112676056338;35.2112676056338;35.2112676056338;35.2112676056338;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;36.231884057971016;36.231884057971016;39.682539682539684;39.682539682539684;39.682539682539684;39.682539682539684;39.682539682539684;39.682539682539684
Pieza_03_foto0138;3;138;82;82;82;83;84;85;86;86;86;86;86;84;84;84;82;82;82;82;81;79;55;55;55;72;72;72;72;68;64;64;64;64;76;76;76;76;76;75;75;75;62;62;62;62;62;62;62;62;38;38;30.48780487804878;30.48780487804878;30.48780487804878;30.120481927710845;29.761904761904763;29.41176470588235;29.069767441860463;29.069767441860463;29.069767441860463;29.069767441860463;29.069767441860463;29.761904761904763;29.761904761904763;29.761904761904763;30.48780487804878;30.48780487804878;30.48780487804878;30.48780487804878;30.864197530864196;31.645569620253166;45.45454545454545;45.45454545454545;45.45454545454545;34.72222222222222;34.72222222222222;34.72222222222222;34.72222222222222;36.76470588235294;39.0625;39.0625;39.0625;39.0625;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;32.89473684210526;33.333333333333336;33.333333333333336;33.333333333333336;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;65.78947368421052;65.78947368421052
Pieza_03_foto0139;3;139;81;81;81;83;83;83;83;79;79;79;80;81;81;81;81;81;81;79;74;69;62;62;62;62;62;61;61;62;70;70;70;70;70;68;68;68;66;66;66;66;66;66;66;66;63;62;62;62;62;62;30.864197530864196;30.864197530864196;30.864197530864196;30.120481927710845;30.120481927710845;30.120481927710845;30.120481927710845;31.645569620253166;31.645569620253166;31.645569620253166;31.25;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;30.864197530864196;31.645569620253166;33.78378378378378;36.231884057971016;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.98360655737705;40.98360655737705;40.32258064516129;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;36.76470588235294;36.76470588235294;36.76470588235294;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;39.682539682539684;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129
Pieza_03_foto016;3;16;256;256;256;256;256;258;258;258;258;258;247;247;247;247;249;249;249;249;250;266;266;269;269;269;269;269;269;270;270;270;270;267;267;267;267;267;268;268;268;268;265;207;207;207;127;127;126;126;125;125;9.765625;9.765625;9.765625;9.765625;9.765625;9.689922480620154;9.689922480620154;9.689922480620154;9.689922480620154;9.689922480620154;10.121457489878543;10.121457489878543;10.121457489878543;10.121457489878543;10.040160642570282;10.040160642570282;10.040160642570282;10.040160642570282;10.0;9.398496240601503;9.398496240601503;9.293680297397769;9.293680297397769;9.293680297397769;9.293680297397769;9.293680297397769;9.293680297397769;9.25925925925926;9.25925925925926;9.25925925925926;9.25925925925926;9.363295880149813;9.363295880149813;9.363295880149813;9.363295880149813;9.363295880149813;9.328358208955224;9.328358208955224;9.328358208955224;9.328358208955224;9.433962264150944;12.077294685990339;12.077294685990339;12.077294685990339;19.68503937007874;19.68503937007874;19.841269841269842;19.841269841269842;20.0;20.0
Pieza_03_foto0215;3;215;60;60;60;60;60;60;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;59;59;59;59;59;59;59;59;59;59;58;58;58;58;60;60;60;60;60;35;34;22;22;22;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;71.42857142857143;67.52941176470588;88.0;88.0;88.0
Pieza_03_foto0294;3;294;35;35;35;35;35;52;58;58;58;61;64;66;66;68;69;70;71;71;71;71;73;73;73;73;73;73;73;73;70;70;74;75;75;75;75;74;74;74;74;73;72;71;71;70;70;70;70;70;68;68;71.42857142857143;71.42857142857143;71.42857142857143;71.42857142857143;71.42857142857143;48.07692307692308;43.10344827586207;43.10344827586207;43.10344827586207;40.98360655737705;39.0625;37.878787878787875;37.878787878787875;36.76470588235294;36.231884057971016;35.714285714285715;35.2112676056338;35.2112676056338;35.2112676056338;35.2112676056338;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;34.24657534246575;35.714285714285715;35.714285714285715;33.78378378378378;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;33.78378378378378;33.78378378378378;33.78378378378378;33.78378378378378;34.24657534246575;34.72222222222222;35.2112676056338;35.2112676056338;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;36.76470588235294;36.76470588235294
Pieza_03_foto0328;3;328;56;56;56;56;58;58;58;58;61;61;61;61;61;60;59;59;61;61;61;61;61;61;59;59;59;60;60;60;60;61;61;61;62;62;64;64;64;64;64;64;63;63;63;61;61;61;60;59;59;59;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;41.666666666666664;42.3728813559322;42.3728813559322;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;42.3728813559322;42.3728813559322;42.3728813559322;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;40.98360655737705;40.98360655737705;40.98360655737705;40.32258064516129;40.32258064516129;39.0625;39.0625;39.0625;39.0625;39.0625;39.0625;39.682539682539684;39.682539682539684;39.682539682539684;40.98360655737705;40.98360655737705;40.98360655737705;41.666666666666664;42.3728813559322;42.3728813559322;42.3728813559322
Pieza_03_foto0329;3;329;52;52;52;52;52;52;53;53;53;53;55;56;56;56;58;58;58;58;58;57;57;57;57;57;57;57;57;58;58;58;58;57;57;57;57;56;56;56;56;56;56;56;56;57;58;58;58;58;58;58;48.07692307692308;48.07692307692308;48.07692307692308;48.07692307692308;48.07692307692308;48.07692307692308;47.16981132075472;47.16981132075472;47.16981132075472;47.16981132075472;45.45454545454545;44.642857142857146;44.642857142857146;44.642857142857146;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;44.642857142857146;43.85964912280702;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207
Pieza_03_foto0343;3;343;119;119;119;119;119;119;119;119;119;118;118;118;62;62;61;61;61;61;61;61;61;59;59;59;59;58;58;58;58;58;58;58;114;114;114;114;114;113;113;113;113;113;112;112;112;111;111;111;111;111;2.722689075630252;2.722689075630252;2.722689075630252;2.722689075630252;2.722689075630252;2.722689075630252;2.722689075630252;2.722689075630252;2.588235294117647;2.169491525423729;2.169491525423729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5614035087719298;0.5614035087719298;0.5614035087719298;0.5614035087719298;0.42105263157894735;0.3185840707964602;0.3185840707964602;0.3185840707964602;0.3185840707964602;0.21238938053097345;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.036036036036036036;0.036036036036036036;0.036036036036036036;0.036036036036036036;0.036036036036036036
Pieza_03_foto0344;3;344;61;61;61;63;63;64;65;65;65;65;66;67;67;67;68;68;68;68;68;66;61;59;59;62;62;63;69;70;70;70;70;70;69;67;63;63;65;69;70;70;70;70;71;71;71;71;71;70;70;70;40.98360655737705;40.98360655737705;40.98360655737705;39.682539682539684;39.682539682539684;39.0625;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;37.878787878787875;37.3134328358209;37.3134328358209;37.3134328358209;36.76470588235294;36.76470588235294;36.76470588235294;36.76470588235294;36.76470588235294;37.878787878787875;40.98360655737705;42.3728813559322;42.3728813559322;40.32258064516129;40.32258064516129;39.682539682539684;36.231884057971016;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;36.231884057971016;37.3134328358209;39.682539682539684;39.682539682539684;38.46153846153846;36.231884057971016;35.714285714285715;35.714285714285715;35.714285714285715;35.714285714285715;35.2112676056338;35.2112676056338;35.2112676056338;35.2112676056338;35.2112676056338;35.714285714285715;35.714285714285715;35.714285714285715
Pieza_03_foto0345;3;345;54;54;54;54;54;54;54;54;53;53;53;53;53;55;55;55;55;56;56;57;57;57;57;57;57;58;58;58;58;58;58;59;59;59;59;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;46.2962962962963;46.2962962962963;46.2962962962963;46.2962962962963;46.2962962962963;46.2962962962963;46.2962962962963;46.2962962962963;47.16981132075472;47.16981132075472;47.16981132075472;47.16981132075472;47.16981132075472;45.45454545454545;45.45454545454545;45.45454545454545;45.45454545454545;44.642857142857146;44.642857142857146;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207
Pieza_03_foto0392;3;392;25;25;25;28;35;41;48;51;55;57;57;57;57;57;57;57;57;58;58;58;58;58;58;59;59;59;59;59;59;59;59;60;61;63;63;64;64;65;66;66;66;66;67;67;67;67;67;67;66;66;100.0;100.0;100.0;89.28571428571429;71.42857142857143;60.97560975609756;52.083333333333336;49.01960784313726;45.45454545454545;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.85964912280702;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;42.3728813559322;41.666666666666664;40.98360655737705;39.682539682539684;39.682539682539684;39.0625;39.0625;38.46153846153846;37.878787878787875;37.878787878787875;37.878787878787875;37.878787878787875;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.3134328358209;37.878787878787875;37.878787878787875
Pieza_03_foto0393;3;393;60;60;60;60;60;60;61;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;64;64;64;64;64;64;64;65;65;65;65;63;61;61;61;61;61;60;60;60;60;60;60;59;58;58;58;58;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;40.98360655737705;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;40.32258064516129;39.0625;39.0625;39.0625;39.0625;39.0625;39.0625;39.0625;38.46153846153846;38.46153846153846;38.46153846153846;38.46153846153846;39.682539682539684;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;40.98360655737705;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;41.666666666666664;42.3728813559322;43.10344827586207;43.10344827586207;43.10344827586207;43.10344827586207
Pieza_03_foto0411;3;411;108;108;108;108;108;108;108;108;106;102;102;100;100;100;100;100;100;105;108;109;109;111;112;112;112;112;111;106;106;106;108;109;110;110;110;110;110;110;110;110;110;110;110;110;99;98;80;52;52;52;23.14814814814815;23.14814814814815;23.14814814814815;23.14814814814815;23.14814814814815;23.14814814814815;23.14814814814815;23.14814814814815;23.58490566037736;24.50980392156863;24.50980392156863;25.0;25.0;25.0;25.0;25.0;25.0;23.80952380952381;23.14814814814815;22.93577981651376;22.93577981651376;22.52252252252252;22.321428571428573;22.321428571428573;22.321428571428573;22.321428571428573;22.52252252252252;23.58490566037736;23.58490566037736;23.58490566037736;23.14814814814815;22.93577981651376;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;22.727272727272727;25.252525252525253;25.510204081632654;31.25;48.07692307692308;48.07692307692308;48.07692307692308
