img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70
Pieza_01_foto0;1;0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.875;72.734375;34.453125;32.34375;30.703125;24.53125;18.59375;6.875;6.875;6.875;6.875;6.875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.90625;87.8125;80.0;72.1875;60.234375;40.46875;40.3125;40.0;39.375;35.3125
Pieza_01_foto118;1;118;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.3125;81.171875;48.203125;22.96875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.984375;43.828125;36.171875;20.859375;5.703125;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.859375;35.3125;18.125;5.78125;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.640625;52.8125;19.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto137;1;137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.890625;14.921875;56.953125;67.03125;73.28125;73.28125;73.28125;73.28125;73.28125;83.59375;85.9375;87.8125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.671875;50.46875;61.796875;83.28125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto138;1;138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.895833333333333;32.8125;70.625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5520833333333335;21.354166666666668;86.97916666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;93.359375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;80.0;41.640625;9.921875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.375;99.375;99.375;99.375;99.375;99.375;99.375;99.375;99.6875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;73.203125;36.171875;7.5;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto153;1;153;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;77.8125;51.40625;36.40625;0.0;0.0;0.0;0.0;0.0;0.0;68.125;68.125;68.125;68.125;68.125;68.125;68.125;68.125;76.71875;80.859375;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;88.203125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;76.875;15.703125;0.0;0.0;0.0;0.0
Pieza_01_foto167;1;167;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;21.5625;35.3125;35.3125;35.3125;36.09375;36.09375;36.09375;51.171875;66.25;88.90625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;13.90625;22.734375;23.671875;24.84375;25.3125;30.46875;63.203125;72.890625;85.703125;96.953125;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto168;1;168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.71875;28.75;28.75;28.75;28.75;28.75;56.71875;68.75;74.921875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.859375;24.0625;24.0625;24.0625;25.78125;53.28125;95.9375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.0625;33.359375;23.75;23.75;23.75;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.828125;64.609375;7.5;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.015625;45.46875;34.375;4.140625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.484375;42.265625;11.09375;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto202;1;202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.927083333333332;44.322916666666664;49.21875;49.21875;49.21875;49.21875;77.03125;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;93.90625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3333333333333335;22.395833333333332;24.0625;24.0625;24.0625;24.0625;24.0625;32.760416666666664;90.10416666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto203;1;203;40.46875;40.46875;40.46875;40.46875;40.46875;40.46875;40.46875;40.46875;41.71875;44.453125;66.953125;68.75;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.953125;73.203125;58.28125;32.8125;22.65625;22.65625;22.65625;22.65625;22.65625;22.734375;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;63.4375;65.625;65.625;65.625;65.625;65.625;74.140625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;80.625;70.9375;64.0625;58.046875;54.21875;44.53125;44.53125
Pieza_01_foto219;1;219;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.71875;58.203125;31.3671875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0859375;21.2109375;22.03125;22.03125;22.03125;7.65625;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.015625;76.953125;51.2890625;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3984375;13.59375;13.59375;13.59375;13.59375;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto220;1;220;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.35416666666667;72.5;34.6875;28.802083333333332;16.770833333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.979166666666667;13.28125;13.28125;13.28125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.98958333333333;86.35416666666667;36.614583333333336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.947916666666667;19.895833333333332;20.78125;20.78125;42.239583333333336;42.34375;40.052083333333336;21.5625
Pieza_01_foto236;1;236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.395833333333332;65.67708333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.75;47.135416666666664;47.8125;47.8125;47.8125;47.8125;47.8125;47.8125;54.84375;83.28125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto237;1;237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.46875;59.375;87.86458333333333;97.1875;97.1875;98.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.21875;48.489583333333336;66.92708333333333;67.1875;67.1875;67.1875;62.5;63.125;68.125;68.125;68.125;68.125;68.125;69.21875;71.40625;73.75;81.40625;96.09375;100.0;92.60416666666667;88.90625;88.90625;88.90625;88.90625;88.90625;88.90625;92.60416666666667
Pieza_01_foto254;1;254;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.30208333333333;80.98958333333333;66.66666666666667;22.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.302083333333332;25.3125;25.3125;25.3125;25.3125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;81.5625;51.354166666666664;18.4375;16.09375;14.166666666666666;8.541666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.5625;73.515625;35.9375;20.3125;16.25;14.765625;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;83.515625;74.21875;54.609375;32.34375;25.9375;24.921875;13.515625;12.65625;0.0;0.0;0.0
Pieza_01_foto276;1;276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1875;47.03125;72.578125;77.34375;92.421875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.8125;33.28125;43.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.984375;47.65625;63.90625;91.71875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.53125;91.5625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto294;1;294;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;16.71875;31.71875;55.3125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;71.5625;71.5625;67.5;62.34375;62.34375;54.375;34.0625;34.0625;34.0625;33.90625;33.90625;33.90625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;28.28125;32.421875;37.34375;78.90625;100.0;100.0;100.0;93.75;87.5;87.5;77.8125;71.71875;49.6875;39.0625;17.65625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;76.484375;29.7265625;9.6875;0.0;0.0;0.0;0.0;9.0234375;15.6640625;22.03125;22.03125;31.3671875;47.5;47.5;47.5;47.34375;26.328125;20.0;9.1015625;0.0;0.0;0.0;0.0;86.5625;86.5625;86.5625;86.5625;86.5625;86.5625;96.640625;100.0;100.0;100.0;100.0;75.1953125;50.3125;17.34375;17.34375;17.34375;16.8359375;12.1484375;11.875;11.875;11.875;16.875;31.2109375;34.84375;34.84375;34.7265625;18.5546875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto318;1;318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.34375;89.375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.15625;63.984375;82.96875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5625;41.25;58.125;64.375;76.14583333333333;77.76041666666667;79.84375;82.96875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.375;48.020833333333336;69.47916666666667;96.71875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto342;1;342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.5;61.875;69.84375;69.84375;78.90625;84.21875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.71875;54.6875;79.6875;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto343;1;343;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.4296875;43.0859375;2.8515625;0.0;0.0;0.0;0.0;0.0;15.0390625;20.9375;20.9375;22.1484375;30.1953125;35.625;35.625;35.625;28.7109375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;42.890625;16.6015625;6.9140625;0.0;0.0;0.0;0.0;0.0;57.65625;68.28125;70.78125;73.28125;74.3359375;74.6875;74.6875;70.3515625;40.5859375;18.6328125;7.5390625;0.0;0.0;0.0;0.0
Pieza_01_foto344;1;344;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.5;49.140625;34.53125;22.421875;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.65625;60.46875;49.609375;20.9375;6.015625;0.0;0.0;0.0;0.0
Pieza_01_foto368;1;368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.859375;12.34375;12.96875;62.65625;73.28125;82.1875;93.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;83.90625;83.90625;83.90625;83.90625;83.90625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.484375;36.796875;51.328125;60.234375;72.8125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto369;1;369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.71875;79.53125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;30.859375;55.078125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.59375;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875
Pieza_01_foto38;1;38;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;89.140625;88.28125;87.34375;81.796875;69.53125;34.765625;17.34375;3.984375;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.140625;78.4375;61.171875;46.484375;39.21875;39.0625;31.953125;12.109375;0.0
Pieza_01_foto39;1;39;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;84.21875;82.734375;67.96875;54.0625;35.625;27.1875;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.1875;47.65625;24.921875;11.875;0.0;0.0
Pieza_01_foto391;1;391;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.4453125;41.5234375;2.8515625;0.0;0.0;0.0;0.0;0.0;0.0;38.7109375;72.34375;72.34375;72.34375;77.421875;78.59375;78.59375;78.59375;63.125;5.9375;5.9375;21.71875;21.71875;21.71875;21.71875;21.71875;21.71875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.8828125;91.71875;28.75;0.0;0.0;0.0;0.0;0.0;4.6875;9.375;37.03125;37.03125;44.296875;64.21875;63.28125;62.96875;62.96875;37.1484375;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto392;1;392;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.796875;50.8984375;4.6875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;69.609375;39.4140625;25.3515625;5.8203125;0.0;0.0;7.4609375;17.34375;22.734375;55.15625;55.15625;55.15625;55.15625;43.3203125;42.8125;42.8125;42.8125;13.671875;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto415;1;415;16.25;16.25;16.25;16.25;8.125;0.0;0.0;0.0;0.0;0.0;0.0;13.203125;45.3125;94.140625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;62.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.71875;11.71875;11.71875;11.71875;5.859375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.796875;32.1875;32.1875;41.875;63.59375;76.25;79.53125;79.53125;79.53125;67.421875;47.34375;47.34375;47.34375;25.625;15.15625;12.421875;4.375;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto416;1;416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.979166666666664;63.229166666666664;76.875;76.875;76.875;76.875;76.875;76.875;78.28125;91.25;91.25;91.25;91.25;91.25;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.583333333333332;39.114583333333336;46.25;54.479166666666664;65.05208333333333;69.0625;69.0625;70.78125;70.78125;70.78125;70.78125;80.67708333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.71875;83.90625;83.90625;71.71875;65.625;65.625;66.875;66.875
Pieza_01_foto437;1;437;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.015625;66.171875;37.1875;37.1875;36.328125;21.875;21.40625;18.59375;15.78125;15.78125;15.78125;15.78125;15.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.484375;70.9375;52.265625;35.3125;32.890625;27.578125;21.09375;17.1875
Pieza_01_foto438;1;438;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;50.5625;10.03125;0.0;0.0;0.0;0.0;0.0;0.0;6.40625;24.0625;25.0;25.0;15.8125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;83.21875;38.28125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.375;15.46875;15.46875;15.46875;0.0;0.0;0.0;0.0;0.0;10.78125;17.96875;17.96875;22.5;22.5;22.5;18.65625
Pieza_01_foto460;1;460;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.859375;42.421875;57.1875;60.234375;68.984375;76.40625;76.40625;76.40625;76.40625;76.40625;77.34375;61.25;64.140625;70.3125;70.3125;70.3125;70.3125;70.3125;70.3125;70.3125;70.3125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.71875;63.4375;66.015625;68.125;74.84375;87.03125;87.03125;87.03125;87.03125;87.03125;87.03125;87.03125;87.03125;87.03125;87.03125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto461;1;461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.40625;64.21875;81.640625;96.640625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.53125;29.53125;31.484375;49.6875;70.546875;76.953125;93.203125;97.265625;100.0;100.0;100.0;100.0;83.90625;81.09375;81.09375;81.09375;81.09375;81.09375;81.09375;81.09375;81.09375;94.0625;100.0
Pieza_01_foto480;1;480;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.125;39.5625;16.84375;5.46875;17.71875;20.78125;20.78125;20.5;6.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.0625;33.9375;7.9375;0.0;0.0;15.09375;16.875;17.71875;21.09375;21.09375;21.09375;8.03125;0.0;0.0;0.0;0.0;0.0;31.84375;36.25;36.25;33.84375;30.0;30.0;15.125;0.0
Pieza_01_foto481;1;481;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.09375;81.484375;50.15625;28.4375;22.34375;21.796875;16.796875;11.796875;11.640625;5.703125;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.203125;92.8125;74.0625;47.5;39.0625;38.125;36.71875;35.234375;27.34375
Pieza_01_foto503;1;503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.78125;22.03125;22.03125;31.71875;66.25;83.75;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.734375;85.46875;85.46875;85.46875;85.46875;85.46875;85.46875;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;17.34375;25.0;46.40625;68.671875;81.796875;92.65625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
