img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50
Pieza_01_foto0;1;0;100.0;100.0;64.93055555555556;0.0;0.0;100.0;100.0;73.74131944444444;0.0;0.0;100.0;100.0;97.13541666666667;23.39409722222222;0.0;100.0;100.0;87.890625;6.163194444444445;0.0;100.0;100.0;85.41666666666667;33.24652777777778;24.21875;100.0;100.0;97.265625;83.59375;83.59375;100.0;100.0;92.578125;3.0815972222222223;0.0;100.0;100.0;100.0;22.743055555555557;0.0;100.0;100.0;100.0;39.40972222222222;0.0;100.0;100.0;100.0;87.06597222222223;0.0
Pieza_01_foto118;1;118;100.0;100.0;87.548828125;7.91015625;0.0;100.0;100.0;100.0;3.076171875;0.0;100.0;100.0;98.92578125;15.380859375;0.0;100.0;100.0;95.703125;2.001953125;0.0;100.0;100.0;100.0;16.11328125;0.0;100.0;100.0;100.0;48.291015625;0.0;100.0;100.0;100.0;35.9375;0.0;100.0;100.0;100.0;25.0;0.0;100.0;100.0;100.0;25.29296875;0.0;100.0;100.0;100.0;53.3203125;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;47.412109375;0.0;100.0;100.0;100.0;48.583984375;0.0;100.0;100.0;100.0;35.546875;0.0;100.0;100.0;100.0;35.302734375;0.0;100.0;100.0;100.0;42.578125;0.0;100.0;100.0;100.0;27.197265625;0.0;100.0;100.0;100.0;18.75;0.0;100.0;100.0;100.0;37.060546875;0.0;100.0;100.0;100.0;40.72265625;0.0;100.0;100.0;100.0;38.037109375;0.0
Pieza_01_foto137;1;137;0.0;0.0;64.76151315789474;100.0;100.0;0.0;48.72532894736842;84.66282894736842;100.0;100.0;0.0;53.495065789473685;100.0;100.0;100.0;0.0;52.63157894736842;100.0;100.0;100.0;0.0;40.7483552631579;100.0;100.0;100.0;0.0;27.38486842105263;100.0;100.0;100.0;0.0;31.57894736842105;100.0;100.0;100.0;0.0;19.449013157894736;100.0;100.0;100.0;0.0;1.0279605263157894;96.46381578947368;100.0;100.0;0.0;0.0;94.73684210526316;100.0;100.0
Pieza_01_foto138;1;138;0.0;60.63988095238095;100.0;100.0;100.0;0.0;52.00892857142857;100.0;100.0;100.0;0.0;37.90922619047619;100.0;100.0;100.0;0.0;33.333333333333336;100.0;100.0;100.0;0.0;36.34672619047619;100.0;100.0;100.0;0.0;27.566964285714285;100.0;100.0;100.0;0.0;14.285714285714286;100.0;100.0;100.0;0.0;13.095238095238095;100.0;100.0;100.0;0.0;14.732142857142858;100.0;100.0;100.0;0.0;9.523809523809524;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;43.701171875;0.0;100.0;100.0;100.0;22.4609375;0.0;100.0;100.0;100.0;22.55859375;0.0;100.0;100.0;100.0;21.6796875;0.0;100.0;33.59375;95.849609375;34.326171875;0.0;100.0;96.875;99.8046875;28.61328125;0.0;100.0;100.0;100.0;31.005859375;0.0;100.0;100.0;100.0;40.576171875;0.0;100.0;100.0;100.0;47.900390625;0.0;100.0;100.0;100.0;49.951171875;0.0
Pieza_01_foto153;1;153;100.0;100.0;91.23263888888889;0.0;0.0;100.0;100.0;96.44097222222223;5.989583333333333;0.0;100.0;100.0;100.0;14.23611111111111;0.0;100.0;100.0;100.0;6.336805555555555;0.0;100.0;100.0;100.0;22.22222222222222;0.0;26.5625;21.397569444444443;86.84895833333333;23.307291666666668;0.0;72.69965277777777;63.107638888888886;93.48958333333333;31.03298611111111;0.0;46.13715277777778;100.0;100.0;37.109375;0.0;100.0;100.0;100.0;37.19618055555556;0.0;100.0;100.0;100.0;33.89756944444444;0.0
Pieza_01_foto167;1;167;0.0;33.7171052631579;90.74835526315789;100.0;100.0;0.0;36.75986842105263;93.66776315789474;100.0;100.0;0.0;0.0;69.94243421052632;100.0;100.0;0.0;0.0;60.89638157894737;100.0;100.0;28.90625;29.317434210526315;68.17434210526316;100.0;100.0;64.0625;64.63815789473684;100.0;100.0;100.0;0.0;0.0;61.5953947368421;100.0;100.0;0.0;0.0;47.36842105263158;100.0;100.0;0.0;0.0;34.786184210526315;100.0;100.0;0.0;0.0;17.1875;94.98355263157895;52.34375
Pieza_01_foto168;1;168;0.0;0.0;75.65789473684211;97.77960526315789;46.25822368421053;0.0;0.0;75.90460526315789;100.0;100.0;0.0;36.8421052631579;100.0;100.0;100.0;0.0;14.720394736842104;70.39473684210526;100.0;100.0;0.0;0.0;50.61677631578947;100.0;100.0;0.0;0.0;44.28453947368421;100.0;100.0;0.0;0.0;78.98848684210526;100.0;100.0;0.0;0.0;72.86184210526316;100.0;100.0;0.0;0.0;39.1858552631579;100.0;100.0;0.0;0.0;34.703947368421055;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;90.10416666666667;13.541666666666666;0.0;100.0;100.0;98.78472222222223;26.041666666666668;0.0;100.0;100.0;90.92881944444444;0.0;0.0;100.0;100.0;88.88888888888889;0.0;0.0;100.0;100.0;90.97222222222223;0.0;0.0;100.0;100.0;99.43576388888889;0.0;0.0;100.0;100.0;100.0;9.895833333333334;0.0;100.0;100.0;100.0;11.11111111111111;0.0;100.0;100.0;100.0;15.06076388888889;0.0;100.0;100.0;97.13541666666667;3.9930555555555554;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;18.75;0.0;100.0;100.0;100.0;16.2109375;0.0;100.0;100.0;96.435546875;0.0;0.0;100.0;100.0;97.314453125;0.0;0.0;100.0;100.0;97.509765625;17.529296875;0.0;100.0;100.0;100.0;30.712890625;0.0;100.0;100.0;100.0;31.494140625;0.0;100.0;100.0;100.0;32.8125;0.0;100.0;100.0;100.0;23.876953125;0.0;100.0;100.0;100.0;34.130859375;0.0
Pieza_01_foto202;1;202;0.0;0.23777173913043478;8.59375;96.0258152173913;100.0;0.0;3.770380434782609;100.0;100.0;100.0;0.0;38.077445652173914;100.0;100.0;100.0;0.0;77.5475543478261;100.0;100.0;100.0;0.0;66.67798913043478;100.0;100.0;100.0;0.0;58.49184782608695;100.0;100.0;100.0;0.0;10.597826086956522;74.49048913043478;100.0;100.0;0.0;0.0;65.72690217391305;100.0;100.0;0.0;0.0;68.1725543478261;100.0;100.0;0.0;0.0;58.76358695652174;100.0;100.0
Pieza_01_foto203;1;203;100.0;100.0;100.0;100.0;100.0;100.0;100.0;85.546875;13.628472222222221;65.97222222222223;3.0381944444444446;91.36284722222223;92.31770833333333;4.904513888888889;11.71875;0.0;74.78298611111111;100.0;3.8628472222222223;0.0;0.0;67.27430555555556;100.0;16.666666666666668;0.0;78.125;93.92361111111111;100.0;30.078125;0.0;0.78125;1.4756944444444444;100.0;14.800347222222221;0.0;27.34375;31.380208333333332;100.0;67.05729166666667;22.65625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto219;1;219;100.0;100.0;18.177083333333332;0.0;0.0;100.0;100.0;7.890625;0.0;0.0;100.0;100.0;21.276041666666668;0.0;0.0;100.0;96.04166666666667;10.442708333333334;5.078125;0.6770833333333334;100.0;95.10416666666667;1.9270833333333333;58.515625;4.427083333333333;100.0;86.66666666666667;0.0;38.515625;0.0;100.0;86.53645833333333;0.0;0.0;0.0;100.0;78.69791666666667;0.0;0.0;0.0;100.0;82.421875;0.0;0.0;0.0;100.0;58.515625;0.0;0.0;0.0
Pieza_01_foto220;1;220;100.0;100.0;18.80787037037037;0.0;0.0;100.0;95.89120370370371;6.510416666666667;0.0;0.0;100.0;90.04629629629629;0.0;0.0;0.0;100.0;84.72222222222223;0.0;0.0;0.0;100.0;75.75231481481481;0.0;33.3912037037037;13.22337962962963;100.0;76.33101851851852;0.0;55.49768518518518;14.67013888888889;100.0;74.07407407407408;0.0;4.340277777777778;0.8391203703703703;100.0;69.9363425925926;0.0;0.0;0.0;100.0;66.66666666666667;0.0;2.459490740740741;0.0;100.0;54.079861111111114;0.0;67.79513888888889;0.0
Pieza_01_foto236;1;236;0.0;0.0;16.517857142857142;100.0;100.0;0.0;0.0;16.108630952380953;100.0;100.0;0.0;0.0;31.25;100.0;100.0;0.0;0.0;30.691964285714285;100.0;100.0;0.0;0.0;36.197916666666664;100.0;100.0;0.0;0.0;33.55654761904762;100.0;100.0;0.0;26.376488095238095;65.66220238095238;100.0;100.0;0.0;61.904761904761905;100.0;100.0;100.0;0.0;61.23511904761905;97.13541666666667;100.0;100.0;0.0;0.0;47.61904761904762;100.0;100.0
Pieza_01_foto237;1;237;0.0;50.40625;100.0;100.0;100.0;0.0;58.875;100.0;100.0;100.0;0.0;66.4375;100.0;100.0;100.0;0.0;71.65625;100.0;100.0;100.0;0.0;68.75;100.0;100.0;100.0;0.0;37.78125;100.0;100.0;100.0;0.0;63.15625;51.5625;98.0625;100.0;0.0;12.375;9.59375;99.59375;100.0;0.0;95.03125;93.4375;100.0;100.0;0.0;96.0;100.0;60.0625;91.125
Pieza_01_foto254;1;254;100.0;100.0;27.05439814814815;0.0;0.0;100.0;100.0;34.80902777777778;0.0;0.0;100.0;100.0;35.011574074074076;0.0;0.0;100.0;100.0;41.31944444444444;34.519675925925924;1.9386574074074074;100.0;100.0;9.664351851851851;47.62731481481482;1.0127314814814814;100.0;100.0;17.505787037037038;0.0;0.0;100.0;94.84953703703704;14.293981481481481;0.0;0.0;100.0;85.18518518518519;0.0;0.0;0.0;100.0;95.65972222222223;0.0;0.0;0.0;100.0;87.03703703703704;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;33.333333333333336;0.0;100.0;100.0;100.0;38.19444444444444;0.0;100.0;100.0;100.0;64.10590277777777;0.0;100.0;100.0;100.0;40.842013888888886;0.0;100.0;100.0;100.0;19.270833333333332;0.0;100.0;100.0;100.0;43.229166666666664;0.0;100.0;100.0;100.0;14.322916666666666;0.0;100.0;100.0;83.24652777777777;0.0;0.0;100.0;100.0;75.52083333333333;1.4756944444444444;0.0;100.0;100.0;92.53472222222223;1.7361111111111112;0.0
Pieza_01_foto276;1;276;0.0;0.0;70.263671875;100.0;100.0;0.0;0.0;93.701171875;100.0;100.0;0.0;4.39453125;100.0;100.0;100.0;0.0;14.55078125;100.0;100.0;100.0;0.0;14.94140625;100.0;100.0;100.0;0.0;12.5;100.0;100.0;100.0;0.0;20.41015625;100.0;100.0;100.0;0.0;41.40625;100.0;100.0;100.0;0.0;27.001953125;100.0;100.0;100.0;0.0;16.943359375;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;62.06597222222222;100.0;100.0;0.0;0.0;69.57465277777777;100.0;100.0;0.0;0.0;81.29340277777777;100.0;100.0;0.0;0.0;91.10243055555556;100.0;100.0;0.0;0.0;94.44444444444444;100.0;100.0;0.0;0.13020833333333334;95.3125;100.0;100.0;0.0;3.9930555555555554;100.0;100.0;100.0;0.0;1.5190972222222223;100.0;100.0;100.0;0.0;5.555555555555555;100.0;100.0;100.0;0.0;7.986111111111111;100.0;100.0;100.0
Pieza_01_foto294;1;294;39.0625;58.10546875;100.0;62.890625;53.90625;0.0;53.90625;100.0;100.0;100.0;0.0;33.7890625;100.0;63.671875;15.625;0.0;25.48828125;94.7265625;36.1328125;0.0;0.0;33.203125;87.5;0.0;0.0;0.0;59.716796875;83.056640625;0.0;0.0;0.0;56.25;77.099609375;0.0;0.0;0.0;58.349609375;56.25;0.0;0.0;38.28125;86.279296875;43.212890625;0.0;0.0;100.0;96.09375;9.716796875;0.0;0.0
Pieza_01_foto295;1;295;100.0;96.70758928571429;17.578125;100.0;34.9609375;100.0;81.25;2.5390625;65.48549107142857;3.8504464285714284;100.0;77.90178571428571;0.0;23.995535714285715;0.78125;100.0;93.61049107142857;3.90625;0.0;0.0;100.0;83.53794642857143;0.5301339285714286;0.0;0.0;100.0;74.10714285714286;0.0;29.603794642857142;0.0;100.0;71.2890625;0.0;68.72209821428571;0.0;40.011160714285715;58.53794642857143;0.0;17.494419642857142;0.0;100.0;85.71428571428571;0.0;0.0;0.0;100.0;98.10267857142857;70.92633928571429;6.361607142857143;0.0
Pieza_01_foto318;1;318;0.0;0.0;71.875;100.0;100.0;0.0;0.0;81.20659722222223;100.0;100.0;0.0;0.0;77.77777777777777;100.0;100.0;0.0;0.0;77.77777777777777;100.0;100.0;0.0;0.0;83.984375;100.0;100.0;0.0;0.0;93.48958333333333;100.0;100.0;0.0;2.3871527777777777;97.04861111111111;100.0;100.0;0.0;11.024305555555555;100.0;100.0;100.0;0.0;16.666666666666668;100.0;100.0;100.0;0.0;16.666666666666668;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;77.23214285714286;100.0;100.0;100.0;0.0;64.50892857142857;100.0;100.0;100.0;0.0;69.64285714285714;100.0;100.0;100.0;0.0;9.375;77.67857142857143;100.0;100.0;0.0;17.96875;95.75892857142857;100.0;100.0;0.0;43.936011904761905;100.0;100.0;100.0;0.0;47.61904761904762;100.0;100.0;100.0;0.0;69.7172619047619;100.0;100.0;100.0;0.0;73.69791666666667;100.0;100.0;100.0;0.0;71.16815476190476;100.0;100.0;100.0
