img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10
Pieza_02_foto475;2;475;0.0;14.21195652173913;35.87635869565217;88.90625;98.22010869565217;0.0;54.00135869565217;65.91711956521739;95.08152173913044;100.0
Pieza_02_foto476;2;476;0.0;50.76636904761905;100.0;100.0;100.0;0.0;10.84077380952381;68.25892857142857;98.17708333333333;92.34375
Pieza_02_foto477;2;477;0.0;33.88392857142857;93.28125;100.0;100.0;0.0;6.116071428571429;81.25744047619048;81.36160714285714;87.85714285714286
Pieza_02_foto478;2;478;0.0;12.782738095238095;84.64285714285714;100.0;100.0;0.0;13.348214285714286;62.745535714285715;100.0;100.0
Pieza_02_foto479;2;479;0.0;7.96875;78.3717105263158;97.08059210526316;100.0;0.0;12.59046052631579;52.25328947368421;87.99342105263158;99.53947368421052
Pieza_02_foto480;2;480;0.0;47.64375;95.28125;88.1875;44.775;0.0;19.65625;67.43125;87.7625;92.0625
Pieza_02_foto481;2;481;0.0;38.8375;69.25625;78.8125;70.9875;0.0;21.3375;77.55625;100.0;84.1375
Pieza_02_foto482;2;482;0.0;27.282608695652176;75.32608695652173;94.86413043478261;100.0;0.0;0.0;38.37635869565217;68.24728260869566;61.15489130434783
Pieza_02_foto483;2;483;0.0;36.569940476190474;73.81696428571429;79.1889880952381;57.84970238095238;0.0;44.732142857142854;75.69940476190476;98.89880952380952;94.21875
Pieza_02_foto484;2;484;0.0;30.462962962962962;73.53587962962963;63.11921296296296;91.55671296296296;0.0;36.33101851851852;77.62731481481481;93.22916666666667;82.35532407407408
Pieza_02_foto485;2;485;18.51736111111111;53.979166666666664;66.79513888888889;90.63888888888889;61.68055555555556;13.177083333333334;77.21527777777777;86.74305555555556;78.16666666666667;90.63541666666667
Pieza_02_foto486;2;486;0.0;50.80625;27.94375;74.25;76.45;0.0;10.84375;72.99375;74.21875;79.14375
Pieza_02_foto487;2;487;0.0;64.94375;62.125;89.70625;78.25;9.0375;34.88125;56.9625;92.625;100.0
Pieza_02_foto488;2;488;0.0;53.872767857142854;65.77566964285714;63.88950892857143;65.58035714285714;0.6640625;82.61160714285714;81.19977678571429;87.64508928571429;83.97879464285714
Pieza_02_foto489;2;489;4.340277777777778;27.63454861111111;62.37847222222222;68.32899305555556;67.64756944444444;12.86892361111111;57.356770833333336;70.34288194444444;90.99392361111111;100.0
Pieza_02_foto490;2;490;0.7868303571428571;16.696428571428573;54.893973214285715;65.89285714285714;57.20982142857143;1.8080357142857142;44.017857142857146;60.06138392857143;80.17299107142857;54.86049107142857
Pieza_02_foto491;2;491;0.0;26.192434210526315;75.01644736842105;36.8421052631579;61.06907894736842;0.0;17.393092105263158;67.03125;80.2220394736842;81.85855263157895
Pieza_02_foto492;2;492;0.0;13.009868421052632;38.848684210526315;56.09375;61.875;0.0;34.786184210526315;88.25657894736842;76.05263157894737;70.46875
Pieza_02_foto493;2;493;0.0;12.65625;53.80952380952381;71.13095238095238;76.07886904761905;0.0;16.30952380952381;72.57440476190476;91.98660714285714;95.16369047619048
Pieza_02_foto52;2;52;5.8108108108108105;49.607263513513516;62.5633445945946;90.13513513513513;36.83699324324324;26.727195945945947;100.0;100.0;100.0;79.53547297297297
Pieza_02_foto53;2;53;92.65625;99.04211956521739;57.17391304347826;18.91304347826087;2.099184782608696;79.78940217391305;84.31385869565217;100.0;32.90760869565217;0.46875
Pieza_02_foto65;2;65;0.0;20.17269736842105;90.74835526315789;61.620065789473685;32.26151315789474;0.0;0.0;38.692434210526315;75.3125;63.7171052631579
Pieza_02_foto66;2;66;0.0;73.7202380952381;64.91071428571429;90.21577380952381;99.55357142857143;0.0;21.324404761904763;87.30654761904762;98.27380952380952;31.904761904761905
Pieza_02_foto79;2;79;87.1875;94.9875;68.98125;61.95;0.4625;99.53125;89.3875;24.2125;54.55625;0.46875
Pieza_02_foto80;2;80;100.0;100.0;92.08333333333333;21.584821428571427;0.0;100.0;100.0;100.0;58.586309523809526;3.943452380952381
Pieza_02_foto92;2;92;4.307291666666667;19.171875;44.375;45.677083333333336;26.505208333333332;5.458333333333333;63.807291666666664;49.505208333333336;55.645833333333336;0.0
Pieza_02_foto93;2;93;33.495065789473685;58.656798245614034;43.541666666666664;38.42379385964912;46.77905701754386;11.417214912280702;38.303179824561404;61.95449561403509;32.88651315789474;8.464912280701755
Pieza_03_foto0;3;0;0.0;10.26875;59.80625;17.30625;0.0;6.01875;52.9875;45.3875;43.33125;0.0
Pieza_03_foto100;3;100;0.0;29.95949074074074;63.773148148148145;64.67592592592592;44.46180555555556;2.2627314814814814;60.28356481481482;80.04050925925925;87.02546296296296;93.02083333333333
Pieza_03_foto107;3;107;0.0;1.1272321428571428;24.274553571428573;35.703125;38.59375;0.0;3.091517857142857;44.732142857142854;30.892857142857142;19.375
Pieza_03_foto112;3;112;0.0;0.0;30.45138888888889;17.87615740740741;2.511574074074074;0.45717592592592593;72.94560185185185;44.2650462962963;40.648148148148145;6.71875
Pieza_03_foto113;3;113;0.0;24.03782894736842;96.95723684210526;84.05427631578948;84.60526315789474;0.0;28.651315789473685;90.72368421052632;81.48848684210526;54.745065789473685
Pieza_03_foto126;3;126;91.59722222222223;82.68663194444444;84.62673611111111;80.1171875;77.51736111111111;79.16666666666667;92.56944444444444;92.84722222222223;79.140625;49.17100694444444
Pieza_03_foto127;3;127;0.0;8.552989130434783;57.58152173913044;57.62907608695652;69.70788043478261;2.8125;77.48641304347827;99.49048913043478;72.80570652173913;52.28940217391305
Pieza_03_foto138;3;138;0.0;43.822916666666664;88.77604166666667;83.46875;68.72395833333333;3.6614583333333335;81.40625;77.90104166666667;92.21875;49.125
Pieza_03_foto139;3;139;0.0;0.0;53.81578947368421;98.125;80.74835526315789;0.0;29.54769736842105;83.04276315789474;100.0;47.42598684210526
Pieza_03_foto15;3;15;0.0;34.453125;48.697916666666664;49.697265625;82.25911458333333;38.160807291666664;86.80338541666667;46.500651041666664;14.62890625;18.515625
Pieza_03_foto152;3;152;0.0;0.0;0.34598214285714285;18.270089285714285;33.72767857142857;0.0;8.671875;71.08258928571429;62.767857142857146;36.71875
Pieza_03_foto153;3;153;1.4613970588235294;60.119485294117645;76.76470588235294;42.205882352941174;44.724264705882355;12.251838235294118;87.61948529411765;65.20220588235294;100.0;87.88602941176471
