img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50
Pieza_01_foto0;1;0;100.0;100.0;100.0;100.0;100.0;38.671875;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;85.02604166666667;29.557291666666668;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;82.68229166666667;58.984375;57.85590277777778;53.90625;53.90625;100.0;100.0;100.0;100.0;100.0;92.578125;25.82465277777778;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;84.11458333333333;42.361111111111114;0.0;0.0
Pieza_01_foto118;1;118;100.0;100.0;100.0;100.0;100.0;87.548828125;10.986328125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;94.62890625;17.3828125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;53.3203125;11.083984375;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;60.9375;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;73.095703125;5.517578125;0.0;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;100.0;100.0;100.0;84.66796875;11.328125;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;69.82421875;1.025390625;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;67.1875;2.587890625;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;55.810546875;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;78.759765625;0.0;0.0;0.0
Pieza_01_foto137;1;137;0.0;0.0;10.850694444444445;33.203125;42.1875;89.58333333333333;100.0;100.0;100.0;100.0;0.0;0.0;0.3472222222222222;89.453125;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;49.69618055555556;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;31.727430555555557;99.91319444444444;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;69.57465277777777;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto138;1;138;0.0;0.0;3.671875;94.609375;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;54.8046875;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;47.109375;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;8.75;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;5.46875;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;100.0;100.0;100.0;66.162109375;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;44.23828125;0.0;0.0;0.0;100.0;100.0;65.234375;65.234375;95.654296875;100.0;62.939453125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;71.58203125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;93.1640625;4.6875;0.0;0.0
Pieza_01_foto153;1;153;100.0;100.0;100.0;100.0;100.0;87.67361111111111;5.989583333333333;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;20.572916666666668;0.0;0.0;0.0;63.28125;63.28125;60.85069444444444;60.546875;86.84895833333333;100.0;45.529513888888886;0.0;0.0;0.0;57.03125;61.80555555555556;82.63888888888889;80.46875;93.48958333333333;100.0;68.14236111111111;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;71.09375;0.0;0.0;0.0
Pieza_01_foto167;1;167;0.0;0.0;0.0;57.986111111111114;77.734375;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;9.852430555555555;94.921875;100.0;100.0;100.0;100.0;46.484375;46.484375;46.484375;46.484375;63.020833333333336;92.53472222222223;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;7.725694444444445;73.95833333333333;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;23.22048611111111;98.30729166666667;100.0;81.46701388888889;76.171875
Pieza_01_foto168;1;168;0.0;0.0;0.0;0.0;26.649305555555557;100.0;100.0;100.0;85.28645833333333;71.484375;0.0;0.0;0.0;38.454861111111114;71.875;90.625;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;66.84027777777777;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;42.23090277777778;84.72222222222223;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;44.661458333333336;100.0;100.0;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;100.0;100.0;100.0;88.88888888888889;39.583333333333336;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;79.81770833333333;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;90.40798611111111;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;21.006944444444443;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;97.13541666666667;19.053819444444443;0.0;0.0;0.0
