img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30
Pieza_01_foto0;1;0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.95833333333333;46.510416666666664;24.609375;6.875;6.197916666666667;4.84375;4.84375;4.84375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.90625;70.80729166666667;40.260416666666664;30.46875;16.71875;16.71875;16.71875
Pieza_01_foto118;1;118;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.0625;69.8125;9.1875;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;63.53125;16.6875;0.0;0.0;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;79.4375;14.59375;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;60.65625;2.875;0.0;0.0;0.0
Pieza_01_foto137;1;137;0.0;0.0;0.0;0.0;28.255208333333332;71.19791666666667;73.28125;85.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;29.713541666666668;81.69270833333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto138;1;138;0.0;0.0;0.0;0.0;32.142857142857146;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;47.52232142857143;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;89.375;86.71875;86.71875;92.03125;100.0;100.0;100.0;52.625;0.0;0.0;0.0;0.0;100.0;100.0;100.0;99.5;99.375;99.375;99.625;100.0;100.0;100.0;80.125;6.625;0.0;0.0;0.0
Pieza_01_foto153;1;153;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.60416666666667;29.270833333333332;0.0;0.0;0.0;0.0;0.0;68.125;68.125;70.98958333333333;77.890625;76.40625;76.40625;88.203125;100.0;100.0;92.29166666666667;5.234375;0.0;0.0;0.0;0.0
Pieza_01_foto167;1;167;5.78125;5.78125;5.78125;5.78125;11.041666666666666;35.3125;36.09375;68.77604166666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;20.104166666666668;26.875;73.93229166666667;98.984375;100.0;100.0;93.64583333333333;90.46875;90.46875
Pieza_01_foto168;1;168;0.0;0.0;0.0;0.0;0.0;23.072916666666668;28.75;66.796875;100.0;100.0;100.0;100.0;95.78125;89.6875;88.59375;0.0;0.0;0.0;0.0;0.0;0.0;13.307291666666666;24.635416666666668;83.07291666666667;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.80729166666667;23.75;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.94270833333333;24.036458333333332;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;72.59375;15.40625;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;57.9375;0.0;0.0;0.0;0.0
Pieza_01_foto202;1;202;0.0;0.0;0.0;2.0535714285714284;40.401785714285715;49.21875;65.78125;81.71875;81.71875;81.71875;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;7.589285714285714;24.0625;24.0625;45.245535714285715;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto203;1;203;40.46875;40.46875;40.885416666666664;60.052083333333336;100.0;100.0;100.0;100.0;86.71875;37.916666666666664;22.65625;22.864583333333332;24.322916666666668;38.072916666666664;44.21875;61.25;61.25;61.25;61.979166666666664;65.625;68.46354166666667;100.0;100.0;100.0;83.85416666666667;58.776041666666664;44.53125;44.53125;44.53125;44.53125
Pieza_01_foto219;1;219;100.0;100.0;100.0;100.0;100.0;94.6875;35.828125;0.0;0.0;0.0;16.125;22.03125;3.0625;0.0;0.0;100.0;100.0;100.0;100.0;94.90625;40.796875;0.0;0.0;0.0;0.0;9.515625;13.59375;0.0;0.0;0.0
Pieza_01_foto220;1;220;100.0;100.0;100.0;100.0;100.0;67.84722222222223;15.190972222222221;0.0;0.0;0.0;6.753472222222222;13.28125;7.934027777777778;0.0;0.0;100.0;100.0;100.0;100.0;92.44791666666667;12.20486111111111;0.0;0.0;0.0;15.208333333333334;35.12152777777778;27.725694444444443;9.305555555555555;0.0;0.0
Pieza_01_foto236;1;236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0089285714285716;76.45089285714286;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;41.89732142857143;47.8125;47.8125;58.57142857142857;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto237;1;237;0.0;0.0;0.0;3.2421875;71.796875;97.5390625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;42.08984375;67.1875;63.90625;68.125;68.125;71.875;91.5625;91.6796875;88.90625;88.90625;100.0;100.0
Pieza_01_foto254;1;254;100.0;100.0;100.0;100.0;100.0;100.0;81.31944444444444;7.395833333333333;0.0;0.0;23.975694444444443;25.3125;1.7708333333333333;0.0;0.0;100.0;100.0;100.0;100.0;100.0;77.63888888888889;16.23263888888889;2.8472222222222223;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.359375;24.166666666666668;4.921875;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;70.78125;27.734375;8.723958333333334;0.0;0.0;0.0;0.0
Pieza_01_foto276;1;276;0.0;0.0;0.0;0.0;0.0;2.875;63.09375;92.65625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;2.375;33.3125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;0.0;0.0;0.0;0.0;41.848958333333336;97.23958333333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;11.510416666666666;97.1875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto294;1;294;7.8125;7.8125;7.8125;7.8125;15.03125;69.59375;100.0;100.0;100.0;77.25;64.40625;47.84375;34.03125;33.90625;33.90625;27.65625;27.65625;27.65625;29.8125;66.5;100.0;90.0;77.3125;41.40625;1.15625;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;100.0;100.0;100.0;100.0;100.0;74.28819444444444;10.555555555555555;0.0;5.46875;20.19097222222222;34.670138888888886;47.5;35.0;10.677083333333334;0.0;86.5625;86.5625;89.54861111111111;100.0;97.32638888888889;51.197916666666664;17.34375;14.809027777777779;11.875;17.586805555555557;34.84375;27.552083333333332;0.0;0.0;0.0
Pieza_01_foto318;1;318;0.0;0.0;0.0;0.0;0.0;0.0;35.572916666666664;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;28.046875;94.32291666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;0.0;0.0;11.316964285714286;56.763392857142854;75.15625;84.0625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;12.522321428571429;71.45089285714286;99.70982142857143;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto342;1;342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.125;72.86458333333333;94.73958333333333;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.572916666666667;78.125;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto343;1;343;100.0;100.0;100.0;100.0;100.0;49.49652777777778;0.0;0.0;9.010416666666666;20.9375;30.48611111111111;35.625;12.760416666666666;0.0;0.0;100.0;100.0;100.0;100.0;100.0;56.12847222222222;6.71875;0.0;5.347222222222222;65.79861111111111;73.59375;74.6875;51.579861111111114;9.35763888888889;0.0
Pieza_01_foto344;1;344;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.83333333333333;35.364583333333336;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.55208333333333;43.671875;2.0052083333333335;0.0;0.0;0.0;0.0
Pieza_01_foto368;1;368;0.0;0.0;0.0;0.0;1.953125;29.322916666666668;82.86458333333333;100.0;100.0;100.0;83.90625;83.90625;83.90625;85.15625;86.40625;0.0;0.0;0.0;0.0;0.0;31.536458333333332;77.68229166666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto369;1;369;0.0;0.0;0.0;0.0;0.0;0.0;64.5;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;18.28125;18.28125;18.28125;18.28125;18.28125;38.03125;100.0;100.0;100.0;94.625;92.96875;92.96875;92.96875;92.96875;93.9375
Pieza_01_foto38;1;38;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.25520833333333;62.03125;7.109375;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.046875;62.03125;36.744791666666664;4.036458333333333;0.0;0.0;0.0
Pieza_01_foto39;1;39;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.984375;52.552083333333336;9.0625;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.72916666666667;28.151041666666668;0.0;0.0;0.0;0.0
Pieza_01_foto391;1;391;100.0;100.0;100.0;100.0;60.364583333333336;0.0;0.0;0.0;57.395833333333336;73.21180555555556;78.59375;71.71875;7.690972222222222;21.71875;21.71875;100.0;100.0;100.0;100.0;99.82638888888889;42.552083333333336;0.0;0.0;10.364583333333334;37.083333333333336;61.076388888888886;62.96875;16.510416666666668;0.0;0.0
Pieza_01_foto392;1;392;100.0;100.0;100.0;100.0;100.0;84.375;12.239583333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;73.54166666666667;22.100694444444443;0.0;12.95138888888889;44.947916666666664;55.15625;44.40972222222222;42.8125;1.3194444444444444;0.0
Pieza_01_foto415;1;415;16.25;13.0;0.0;0.0;11.6875;89.375;100.0;100.0;96.5625;8.3125;0.0;0.0;0.0;0.0;0.0;11.71875;9.375;0.0;0.0;0.0;19.59375;41.1875;76.1875;78.03125;50.4375;32.40625;9.5625;0.0;0.0;0.0
Pieza_01_foto416;1;416;0.0;0.0;0.0;0.0;8.325892857142858;67.56696428571429;76.875;76.875;83.63839285714286;91.25;93.75;100.0;100.0;100.0;100.0;0.0;0.0;0.0;13.75;46.294642857142854;65.75892857142857;70.04464285714286;70.78125;87.54464285714286;100.0;100.0;96.45089285714286;83.90625;65.625;66.69642857142857
Pieza_01_foto437;1;437;100.0;100.0;100.0;100.0;100.0;100.0;100.0;85.72916666666667;36.901041666666664;20.625;15.78125;15.78125;15.78125;7.890625;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;71.5625;31.927083333333332;12.760416666666666;0.0;0.0;0.0
Pieza_01_foto438;1;438;100.0;100.0;100.0;100.0;41.9140625;0.0;0.0;4.361979166666667;25.0;10.755208333333334;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;67.29166666666667;0.0;0.0;0.0;14.21875;9.0234375;0.0;2.9947916666666665;18.346354166666668;22.5;18.229166666666668
Pieza_01_foto460;1;460;0.0;0.0;0.0;0.0;1.953125;53.28125;73.93229166666667;76.40625;67.578125;70.3125;70.3125;75.26041666666667;100.0;100.0;100.0;0.0;0.0;0.0;0.0;48.723958333333336;76.66666666666667;87.03125;87.03125;87.03125;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto461;1;461;0.0;0.0;0.0;0.0;0.0;0.0;26.875;92.76041666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;25.182291666666668;65.72916666666667;96.82291666666667;100.0;82.03125;81.09375;81.09375;98.02083333333333;100.0;100.0;100.0
Pieza_01_foto480;1;480;100.0;100.0;100.0;100.0;43.28125;13.713942307692308;20.49278846153846;1.1778846153846154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;97.78846153846153;31.41826923076923;3.2091346153846154;17.52403846153846;21.09375;4.711538461538462;0.0;20.61298076923077;34.84375;26.58653846153846;0.0;0.0
Pieza_01_foto481;1;481;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.24479166666667;24.192708333333332;13.411458333333334;1.9010416666666667;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.734375;71.45833333333333;37.96875;27.942708333333332;16.953125;0.0;0.0
Pieza_01_foto503;1;503;0.0;0.0;0.0;0.0;0.0;16.614583333333332;60.572916666666664;100.0;100.0;92.734375;85.46875;85.46875;85.46875;85.46875;85.46875;17.34375;17.34375;17.34375;17.34375;46.692708333333336;91.484375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto504;1;504;0.0;0.0;0.0;0.0;0.0;2.4375;21.5;80.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;5.28125;41.03125;91.15625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto521;1;521;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;47.109375;23.802083333333332;8.567708333333334;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;42.96875;22.786458333333332;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto522;1;522;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;79.8125;46.84375;7.1875;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;83.75;30.0;20.15625;20.15625;14.5;0.0
Pieza_01_foto545;1;545;0.0;0.0;0.0;14.330357142857142;26.450892857142858;65.04464285714286;69.15178571428571;76.07142857142857;97.05357142857143;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.044642857142857144;56.205357142857146;63.59375;63.59375;68.79464285714286;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto549;1;549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.5;49.17857142857143;29.589285714285715;24.875;33.660714285714285;42.0;45.55357142857143;54.125;54.125;27.25;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto550;1;550;68.23611111111111;69.17592592592592;36.81018518518518;45.5;37.6712962962963;21.40740740740741;48.96296296296296;25.10648148148148;9.351851851851851;42.21296296296296;24.00925925925926;6.175925925925926;14.962962962962964;16.25;24.01388888888889;78.67592592592592;87.68518518518519;84.08333333333333;82.4074074074074;63.24074074074074;55.75925925925926;63.10648148148148;46.166666666666664;15.768518518518519;0.032407407407407406;0.4444444444444444;20.5;14.898148148148149;33.33796296296296;52.99074074074074
Pieza_01_foto565;1;565;0.0;0.0;3.6354166666666665;27.614583333333332;71.15625;71.9375;53.270833333333336;45.59375;63.666666666666664;95.36458333333333;72.4375;62.75;58.947916666666664;59.375;47.666666666666664;0.0;0.0;0.0;8.635416666666666;56.166666666666664;62.375;53.197916666666664;21.3125;63.84375;94.625;94.55208333333333;82.02083333333333;58.416666666666664;43.5;43.5
Pieza_01_foto566;1;566;0.0;6.488636363636363;88.69318181818181;89.25;85.7840909090909;96.04545454545455;100.0;95.9090909090909;78.86931818181819;65.51704545454545;81.58522727272727;64.92045454545455;58.98863636363637;50.63636363636363;39.9375;0.0;0.0;19.323863636363637;67.0965909090909;58.82386363636363;99.18181818181819;100.0;97.04545454545455;88.76136363636364;50.33522727272727;28.920454545454547;14.619318181818182;50.96590909090909;37.93181818181818;16.130681818181817
Pieza_01_foto604;1;604;0.0;0.0;0.0;21.575;53.0;52.25;73.1375;71.3375;74.1;83.2375;90.425;78.3875;77.25;81.0125;100.0;0.0;0.0;0.0;0.0125;12.65;56.35;98.925;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto605;1;605;0.0;32.97767857142857;53.982142857142854;43.513392857142854;96.92857142857143;83.92410714285714;44.526785714285715;72.82142857142857;30.794642857142858;65.42410714285714;41.33482142857143;21.441964285714285;35.13392857142857;43.49107142857143;26.714285714285715;0.0;10.504464285714286;80.47767857142857;95.13839285714286;100.0;87.04017857142857;46.700892857142854;55.89732142857143;58.361607142857146;62.736607142857146;47.017857142857146;10.348214285714286;34.544642857142854;26.691964285714285;0.0
Pieza_01_foto621;1;621;51.875;51.875;51.796875;51.75;60.609375;73.765625;61.25;56.875;44.40625;32.9375;28.890625;2.90625;27.296875;29.125;29.125;34.25;34.25;58.640625;72.328125;90.671875;88.25;84.515625;61.0;61.0;73.34375;73.875;85.90625;87.625;87.625;87.625
Pieza_01_foto638;1;638;0.0;0.0;0.925;13.5;28.7125;61.725;55.05;38.5875;57.5875;63.8875;32.8;16.075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.95;46.725;90.25;86.85;71.5;76.525;83.25;82.025;72.5;75.0625;69.9
Pieza_01_foto76;1;76;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;84.58333333333333;34.895833333333336;1.171875;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;49.6875;0.0;0.0;0.0;0.0
Pieza_01_foto77;1;77;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.27604166666667;31.848958333333332;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.265625;12.65625;0.0;0.0;0.0;0.0
Pieza_01_foto98;1;98;0.0;0.0;0.0;0.0;3.8802083333333335;37.916666666666664;95.02604166666667;100.0;90.75520833333333;88.75;87.96875;87.96875;91.97916666666667;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.026041666666666668;40.755208333333336;79.16666666666667;98.95833333333333;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto99;1;99;0.0;0.0;0.0;18.645833333333332;26.71875;9.027777777777779;0.0;0.0;0.0;6.805555555555555;88.22916666666667;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.32638888888889;85.01736111111111;100.0;95.36458333333333;86.09375
Pieza_02_foto0;2;0;0.0;0.0;0.0;0.0;60.44642857142857;92.03125;92.03125;92.03125;92.03125;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;46.339285714285715;69.66517857142857;70.3125;70.3125;70.3125;93.75;100.0;100.0;100.0;100.0;100.0
Pieza_02_foto106;2;106;100.0;100.0;100.0;100.0;100.0;100.0;100.0;80.78125;62.03125;28.90625;28.90625;13.59375;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.86458333333333;38.958333333333336;15.15625;4.296875;0.0;0.0;0.0;0.0
Pieza_02_foto107;2;107;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.56770833333333;76.015625;15.260416666666666;7.760416666666667;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;89.40104166666667;81.27604166666667;63.151041666666664;18.802083333333332;0.0;0.0;0.0
Pieza_02_foto121;2;121;74.53125;74.53125;74.53125;74.53125;70.9375;50.78125;50.78125;54.017857142857146;55.3125;48.035714285714285;29.84375;14.375;0.0;0.0;0.0;20.3125;20.3125;21.428571428571427;29.776785714285715;39.6875;35.9375;22.924107142857142;15.9375;16.941964285714285;18.28125;18.258928571428573;6.09375;0.0;0.0;0.0
Pieza_02_foto122;2;122;0.0;0.0;27.176339285714285;46.595982142857146;68.92857142857143;100.0;68.41517857142857;71.21651785714286;98.359375;84.33035714285714;30.0;73.03571428571429;76.5625;56.104910714285715;55.691964285714285;0.0;0.0;8.470982142857142;23.381696428571427;62.310267857142854;82.22098214285714;72.83482142857143;80.13392857142857;91.19419642857143;58.75;11.294642857142858;46.77455357142857;95.97098214285714;41.551339285714285;0.0
Pieza_02_foto134;2;134;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;98.09895833333333;84.73958333333333;50.520833333333336;9.583333333333334;0.0;0.0;0.0;48.90625;48.90625;51.822916666666664;88.07291666666667;100.0;100.0;100.0;100.0;100.0;100.0;84.34895833333333;5.416666666666667;0.0;0.0;0.0
Pieza_02_foto135;2;135;13.28125;26.316964285714285;53.526785714285715;2.0461309523809526;67.65625;45.825892857142854;45.632440476190474;60.99702380952381;35.70684523809524;59.96279761904762;37.336309523809526;67.6264880952381;100.0;86.73363095238095;10.550595238095237;46.436011904761905;40.02232142857143;90.22321428571429;41.614583333333336;74.01785714285714;51.03422619047619;31.636904761904763;81.07142857142857;52.16517857142857;84.23363095238095;75.95238095238095;84.21130952380952;100.0;97.29910714285714;8.772321428571429
Pieza_02_foto164;2;164;100.0;100.0;100.0;80.03472222222223;70.60763888888889;48.90625;51.63194444444444;64.46180555555556;57.986111111111114;52.03125;33.55902777777778;23.26388888888889;0.0;0.0;0.0;86.40625;86.40625;89.42708333333333;100.0;100.0;100.0;100.0;82.20486111111111;10.60763888888889;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto165;2;165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.29296875;90.15625;69.0234375;0.0;0.0;0.0;0.0;0.0;32.98828125;85.78125;79.296875;2.96875;3.9453125;35.2734375;46.25;63.45703125;84.84375;70.33203125;5.33203125;0.0
Pieza_02_foto183;2;183;14.6875;24.6484375;36.6171875;3.921875;38.0078125;20.734375;10.5078125;45.6796875;18.875;3.4765625;56.4609375;28.5;30.3828125;60.9609375;48.4375;6.0;9.0546875;30.015625;24.6640625;78.4140625;40.3984375;0.0;62.7890625;18.7734375;0.0;35.6328125;20.75;44.4765625;48.0234375;16.40625
Pieza_02_foto184;2;184;0.0;0.0;0.0;33.09375;49.375;21.734375;8.59375;19.671875;44.828125;98.0;97.09375;79.0625;44.484375;35.703125;44.84375;0.0;6.1875;24.4375;43.703125;91.9375;88.53125;26.546875;8.6875;8.125;30.21875;72.53125;45.59375;3.515625;0.0;6.84375
Pieza_02_foto199;2;199;23.058035714285715;55.87797619047619;54.694940476190474;41.83779761904762;86.01190476190476;46.882440476190474;4.375;34.754464285714285;33.638392857142854;29.25595238095238;62.59672619047619;58.251488095238095;91.4360119047619;94.53125;66.67410714285714;31.517857142857142;7.098214285714286;24.352678571428573;31.65922619047619;91.24255952380952;100.0;50.91517857142857;59.78422619047619;68.28869047619048;37.42559523809524;33.385416666666664;36.711309523809526;80.55803571428571;73.4672619047619;3.4672619047619047
Pieza_02_foto200;2;200;48.75;68.98809523809524;66.97172619047619;63.154761904761905;49.427083333333336;11.726190476190476;0.0;0.0;0.0;49.479166666666664;71.80803571428571;76.38392857142857;54.799107142857146;3.2142857142857144;48.839285714285715;29.017857142857142;3.6160714285714284;0.0;0.0;0.0;17.604166666666668;30.647321428571427;5.848214285714286;22.604166666666668;54.375;50.3125;73.66071428571429;87.51488095238095;30.52827380952381;18.251488095238095
Pieza_02_foto217;2;217;0.0;0.0;11.796875;52.8125;65.390625;68.26822916666667;68.59375;74.67447916666667;100.0;86.875;77.5;96.25;97.31770833333333;57.630208333333336;61.692708333333336;0.0;0.0;0.625;25.169270833333332;58.489583333333336;45.625;19.088541666666668;18.268229166666668;94.20572916666667;100.0;100.0;74.28385416666667;48.4375;42.0703125;33.75
Pieza_02_foto218;2;218;0.0;0.0;0.0;0.0;5.15625;43.723958333333336;66.51041666666667;77.96875;60.9375;48.098958333333336;43.151041666666664;21.223958333333332;20.494791666666668;20.46875;20.46875;65.3125;55.703125;34.114583333333336;27.994791666666668;33.046875;37.96875;48.828125;77.99479166666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_02_foto234;2;234;0.0;0.0;0.0;20.81597222222222;23.4375;44.548611111111114;78.59375;90.48611111111111;100.0;100.0;91.99652777777777;69.84375;22.93402777777778;0.0;0.0;0.0;0.0;11.40625;52.25694444444444;53.90625;57.69097222222222;57.447916666666664;29.80902777777778;29.114583333333332;49.53125;34.87847222222222;0.0;0.0;0.0;0.0
Pieza_02_foto235;2;235;0.0;0.0;12.317708333333334;71.875;96.62760416666667;100.0;100.0;25.1953125;0.0;10.8203125;52.2265625;76.3671875;56.614583333333336;37.473958333333336;36.40625;19.0625;19.544270833333332;25.091145833333332;25.208333333333332;65.59895833333333;66.640625;64.21875;5.559895833333333;0.0;0.0;19.869791666666668;22.044270833333332;1.6666666666666667;3.0338541666666665;15.286458333333334
Pieza_02_foto250;2;250;0.0;0.0;0.0;0.0;0.0;0.0;12.5;70.25;74.0625;74.0625;60.0625;20.90625;14.5625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.4375;43.4375;43.4375;39.0;27.1875;26.84375;2.5
Pieza_02_foto251;2;251;0.0;0.0;0.0;0.0;44.25;94.78125;100.0;83.015625;70.21875;53.34375;22.4375;0.0;0.0;0.0;0.0;30.9375;23.8125;6.75;21.984375;26.328125;62.609375;87.421875;60.796875;22.421875;12.03125;21.078125;48.4375;36.984375;0.0;0.0
Pieza_02_foto269;2;269;0.0;0.0;22.604166666666668;30.625;31.71875;76.70572916666667;92.70833333333333;100.0;100.0;100.0;100.0;100.0;85.88541666666667;22.421875;17.65625;0.0;0.0;0.0;0.0;0.0;0.0;46.588541666666664;65.9375;35.0;35.0;32.552083333333336;30.46875;11.028645833333334;19.6484375;21.25
Pieza_02_foto27;2;27;92.03125;92.03125;95.53571428571429;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.51339285714286;83.19196428571429;59.486607142857146;37.32142857142857;24.53125;89.53125;83.72767857142857;83.14732142857143;87.54464285714286;100.0;100.0;100.0;90.75892857142857;89.21875;66.49553571428571;45.0;22.098214285714285;7.477678571428571;4.508928571428571;0.0
Pieza_02_foto270;2;270;28.59375;28.59375;28.59375;39.84375;69.53125;82.9375;89.21875;89.21875;72.53125;39.375;31.1875;12.78125;4.65625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto28;2;28;49.53125;49.635416666666664;56.979166666666664;83.203125;100.0;80.52083333333333;38.4375;38.4375;44.53125;48.346354166666664;41.40625;43.580729166666664;53.736979166666664;48.450520833333336;19.453125;100.0;90.4296875;78.50260416666667;72.8125;83.68489583333333;57.408854166666664;39.088541666666664;16.861979166666668;8.294270833333334;23.268229166666668;46.796875;36.328125;1.171875;0.0;0.0
