img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70;pw_71;pw_72;pw_73;pw_74;pw_75
Pieza_01_foto0;1;0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.39583333333333;10.611979166666666;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;77.5390625;44.3359375;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.0234375;58.984375;58.984375;57.291666666666664;53.90625;53.90625;53.90625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.8671875;38.736979166666664;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.484375;58.854166666666664;34.375;0.0;0.0;0.0
Pieza_01_foto118;1;118;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.15625;56.796875;5.703125;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;67.734375;11.484375;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;38.984375;24.0625;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;57.5;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;68.125;17.65625;0.0;0.0;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.90625;24.6875;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;70.078125;3.28125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;63.125;8.515625;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;46.40625;2.890625;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;81.71875;4.296875;0.0;0.0;0.0
Pieza_01_foto137;1;137;0.0;0.0;0.0;0.0;32.877604166666664;33.203125;33.203125;64.453125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;34.700520833333336;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;3.0598958333333335;71.484375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;47.591145833333336;99.86979166666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;54.361979166666664;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto138;1;138;0.0;0.0;0.0;0.0;68.97321428571429;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;6.863839285714286;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;4.520089285714286;91.35044642857143;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;41.07142857142857;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;36.38392857142857;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;65.859375;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;30.78125;0.0;0.0;0.0;0.0;100.0;100.0;100.0;72.1875;65.234375;65.234375;79.140625;100.0;100.0;100.0;60.703125;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.53125;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;16.5625;0.0;0.0;0.0
Pieza_01_foto153;1;153;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;81.51041666666667;8.984375;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;30.859375;0.0;0.0;0.0;0.0;0.0;63.28125;63.28125;63.28125;61.002604166666664;60.546875;60.546875;80.2734375;100.0;100.0;68.29427083333333;0.0;0.0;0.0;0.0;0.0;57.03125;57.03125;64.19270833333333;83.72395833333333;80.46875;80.46875;90.234375;100.0;100.0;95.76822916666667;6.4453125;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;6.640625;0.0;0.0;0.0;0.0
Pieza_01_foto167;1;167;0.0;0.0;0.0;0.0;13.151041666666666;73.828125;73.828125;92.7734375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.161458333333336;100.0;100.0;100.0;100.0;100.0;100.0;100.0;46.484375;46.484375;46.484375;46.484375;46.484375;46.484375;61.328125;72.00520833333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;5.338541666666667;17.1875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.830729166666664;97.4609375;100.0;100.0;84.11458333333333;76.171875;76.171875
Pieza_01_foto168;1;168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.97395833333333;100.0;100.0;100.0;100.0;89.453125;74.21875;71.484375;0.0;0.0;0.0;0.0;0.0;57.682291666666664;71.875;71.875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.575520833333333;93.68489583333333;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;33.268229166666664;60.15625;97.00520833333333;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.9921875;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;83.33333333333333;59.375;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;69.7265625;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;85.61197916666667;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;31.510416666666668;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.703125;28.580729166666668;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.4375;22.5;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;50.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.046875;45.15625;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;62.890625;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;52.8125;0.0;0.0;0.0;0.0
Pieza_01_foto202;1;202;0.0;0.0;0.0;0.0;0.0;0.0;29.854910714285715;54.296875;54.296875;54.296875;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;5.133928571428571;70.03348214285714;73.046875;84.59821428571429;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;48.49330357142857;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;1.4508928571428572;10.15625;10.15625;40.29017857142857;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.823660714285715;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto203;1;203;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;78.3203125;56.640625;56.640625;57.161458333333336;60.807291666666664;88.15104166666667;100.0;1.171875;1.171875;2.2135416666666665;49.21875;100.0;100.0;100.0;100.0;88.4765625;13.151041666666666;0.0;0.0;0.0;7.03125;10.546875;39.0625;39.0625;39.0625;41.796875;100.0;100.0;100.0;100.0;100.0;65.29947916666667;4.817708333333333;0.0;0.0;0.0;0.0;14.0625;14.0625;14.0625;14.0625;14.0625;21.158854166666668;100.0;100.0;100.0;69.3359375;42.122395833333336;11.328125;11.328125;11.328125;11.328125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto219;1;219;100.0;100.0;100.0;100.0;100.0;100.0;39.1015625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;94.0625;47.578125;0.0;0.0;0.0;2.5390625;5.078125;1.015625;0.0;0.0;100.0;100.0;100.0;100.0;100.0;72.65625;2.890625;0.0;0.0;0.0;61.5625;83.984375;6.640625;0.0;0.0;100.0;100.0;100.0;100.0;100.0;47.8515625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;87.265625;24.140625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto220;1;220;100.0;100.0;100.0;100.0;100.0;93.83680555555556;37.97743055555556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;62.15277777777778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;28.125;0.0;0.0;0.0;0.0;50.130208333333336;83.203125;41.84027777777778;0.0;0.0;100.0;100.0;100.0;100.0;100.0;16.015625;0.0;0.0;0.0;0.0;2.6041666666666665;3.90625;1.2586805555555556;0.0;0.0;100.0;100.0;100.0;100.0;81.11979166666667;0.0;0.0;0.0;0.0;38.020833333333336;51.953125;15.40798611111111;0.0;0.0;0.0
Pieza_01_foto236;1;236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.939732142857146;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7254464285714286;92.1875;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.631696428571429;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;60.15625;72.265625;72.265625;76.22767857142857;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;44.58705357142857;47.265625;47.265625;69.86607142857143;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto237;1;237;0.0;0.0;0.0;0.0;45.751953125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;90.771484375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;12.548828125;61.71875;67.1875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;22.509765625;49.21875;39.84375;25.78125;25.78125;30.37109375;78.90625;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;78.271484375;100.0;96.58203125;94.53125;94.53125;99.31640625;100.0;79.19921875;72.265625;72.265625;100.0;100.0
Pieza_01_foto254;1;254;100.0;100.0;100.0;100.0;100.0;100.0;88.84548611111111;3.9496527777777777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;99.95659722222223;14.539930555555555;0.0;0.0;24.82638888888889;26.953125;2.907986111111111;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;35.98090277777778;4.774305555555555;0.0;0.0;35.11284722222222;36.328125;1.5190972222222223;0.0;0.0;100.0;100.0;100.0;100.0;100.0;70.05208333333333;19.09722222222222;2.34375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;74.04513888888889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;7.291666666666667;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.9921875;53.125;12.3046875;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;78.90625;14.84375;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.86979166666667;14.518229166666666;6.966145833333333;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;52.083333333333336;4.817708333333333;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto276;1;276;0.0;0.0;0.0;0.0;0.0;0.0;20.703125;81.640625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;3.28125;87.03125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;3.90625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;2.8125;56.09375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;3.125;27.1875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;0.0;0.0;0.0;0.0;4.361979166666667;93.09895833333333;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;58.59375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.1953125;84.63541666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;8.268229166666666;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;20.3125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto294;1;294;19.53125;19.53125;19.53125;19.53125;37.34375;86.25;100.0;100.0;100.0;100.0;82.109375;76.953125;76.953125;76.953125;76.953125;0.0;0.0;0.0;0.0;0.0;54.84375;100.0;100.0;100.0;83.125;78.90625;42.65625;8.125;7.8125;7.8125;0.0;0.0;0.0;0.0;25.78125;82.890625;100.0;100.0;100.0;12.890625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.359375;100.0;100.0;100.0;53.359375;0.0;0.0;0.0;0.0;0.0;0.0;69.140625;69.140625;69.140625;74.53125;97.34375;100.0;75.0;43.28125;0.15625;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;100.0;100.0;100.0;100.0;100.0;79.90451388888889;11.89236111111111;0.0;13.671875;50.47743055555556;76.25868055555556;100.0;78.125;26.692708333333332;0.0;100.0;100.0;100.0;100.0;100.0;71.57118055555556;12.413194444444445;0.0;0.0;0.0;10.416666666666666;18.75;9.375;0.0;0.0;100.0;100.0;100.0;100.0;100.0;55.078125;2.0833333333333335;0.0;0.0;2.6041666666666665;23.4375;20.008680555555557;0.0;0.0;0.0;66.40625;66.40625;73.87152777777777;100.0;93.31597222222223;19.74826388888889;0.0;0.0;0.0;21.571180555555557;63.671875;48.87152777777778;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;87.41319444444444;43.359375;37.02256944444444;29.6875;19.791666666666668;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto318;1;318;0.0;0.0;0.0;0.0;0.0;0.0;29.622395833333332;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;33.333333333333336;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;66.2109375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;20.1171875;95.57291666666667;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;50.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;0.0;0.0;18.973214285714285;93.63839285714286;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;9.319196428571429;48.270089285714285;60.9375;66.51785714285714;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;16.629464285714285;76.22767857142857;93.63839285714286;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;11.71875;64.28571428571429;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;19.587053571428573;97.71205357142857;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto342;1;342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.75;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.5625;82.16145833333333;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.44270833333333;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.932291666666666;81.25;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.46875;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto343;1;343;100.0;100.0;100.0;100.0;100.0;46.484375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;64.53993055555556;0.0;0.0;20.008680555555557;41.015625;39.88715277777778;39.0625;17.23090277777778;0.0;0.0;100.0;100.0;100.0;100.0;100.0;29.383680555555557;0.0;0.0;6.684027777777778;48.828125;86.328125;100.0;39.75694444444444;0.0;0.0;100.0;100.0;100.0;100.0;100.0;61.154513888888886;0.0;0.0;9.20138888888889;98.828125;100.0;100.0;67.70833333333333;6.032986111111111;0.0;100.0;100.0;100.0;100.0;100.0;62.5;16.796875;0.0;0.0;28.16840277777778;33.984375;36.71875;36.154513888888886;17.36111111111111;0.0
Pieza_01_foto344;1;344;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;89.58333333333333;37.955729166666664;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;50.455729166666664;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;15.885416666666666;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;52.669270833333336;5.013020833333333;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.88020833333333;40.625;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto368;1;368;0.0;0.0;0.0;0.0;4.8828125;32.161458333333336;57.161458333333336;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;26.302083333333332;100.0;100.0;100.0;100.0;96.09375;96.09375;96.09375;96.09375;96.09375;0.0;0.0;0.0;0.0;0.0;41.861979166666664;100.0;100.0;100.0;100.0;63.671875;63.671875;63.671875;66.796875;69.921875;0.0;0.0;0.0;0.0;0.0;9.5703125;56.119791666666664;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;42.252604166666664;88.0859375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto369;1;369;0.0;0.0;0.0;0.0;0.0;0.0;45.859375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;65.390625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;30.078125;30.078125;30.078125;30.078125;30.078125;33.984375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;15.625;15.625;15.625;15.625;15.625;20.46875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;40.625;100.0;100.0;100.0;86.5625;82.421875;82.421875;82.421875;82.421875;84.84375
Pieza_01_foto38;1;38;100.0;100.0;100.0;100.0;100.0;100.0;100.0;70.63802083333333;36.5234375;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;68.5546875;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;66.796875;45.572916666666664;5.143229166666667;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.1171875;54.231770833333336;46.2890625;4.947916666666667;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;51.822916666666664;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto39;1;39;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.65625;41.927083333333336;9.635416666666666;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.8046875;53.385416666666664;13.020833333333334;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;80.859375;5.013020833333333;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.53125;31.770833333333332;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;33.59375;0.0;0.0;0.0;0.0
Pieza_01_foto391;1;391;100.0;100.0;100.0;100.0;52.82118055555556;0.0;0.0;0.0;63.454861111111114;82.16145833333333;92.578125;85.89409722222223;15.668402777777779;22.265625;22.265625;100.0;100.0;100.0;100.0;59.28819444444444;0.0;0.0;0.0;40.625;50.86805555555556;53.90625;43.40277777777778;3.5590277777777777;32.03125;32.03125;100.0;100.0;100.0;100.0;88.36805555555556;19.35763888888889;0.0;0.0;57.638888888888886;73.56770833333333;97.69965277777777;100.0;12.065972222222221;0.0;0.0;100.0;100.0;100.0;100.0;100.0;36.71875;0.0;0.0;0.0;0.0;36.545138888888886;41.40625;8.550347222222221;0.0;0.0;100.0;100.0;100.0;100.0;100.0;50.30381944444444;0.0;0.0;7.682291666666667;69.140625;68.44618055555556;66.015625;20.65972222222222;0.0;0.0
Pieza_01_foto392;1;392;100.0;100.0;100.0;100.0;100.0;69.35763888888889;0.9548611111111112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;91.57986111111111;13.324652777777779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;91.84027777777777;43.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;87.58680555555556;27.821180555555557;0.0;0.0;29.47048611111111;37.890625;11.024305555555555;7.03125;0.78125;0.0;100.0;100.0;100.0;100.0;100.0;54.427083333333336;0.0;0.0;32.37847222222222;82.89930555555556;100.0;100.0;100.0;2.517361111111111;0.0
Pieza_01_foto415;1;415;40.625;32.5;0.0;0.0;7.8125;81.953125;100.0;100.0;100.0;13.59375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.9375;91.640625;100.0;100.0;100.0;5.78125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.46875;84.453125;100.0;100.0;87.65625;3.28125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.375;31.640625;48.828125;48.828125;24.21875;9.921875;0.0;0.0;0.0;0.0;29.296875;23.4375;0.0;0.0;0.0;0.0;21.328125;91.640625;100.0;100.0;71.09375;23.90625;0.0;0.0;0.0
Pieza_01_foto416;1;416;0.0;0.0;0.0;0.0;12.165178571428571;78.06919642857143;100.0;100.0;84.375;78.125;84.375;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;8.649553571428571;89.0625;89.0625;89.0625;93.75;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;2.622767857142857;43.526785714285715;53.125;53.125;80.97098214285714;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;33.091517857142854;94.47544642857143;100.0;100.0;100.0;100.0;100.0;100.0;91.12723214285714;59.765625;59.765625;62.44419642857143;0.0;0.0;0.0;1.2834821428571428;18.638392857142858;22.65625;25.111607142857142;26.953125;68.86160714285714;100.0;100.0;100.0;100.0;54.296875;54.296875
Pieza_01_foto437;1;437;100.0;100.0;100.0;100.0;100.0;100.0;100.0;64.77864583333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.54427083333333;42.252604166666664;36.328125;24.609375;24.609375;24.609375;12.3046875;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;25.911458333333332;14.84375;14.84375;14.84375;7.421875;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.29427083333333;72.65625;31.901041666666668;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.93489583333333;7.161458333333333;0.0;0.0;0.0;0.0
Pieza_01_foto438;1;438;100.0;100.0;100.0;100.0;39.322916666666664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;33.268229166666664;0.0;0.0;2.0833333333333335;12.5;4.166666666666667;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;69.01041666666667;0.0;0.0;8.821614583333334;85.546875;45.279947916666664;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;74.28385416666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;57.12890625;0.0;0.0;0.0;0.0;0.0;0.0;7.486979166666667;45.865885416666664;56.25;45.572916666666664
