img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;h_41;h_42;h_43;h_44;h_45;h_46;h_47;h_48;h_49;h_50;h_51;h_52;h_53;h_54;h_55;h_56;h_57;h_58;h_59;h_60;h_61;h_62;h_63;h_64;h_65;h_66;h_67;h_68;h_69;h_70;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70
Pieza_01_foto481;1;481;74;74;74;74;74;74;74;74;65;61;59;59;59;59;60;60;60;60;60;60;60;61;62;62;62;62;62;57;56;56;56;56;56;59;59;59;59;62;72;76;76;76;76;76;75;70;64;64;64;64;64;64;64;83;84;84;84;84;84;84;84;84;66;66;66;66;66;64;64;64;24.324324324324323;24.324324324324323;24.324324324324323;24.324324324324323;24.324324324324323;24.324324324324323;24.324324324324323;24.324324324324323;27.692307692307693;29.508196721311474;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187;30.0;30.0;30.0;30.0;30.0;30.0;30.0;29.508196721311474;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;31.57894736842105;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187;29.032258064516128;25.0;23.68421052631579;23.68421052631579;23.68421052631579;23.68421052631579;23.68421052631579;24.0;25.714285714285715;28.125;28.125;28.125;28.125;28.125;28.125;28.125;21.686746987951807;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427;27.272727272727273;27.272727272727273;27.272727272727273;27.272727272727273;27.272727272727273;28.125;28.125;28.125
Pieza_01_foto503;1;503;90;90;90;90;90;90;90;90;90;64;64;64;64;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;28.125;28.125;28.125;28.125;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0
Pieza_01_foto504;1;504;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;53;55;55;56;56;56;59;59;59;59;59;58;57;56;56;56;56;56;56;58;58;59;59;60;64;65;65;65;65;65;64;61;61;61;61;61;61;61;61;61;60;60;60;60;60;60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08680555555555555;0.3418803418803419;0.3418803418803419;0.3418803418803419;0.3418803418803419;0.17094017094017094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto521;1;521;58;58;58;58;58;57;57;56;56;56;56;56;56;65;69;70;70;70;70;70;70;69;57;57;57;57;56;56;56;56;56;56;56;64;64;64;64;64;64;64;61;57;57;57;57;57;56;56;56;56;56;56;56;56;56;56;55;55;55;55;55;55;55;59;67;67;67;67;67;67;31.03448275862069;31.03448275862069;31.03448275862069;31.03448275862069;31.03448275862069;31.57894736842105;31.57894736842105;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;27.692307692307693;26.08695652173913;25.714285714285715;25.714285714285715;25.714285714285715;25.714285714285715;25.714285714285715;25.714285714285715;26.08695652173913;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;28.125;28.125;28.125;28.125;28.125;28.125;28.125;29.508196721311474;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.142857142857146;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;30.508474576271187;26.865671641791046;26.865671641791046;26.865671641791046;26.865671641791046;26.865671641791046;26.865671641791046
Pieza_01_foto522;1;522;60;60;60;60;60;60;60;61;61;61;61;61;61;55;55;55;55;55;55;55;61;61;61;61;65;65;65;65;65;65;59;54;53;53;53;53;53;53;75;75;75;81;81;81;81;81;81;59;59;59;57;57;57;57;57;57;57;56;55;55;55;55;55;56;56;59;59;59;59;59;30.0;30.0;30.0;30.0;30.0;30.0;30.0;29.508196721311474;29.508196721311474;29.508196721311474;29.508196721311474;29.508196721311474;29.508196721311474;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;29.508196721311474;29.508196721311474;29.508196721311474;29.508196721311474;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;30.508474576271187;33.333333333333336;33.9622641509434;33.9622641509434;33.9622641509434;33.9622641509434;33.9622641509434;33.9622641509434;24.0;24.0;24.0;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;30.508474576271187;30.508474576271187;30.508474576271187;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;32.142857142857146;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.142857142857146;32.142857142857146;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187
Pieza_01_foto545;1;545;60;60;60;60;60;60;60;60;60;69;70;70;79;80;80;81;81;81;81;82;82;82;82;82;82;82;82;82;89;93;93;93;93;93;93;92;87;86;86;86;86;86;86;85;60;60;60;60;60;60;60;60;60;60;60;87;87;87;87;87;87;86;86;86;86;86;86;86;86;86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5376344086021505;0.5376344086021505;0.5376344086021505;0.5376344086021505;0.5376344086021505;0.5376344086021505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto76;1;76;58;58;58;58;58;58;58;60;60;60;60;60;60;62;65;65;65;65;65;65;63;63;63;63;63;63;64;65;65;65;65;65;68;68;68;68;68;69;69;69;69;69;70;70;70;70;70;69;69;69;69;69;69;69;68;68;68;68;68;73;73;73;73;73;73;73;73;73;73;73;31.03448275862069;31.03448275862069;31.03448275862069;31.03448275862069;31.03448275862069;31.03448275862069;31.03448275862069;30.0;30.0;30.0;30.0;30.0;30.0;29.032258064516128;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;28.571428571428573;28.571428571428573;28.571428571428573;28.571428571428573;28.571428571428573;28.571428571428573;28.125;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;27.692307692307693;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;25.714285714285715;25.714285714285715;25.714285714285715;25.714285714285715;25.714285714285715;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534;24.65753424657534
Pieza_01_foto77;1;77;63;63;63;63;62;62;62;62;62;62;62;62;62;62;62;62;60;60;60;60;60;60;60;67;67;67;67;67;67;64;64;64;64;64;64;64;64;64;64;64;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;67;67;67;67;68;68;68;69;69;69;69;69;69;69;69;28.571428571428573;28.571428571428573;28.571428571428573;28.571428571428573;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;29.032258064516128;30.0;30.0;30.0;30.0;30.0;30.0;30.0;26.865671641791046;26.865671641791046;26.865671641791046;26.865671641791046;26.865671641791046;26.865671641791046;28.125;28.125;28.125;28.125;28.125;28.125;28.125;28.125;28.125;28.125;28.125;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.470588235294116;26.865671641791046;26.865671641791046;26.865671641791046;26.865671641791046;26.470588235294116;26.470588235294116;26.470588235294116;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913;26.08695652173913
Pieza_01_foto98;1;98;69;69;69;69;69;66;66;66;66;66;66;65;65;63;62;62;61;61;61;61;61;61;61;59;59;59;59;62;63;63;63;63;63;63;63;62;61;61;61;61;61;61;61;61;60;60;60;59;59;58;57;57;57;57;57;57;56;56;55;55;55;52;52;52;52;52;51;51;51;51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto99;1;99;63;63;63;63;63;63;63;63;63;63;122;122;122;122;122;122;122;121;121;120;119;60;60;60;60;60;59;59;59;58;58;58;58;58;58;58;57;57;57;57;57;57;57;57;56;56;56;56;55;55;54;54;53;53;53;53;53;53;53;52;52;51;51;49;49;46;46;46;47;47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto0;2;0;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;93;92;92;92;92;93;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;96;96;96;96;96;96;96;92;92;92;92;92;92;89;61;61;61;59;59;59;59;59;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto00;2;0;79;79;79;79;79;79;79;76;76;76;61;55;55;55;55;55;55;69;82;82;82;115;115;115;115;116;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;116;116;116;116;116;117;117;117;117;117;117;116;116;116;116;116;116;116;115;115;115;22.78481012658228;22.78481012658228;22.78481012658228;22.78481012658228;22.78481012658228;22.78481012658228;22.78481012658228;23.68421052631579;23.68421052631579;23.68421052631579;29.508196721311474;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;32.72727272727273;26.08695652173913;21.951219512195124;21.951219512195124;21.951219512195124;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.517241379310345;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.652173913043478;15.652173913043478;15.652173913043478
Pieza_02_foto0106;2;106;63;63;63;63;63;63;63;63;72;72;72;72;72;72;71;70;60;60;59;59;59;59;70;71;71;71;71;71;71;56;56;56;56;56;73;73;73;73;73;72;72;71;70;52;52;51;51;51;51;51;51;51;51;78;78;79;80;80;80;80;80;80;79;77;62;61;61;61;61;61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto0107;2;107;71;71;71;70;70;70;70;70;70;70;70;65;65;65;65;65;65;66;66;66;66;66;66;66;62;62;62;62;64;64;64;64;64;64;63;63;62;62;62;62;61;61;61;61;61;60;60;60;60;60;60;60;61;61;61;61;61;60;60;58;58;58;58;58;57;57;57;57;57;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto0135;2;135;85;85;85;85;85;79;79;79;79;79;79;81;81;81;81;81;80;80;80;80;78;78;78;78;78;78;78;78;78;80;81;81;82;86;86;86;86;86;86;80;80;80;83;83;83;83;83;83;73;73;73;75;89;89;89;89;89;89;83;83;83;83;84;87;88;88;88;88;88;88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto0164;2;164;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;80;80;80;80;80;80;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;15.384615384615385;22.5;22.5;22.5;22.5;22.5;22.5
Pieza_02_foto027;2;27;65;65;65;65;65;65;65;65;65;65;65;68;74;74;74;74;74;58;58;58;58;58;58;58;58;58;58;75;75;91;91;91;91;91;91;91;91;91;91;91;91;91;86;86;86;86;86;78;78;78;78;78;78;78;78;78;79;79;80;80;80;109;109;109;109;109;108;108;108;108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0509683995922528;0.0509683995922528;0.0509683995922528;0.0509683995922528;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto028;2;28;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;98;98;98;98;98;99;99;100;101;102;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;18.367346938775512;18.367346938775512;18.367346938775512;18.367346938775512;18.367346938775512;18.181818181818183;18.181818181818183;18.0;17.821782178217823;17.647058823529413;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668
Pieza_02_foto0306;2;306;57;57;57;57;57;57;57;57;55;55;55;56;57;59;59;59;59;59;59;57;54;54;54;54;54;54;53;53;53;53;53;53;59;59;59;81;81;81;81;81;81;81;81;81;81;81;60;60;60;60;60;60;60;60;60;60;60;61;62;64;64;64;64;64;64;63;59;59;59;59;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;31.57894736842105;32.72727272727273;32.72727272727273;32.72727272727273;32.142857142857146;31.57894736842105;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187;31.57894736842105;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;33.9622641509434;33.9622641509434;33.9622641509434;33.9622641509434;33.9622641509434;33.9622641509434;30.508474576271187;30.508474576271187;30.508474576271187;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;29.508196721311474;29.032258064516128;28.125;28.125;28.125;28.125;28.125;28.125;28.571428571428573;30.508474576271187;30.508474576271187;30.508474576271187;30.508474576271187
Pieza_02_foto0341;2;341;75;75;75;75;75;78;78;78;78;78;78;77;70;70;70;70;70;72;72;72;72;72;72;66;66;66;66;66;66;65;64;64;63;63;63;62;61;60;59;59;59;59;59;59;59;59;59;59;70;71;77;77;77;77;77;77;77;64;64;64;64;67;67;67;67;67;67;67;67;67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto0359;2;359;114;114;114;114;114;114;114;115;115;115;115;115;115;115;115;116;116;116;116;116;116;116;115;115;115;115;115;115;115;116;116;116;116;116;116;116;116;116;118;118;118;118;118;119;119;119;119;119;119;118;115;88;88;88;88;88;88;88;88;88;88;88;88;88;88;52;52;52;52;52;15.789473684210526;15.789473684210526;15.789473684210526;15.789473684210526;15.789473684210526;15.789473684210526;15.789473684210526;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.652173913043478;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.517241379310345;15.254237288135593;15.254237288135593;15.254237288135593;15.254237288135593;15.254237288135593;15.126050420168067;15.126050420168067;15.126050420168067;15.126050420168067;15.126050420168067;15.126050420168067;15.254237288135593;15.652173913043478;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;34.61538461538461;34.61538461538461;34.61538461538461;34.61538461538461;34.61538461538461
Pieza_02_foto053;2;53;90;90;90;89;87;79;79;79;79;79;79;79;79;79;93;93;93;93;93;91;78;78;78;78;78;78;78;78;78;78;78;94;94;94;94;94;94;93;92;79;79;72;61;61;61;61;61;61;61;61;61;59;54;54;54;54;54;54;54;68;69;69;69;69;69;69;69;69;69;69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5376344086021505;0.5376344086021505;0.5376344086021505;0.5376344086021505;0.35842293906810035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9456264775413712;0.9456264775413712;0.9456264775413712;0.9456264775413712;0.9456264775413712;0.7092198581560284;0.35842293906810035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto065;2;65;87;87;87;87;87;87;87;87;87;87;87;87;87;88;88;88;88;89;89;89;89;89;49;49;49;49;49;101;101;101;101;101;101;99;95;95;95;95;97;99;99;99;99;99;99;99;100;100;100;100;104;104;105;105;105;105;105;105;105;105;105;111;111;111;111;111;111;109;109;109;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.689655172413794;20.454545454545453;20.454545454545453;20.454545454545453;20.454545454545453;20.224719101123597;20.224719101123597;20.224719101123597;20.224719101123597;20.224719101123597;36.734693877551024;36.734693877551024;36.734693877551024;36.734693877551024;36.734693877551024;17.821782178217823;17.821782178217823;17.821782178217823;17.821782178217823;17.821782178217823;17.821782178217823;18.181818181818183;18.94736842105263;18.94736842105263;18.94736842105263;18.94736842105263;18.556701030927837;18.181818181818183;18.181818181818183;18.181818181818183;18.181818181818183;18.181818181818183;18.181818181818183;18.181818181818183;18.0;18.0;18.0;18.0;17.307692307692307;17.307692307692307;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;17.142857142857142;16.216216216216218;16.216216216216218;16.216216216216218;16.216216216216218;16.216216216216218;16.216216216216218;16.513761467889907;16.513761467889907;16.513761467889907
