img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30
Pieza_01_foto219;1;219;73;73;73;68;68;73;73;73;75;75;75;129;129;129;129;63;63;63;64;64;64;61;60;67;67;67;59;58;55;54;57.534246575342465;57.534246575342465;57.534246575342465;61.76470588235294;61.76470588235294;57.534246575342465;57.534246575342465;57.534246575342465;56.0;56.0;56.0;32.55813953488372;32.55813953488372;32.55813953488372;32.55813953488372;66.66666666666667;66.66666666666667;66.66666666666667;65.625;65.625;65.625;68.85245901639344;70.0;62.6865671641791;62.6865671641791;62.6865671641791;71.1864406779661;72.41379310344827;76.36363636363636;77.77777777777777
Pieza_01_foto255;1;255;67;67;67;68;68;68;68;75;75;75;71;67;64;64;67;67;71;71;71;69;61;61;58;58;56;55;62;62;62;59;62.6865671641791;62.6865671641791;62.6865671641791;61.76470588235294;61.76470588235294;61.76470588235294;61.76470588235294;56.0;56.0;56.0;59.15492957746479;62.6865671641791;65.625;65.625;62.6865671641791;62.6865671641791;59.15492957746479;59.15492957746479;59.15492957746479;60.869565217391305;68.85245901639344;68.85245901639344;72.41379310344827;72.41379310344827;75.0;76.36363636363636;67.74193548387096;67.74193548387096;67.74193548387096;71.1864406779661
Pieza_01_foto277;1;277;54;54;55;55;56;56;58;58;59;59;60;60;60;60;60;60;60;61;62;62;62;61;61;62;62;62;62;62;62;63;1.5873015873015872;1.5873015873015872;2.121212121212121;2.121212121212121;2.7210884353741496;2.7210884353741496;3.735632183908046;4.105090311986864;4.721549636803874;4.882970137207425;5.396825396825397;5.714285714285714;5.714285714285714;5.714285714285714;5.714285714285714;5.714285714285714;5.714285714285714;6.518345042935207;7.526881720430108;7.526881720430108;6.989247311827957;6.596409055425449;6.596409055425449;7.526881720430108;7.526881720430108;7.526881720430108;7.526881720430108;7.526881720430108;7.526881720430108;8.503401360544217
Pieza_01_foto295;1;295;129;129;129;127;120;120;56;58;58;59;65;65;65;58;58;57;113;114;114;114;114;112;111;54;59;59;59;74;94;94;32.55813953488372;32.55813953488372;32.55813953488372;33.07086614173228;35.0;35.0;75.0;72.41379310344827;72.41379310344827;71.1864406779661;64.61538461538461;64.61538461538461;64.61538461538461;72.41379310344827;72.41379310344827;73.6842105263158;37.16814159292036;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;37.5;37.83783783783784;77.77777777777777;71.1864406779661;71.1864406779661;71.1864406779661;56.75675675675676;44.680851063829785;44.680851063829785
Pieza_01_foto318;1;318;57;57;57;58;58;58;57;57;57;57;57;57;58;58;59;60;60;60;60;62;62;63;63;63;64;64;64;64;64;64;3.3834586466165413;3.3834586466165413;3.3834586466165413;4.105090311986864;4.105090311986864;3.6945812807881775;3.3834586466165413;3.3834586466165413;3.3834586466165413;3.3834586466165413;3.3834586466165413;3.3834586466165413;4.105090311986864;4.105090311986864;4.882970137207425;5.714285714285714;5.714285714285714;5.714285714285714;5.714285714285714;6.797235023041475;7.526881720430108;8.503401360544217;8.503401360544217;8.503401360544217;9.523809523809524;9.523809523809524;9.523809523809524;9.523809523809524;9.523809523809524;9.523809523809524
Pieza_01_foto319;1;319;91;91;91;91;86;86;89;89;89;82;67;67;72;79;79;82;83;83;83;83;83;85;90;90;90;90;88;89;89;89;16.352694924123494;16.352694924123494;16.352694924123494;13.343799058084773;11.074197120708748;11.074197120708748;13.937934724451578;14.15195291599786;12.386302835741038;5.255516840882694;0.03553660270078181;0.03553660270078181;1.0582010582010581;5.093429776974081;5.093429776974081;7.084785133565622;8.290304073436603;8.290304073436603;8.290304073436603;8.290304073436603;8.290304073436603;9.719887955182072;14.285714285714286;15.238095238095237;15.238095238095237;13.968253968253968;13.095238095238095;13.937934724451578;14.15195291599786;14.15195291599786
Pieza_01_foto342;1;342;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777
Pieza_01_foto344;1;344;62;62;62;66;66;66;67;67;67;64;62;62;61;61;61;61;65;65;65;61;67;68;68;67;64;66;66;66;63;60;67.74193548387096;67.74193548387096;67.74193548387096;63.63636363636363;63.63636363636363;63.63636363636363;62.6865671641791;62.6865671641791;62.6865671641791;65.625;67.74193548387096;67.74193548387096;68.85245901639344;68.85245901639344;68.85245901639344;68.85245901639344;64.61538461538461;64.61538461538461;64.61538461538461;68.85245901639344;62.6865671641791;61.76470588235294;61.76470588235294;62.6865671641791;65.625;63.63636363636363;63.63636363636363;63.63636363636363;66.66666666666667;70.0
Pieza_01_foto368;1;368;56;56;59;59;68;68;66;63;63;63;62;63;63;63;63;63;66;66;66;64;59;57;58;58;58;63;64;64;65;65;2.7210884353741496;2.7210884353741496;4.842615012106537;4.882970137207425;14.005602240896359;13.900560224089636;9.74025974025974;8.503401360544217;8.503401360544217;7.936507936507937;7.526881720430108;8.276643990929704;8.503401360544217;8.503401360544217;8.503401360544217;8.503401360544217;11.544011544011545;11.688311688311689;11.255411255411255;7.254464285714286;3.9951573849878934;3.3834586466165413;3.9819376026272577;4.105090311986864;4.105090311986864;6.991685563114134;9.523809523809524;9.523809523809524;10.586080586080586;10.586080586080586
Pieza_01_foto369;1;369;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855
Pieza_01_foto38;1;38;54;56;56;60;60;60;59;59;59;58;61;61;63;64;64;74;74;74;74;74;74;73;61;63;64;64;64;63;66;66;77.77777777777777;75.0;75.0;70.0;70.0;70.0;71.1864406779661;71.1864406779661;71.1864406779661;72.41379310344827;68.85245901639344;68.85245901639344;66.66666666666667;65.625;65.625;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676;57.534246575342465;68.85245901639344;66.66666666666667;65.625;65.625;65.625;66.66666666666667;63.63636363636363;63.63636363636363
Pieza_01_foto39;1;39;69;69;69;69;62;62;57;57;66;68;69;69;69;66;65;68;68;68;66;66;73;73;73;67;67;68;70;70;70;70;60.869565217391305;60.869565217391305;60.869565217391305;60.869565217391305;67.74193548387096;67.74193548387096;73.6842105263158;73.6842105263158;63.63636363636363;61.76470588235294;60.869565217391305;60.869565217391305;60.869565217391305;63.63636363636363;64.61538461538461;61.76470588235294;61.76470588235294;61.76470588235294;63.63636363636363;63.63636363636363;57.534246575342465;57.534246575342465;57.534246575342465;62.6865671641791;62.6865671641791;61.76470588235294;60.0;60.0;60.0;60.0
Pieza_01_foto416;1;416;77;77;79;82;82;82;82;81;80;81;81;81;57;57;77;78;80;82;87;91;91;91;89;89;89;86;70;57;56;56;3.741496598639456;3.741496598639456;4.671488848704039;7.4332171893147505;7.4332171893147505;7.4332171893147505;7.288037166085947;6.172839506172839;5.833333333333333;6.613756613756614;6.613756613756614;0.0;0.0;0.0;0.3401360544217687;4.304029304029304;5.595238095238095;7.200929152148665;10.700602079912425;16.352694924123494;16.352694924123494;15.044479330193615;14.15195291599786;14.15195291599786;13.509898341359015;7.364341085271318;0.0;0.0;0.0;0.0
Pieza_01_foto437;1;437;53;53;52;54;54;54;55;55;55;66;90;90;90;90;62;62;62;64;65;77;77;77;77;75;72;67;67;66;65;64;79.24528301886792;79.24528301886792;80.76923076923077;77.77777777777777;77.77777777777777;77.77777777777777;76.36363636363636;76.36363636363636;76.36363636363636;63.63636363636363;46.666666666666664;46.666666666666664;46.666666666666664;46.666666666666664;67.74193548387096;67.74193548387096;67.74193548387096;65.625;64.61538461538461;54.54545454545455;54.54545454545455;54.54545454545455;54.54545454545455;56.0;58.333333333333336;62.6865671641791;62.6865671641791;63.63636363636363;64.61538461538461;65.625
Pieza_01_foto460;1;460;83;83;83;85;85;85;80;78;85;85;85;86;86;86;63;61;61;83;89;89;89;89;89;86;91;91;91;89;89;90;8.290304073436603;8.290304073436603;8.290304073436603;10.11204481792717;10.11204481792717;8.683473389355742;5.0;4.395604395604396;9.663865546218487;10.11204481792717;10.11204481792717;11.074197120708748;11.074197120708748;0.0;0.0;0.0;0.0;8.290304073436603;13.750668806848582;14.15195291599786;14.15195291599786;14.15195291599786;12.92134831460674;11.074197120708748;15.43694400837258;16.352694924123494;15.777080062794349;14.15195291599786;14.15195291599786;15.238095238095237
Pieza_01_foto461;1;461;53;53;55;58;58;58;58;58;56;57;57;57;57;57;58;58;64;65;65;66;67;67;72;72;72;72;72;72;63;61;1.1230907457322552;1.1230907457322552;2.121212121212121;4.105090311986864;4.105090311986864;4.105090311986864;4.105090311986864;3.407224958949097;2.7210884353741496;3.1328320802005014;3.3834586466165413;3.3834586466165413;3.3834586466165413;3.3834586466165413;4.105090311986864;4.105090311986864;9.523809523809524;10.402930402930403;10.586080586080586;11.11111111111111;12.828713574982231;12.828713574982231;17.724867724867725;19.047619047619047;19.047619047619047;19.047619047619047;19.047619047619047;14.583333333333334;7.369614512471656;6.596409055425449
Pieza_01_foto521;1;521;58;58;57;56;56;65;70;70;70;69;57;57;56;56;64;64;64;62;57;57;56;56;56;56;55;55;55;67;67;67;72.41379310344827;72.41379310344827;73.6842105263158;75.0;75.0;64.61538461538461;60.0;60.0;60.0;60.869565217391305;73.6842105263158;73.6842105263158;75.0;75.0;65.625;65.625;65.625;67.74193548387096;73.6842105263158;73.6842105263158;75.0;75.0;75.0;75.0;76.36363636363636;76.36363636363636;76.36363636363636;62.6865671641791;62.6865671641791;62.6865671641791
Pieza_01_foto522;1;522;60;60;60;61;61;61;55;55;61;61;65;65;65;57;53;53;75;81;81;81;59;59;57;57;57;55;55;56;59;59;70.0;70.0;70.0;68.85245901639344;68.85245901639344;68.85245901639344;76.36363636363636;76.36363636363636;68.85245901639344;68.85245901639344;64.61538461538461;64.61538461538461;64.61538461538461;73.6842105263158;79.24528301886792;79.24528301886792;56.0;51.851851851851855;51.851851851851855;51.851851851851855;71.1864406779661;71.1864406779661;73.6842105263158;73.6842105263158;73.6842105263158;76.36363636363636;76.36363636363636;75.0;71.1864406779661;71.1864406779661
Pieza_01_foto545;1;545;60;60;60;65;70;80;81;81;82;82;82;82;93;93;93;92;86;86;86;60;60;60;60;87;87;87;86;86;86;86;0.0;0.0;0.0;0.0;0.54421768707483;5.833333333333333;6.466784244562023;6.613756613756614;7.4332171893147505;7.4332171893147505;7.4332171893147505;7.4332171893147505;17.793138760880698;18.663594470046082;18.663594470046082;13.5351966873706;11.074197120708748;11.074197120708748;0.0;0.0;0.0;0.0;0.0;2.8735632183908044;12.068965517241379;11.795292829775589;11.074197120708748;11.074197120708748;11.074197120708748;11.074197120708748
Pieza_01_foto76;1;76;58;58;58;60;60;62;65;65;65;63;63;65;65;65;68;69;69;69;70;70;70;69;69;69;68;73;73;73;73;73;72.41379310344827;72.41379310344827;72.41379310344827;70.0;70.0;67.74193548387096;64.61538461538461;64.61538461538461;64.61538461538461;66.66666666666667;66.66666666666667;64.61538461538461;64.61538461538461;64.61538461538461;61.76470588235294;60.869565217391305;60.869565217391305;60.869565217391305;60.0;60.0;60.0;60.869565217391305;60.869565217391305;60.869565217391305;61.76470588235294;57.534246575342465;57.534246575342465;57.534246575342465;57.534246575342465;57.534246575342465
Pieza_01_foto77;1;77;63;63;62;62;62;62;62;60;60;62;67;67;67;64;64;64;64;68;68;68;68;68;68;68;67;68;69;69;69;69;66.66666666666667;66.66666666666667;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;70.0;70.0;67.74193548387096;62.6865671641791;62.6865671641791;62.6865671641791;65.625;65.625;65.625;65.625;61.76470588235294;61.76470588235294;61.76470588235294;61.76470588235294;61.76470588235294;61.76470588235294;61.76470588235294;62.6865671641791;61.76470588235294;60.869565217391305;60.869565217391305;60.869565217391305;60.869565217391305
Pieza_01_foto98;1;98;69;69;66;66;66;65;62;61;61;61;59;62;63;63;63;62;61;61;61;60;59;58;57;57;56;55;55;52;52;51;15.217391304347826;14.734299516908212;11.688311688311689;11.688311688311689;11.03896103896104;8.717948717948717;6.989247311827957;6.596409055425449;6.596409055425449;5.698672911787666;4.882970137207425;6.605222734254992;8.503401360544217;8.503401360544217;8.314436885865458;6.989247311827957;6.596409055425449;6.596409055425449;6.0889929742388755;5.396825396825397;4.842615012106537;3.6945812807881775;3.3834586466165413;3.1746031746031744;2.380952380952381;2.121212121212121;1.2121212121212122;0.7326007326007326;0.5494505494505495;0.42016806722689076
Pieza_02_foto028;2;28;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;98;98;100;102;108;108;108;108;108;108;108;108;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;42.857142857142854;42.857142857142854;42.0;41.1764705882353;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886
Pieza_02_foto066;2;66;65;65;65;64;62;62;65;65;76;76;78;79;80;82;82;85;85;85;86;86;86;85;85;85;85;85;85;85;85;85;64.61538461538461;64.61538461538461;64.61538461538461;65.625;67.74193548387096;67.74193548387096;64.61538461538461;64.61538461538461;55.26315789473684;55.26315789473684;53.84615384615385;53.164556962025316;52.5;51.21951219512195;51.21951219512195;49.411764705882355;49.411764705882355;49.411764705882355;48.83720930232558;48.83720930232558;48.83720930232558;49.411764705882355;49.411764705882355;49.411764705882355;49.411764705882355;49.411764705882355;49.411764705882355;49.411764705882355;49.411764705882355;49.411764705882355
Pieza_02_foto28;2;28;163;163;180;180;180;170;170;170;67;66;68;69;69;68;66;61;59;61;62;62;64;139;139;139;118;90;92;92;143;143;25.766871165644172;25.766871165644172;23.333333333333332;23.333333333333332;23.333333333333332;24.705882352941178;24.705882352941178;24.705882352941178;62.6865671641791;63.63636363636363;61.76470588235294;60.869565217391305;60.869565217391305;61.76470588235294;63.63636363636363;68.85245901639344;71.1864406779661;68.85245901639344;67.74193548387096;67.74193548387096;65.625;30.215827338129497;30.215827338129497;30.215827338129497;35.59322033898305;46.666666666666664;45.65217391304348;45.65217391304348;29.37062937062937;29.37062937062937
Pieza_02_foto66;2;66;81;81;81;81;79;79;79;79;79;80;80;80;80;79;79;79;76;76;74;74;71;71;70;66;58;56;56;62;62;62;16.93121693121693;16.93121693121693;16.93121693121693;15.520282186948853;14.58710066305003;14.58710066305003;14.58710066305003;14.58710066305003;14.58710066305003;15.446428571428571;15.744047619047619;15.744047619047619;15.05952380952381;14.58710066305003;14.58710066305003;12.839059674502712;11.30952380952381;10.338345864661655;9.298584298584299;8.172458172458173;6.572769953051643;6.103286384976526;3.979591836734694;0.468975468975469;0.0;0.0;0.0;0.9600614439324117;0.9600614439324117;0.9600614439324117
Pieza_03_foto0113;3;113;76;76;56;56;64;72;72;72;72;70;70;70;74;74;74;74;74;74;72;71;71;71;72;72;72;69;66;63;63;63;55.26315789473684;55.26315789473684;75.0;75.0;65.625;58.333333333333336;58.333333333333336;58.333333333333336;58.333333333333336;60.0;60.0;60.0;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676;58.333333333333336;59.15492957746479;59.15492957746479;59.15492957746479;58.333333333333336;58.333333333333336;58.333333333333336;60.869565217391305;63.63636363636363;66.66666666666667;66.66666666666667;66.66666666666667
Pieza_03_foto0138;3;138;82;82;84;86;86;86;85;84;83;82;82;81;55;72;72;72;69;64;64;76;76;76;75;75;62;62;62;62;62;38;51.21951219512195;51.21951219512195;50.0;48.83720930232558;48.83720930232558;48.83720930232558;49.411764705882355;50.0;50.602409638554214;51.21951219512195;51.21951219512195;51.851851851851855;76.36363636363636;58.333333333333336;58.333333333333336;58.333333333333336;60.869565217391305;65.625;65.625;55.26315789473684;55.26315789473684;55.26315789473684;56.0;56.0;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;62.51920122887865;90.47619047619048
Pieza_03_foto0139;3;139;81;81;83;83;83;79;81;81;81;81;80;72;62;62;62;61;66;70;70;70;68;68;66;66;66;66;63;62;62;62;51.851851851851855;51.851851851851855;50.602409638554214;50.602409638554214;50.602409638554214;53.164556962025316;51.851851851851855;51.851851851851855;51.851851851851855;51.851851851851855;52.5;58.333333333333336;67.74193548387096;67.74193548387096;67.74193548387096;68.85245901639344;63.63636363636363;60.0;60.0;60.0;61.76470588235294;61.76470588235294;63.63636363636363;63.63636363636363;63.63636363636363;63.63636363636363;66.66666666666667;67.74193548387096;67.74193548387096;67.74193548387096
Pieza_03_foto016;3;16;256;256;256;258;258;258;247;247;249;249;249;266;269;269;269;269;270;270;270;267;267;268;268;268;207;207;127;127;126;125;16.40625;16.40625;16.40625;16.27906976744186;16.27906976744186;16.27906976744186;17.004048582995953;17.004048582995953;16.867469879518072;16.867469879518072;16.867469879518072;15.789473684210526;15.613382899628252;15.613382899628252;15.613382899628252;15.613382899628252;15.555555555555555;15.555555555555555;15.555555555555555;15.730337078651685;15.730337078651685;15.671641791044776;15.671641791044776;15.671641791044776;20.28985507246377;20.28985507246377;33.07086614173228;33.07086614173228;33.333333333333336;33.6
Pieza_03_foto0294;3;294;35;35;35;57;58;61;65;67;69;71;71;71;73;73;73;73;73;70;75;75;75;74;74;73;71;71;70;70;70;68;83.33333333333333;83.33333333333333;83.33333333333333;68.71345029239767;72.41379310344827;68.85245901639344;64.61538461538461;62.6865671641791;60.869565217391305;59.15492957746479;59.15492957746479;59.15492957746479;57.534246575342465;57.534246575342465;57.534246575342465;57.534246575342465;57.534246575342465;60.0;56.0;56.0;56.0;56.75675675675676;56.75675675675676;57.534246575342465;59.15492957746479;59.15492957746479;60.0;60.0;60.0;61.76470588235294
Pieza_03_foto0328;3;328;56;56;58;58;60;61;61;61;59;61;61;61;61;59;59;60;60;61;61;62;64;64;64;64;63;63;61;61;59;59;75.0;75.0;72.41379310344827;72.41379310344827;70.0;68.85245901639344;68.85245901639344;68.85245901639344;71.1864406779661;68.85245901639344;68.85245901639344;68.85245901639344;68.85245901639344;71.1864406779661;71.1864406779661;70.0;70.0;68.85245901639344;68.85245901639344;67.74193548387096;65.625;65.625;65.625;65.625;66.66666666666667;66.66666666666667;68.85245901639344;68.85245901639344;71.1864406779661;71.1864406779661
Pieza_03_foto0345;3;345;54;54;54;54;54;53;53;54;55;55;56;57;57;57;57;58;58;58;59;59;59;58;58;58;58;58;58;58;58;58;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;77.77777777777777;79.24528301886792;79.24528301886792;77.77777777777777;76.36363636363636;76.36363636363636;75.0;73.6842105263158;73.6842105263158;73.6842105263158;73.6842105263158;72.41379310344827;72.41379310344827;72.41379310344827;71.1864406779661;71.1864406779661;71.1864406779661;72.41379310344827;72.41379310344827;72.41379310344827;72.41379310344827;72.41379310344827;72.41379310344827;72.41379310344827;72.41379310344827;72.41379310344827
Pieza_03_foto0393;3;393;60;60;60;61;62;62;62;62;62;62;62;62;62;64;64;64;64;65;65;65;61;61;61;61;60;60;60;58;58;58;70.0;70.0;70.0;68.85245901639344;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;65.625;65.625;65.625;65.625;64.61538461538461;64.61538461538461;64.61538461538461;68.85245901639344;68.85245901639344;68.85245901639344;68.85245901639344;70.0;70.0;70.0;72.41379310344827;72.41379310344827;72.41379310344827
Pieza_03_foto0411;3;411;108;108;108;108;108;104;101;100;100;100;107;109;111;112;112;112;106;107;109;110;110;110;110;110;110;110;110;80;52;52;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;40.38461538461539;41.584158415841586;42.0;42.0;42.0;39.25233644859813;38.53211009174312;37.83783783783784;37.5;37.5;37.5;39.62264150943396;39.25233644859813;38.53211009174312;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;52.5;80.76923076923077;80.76923076923077
Pieza_03_foto0445;3;445;46;46;48;48;74;78;78;79;79;80;80;80;79;79;79;78;71;71;79;79;79;78;78;77;76;74;74;74;74;74;91.30434782608695;91.30434782608695;87.5;87.5;56.75675675675676;53.84615384615385;53.84615384615385;53.164556962025316;53.164556962025316;52.5;52.5;52.5;53.164556962025316;53.164556962025316;53.164556962025316;53.84615384615385;59.15492957746479;59.15492957746479;53.164556962025316;53.164556962025316;53.164556962025316;53.84615384615385;53.84615384615385;54.54545454545455;55.26315789473684;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676;56.75675675675676
Pieza_03_foto061;3;61;98;98;97;93;95;95;95;94;94;94;90;90;83;84;84;84;80;70;47;76;77;77;76;68;68;66;60;59;58;52;42.857142857142854;42.857142857142854;43.29896907216495;45.16129032258065;44.21052631578947;44.21052631578947;44.21052631578947;44.680851063829785;44.680851063829785;44.680851063829785;46.666666666666664;46.666666666666664;50.602409638554214;50.0;50.0;50.0;52.5;60.0;89.36170212765957;55.26315789473684;54.54545454545455;54.54545454545455;55.26315789473684;61.76470588235294;61.76470588235294;63.63636363636363;70.0;71.1864406779661;72.41379310344827;80.76923076923077
Pieza_03_foto113;3;113;66;66;66;66;72;74;75;75;75;74;74;76;76;78;78;78;77;77;75;73;73;72;75;75;75;73;62;59;79;79;2.9220779220779223;2.9220779220779223;2.9220779220779223;2.9220779220779223;7.374338624338624;9.137709137709138;10.285714285714286;10.285714285714286;9.714285714285714;9.298584298584299;9.298584298584299;10.557644110275689;11.30952380952381;12.973137973137973;13.461538461538462;13.125763125763125;12.368583797155226;12.213976499690785;9.142857142857142;8.349641226353555;7.8277886497064575;7.440476190476191;10.285714285714286;10.285714285714286;10.095238095238095;3.7181996086105675;0.38402457757296465;0.16142050040355124;13.291139240506329;14.58710066305003
Pieza_03_foto138;3;138;232;232;252;252;252;252;252;252;252;221;226;226;226;225;225;229;229;229;141;141;135;135;135;135;241;252;252;252;252;242;18.103448275862068;18.103448275862068;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;19.004524886877828;18.58407079646018;18.58407079646018;18.58407079646018;18.666666666666668;18.666666666666668;18.34061135371179;18.34061135371179;18.34061135371179;29.78723404255319;29.78723404255319;31.11111111111111;31.11111111111111;31.11111111111111;31.11111111111111;17.42738589211618;16.666666666666668;16.666666666666668;16.666666666666668;16.666666666666668;17.355371900826448
Pieza_03_foto139;3;139;56;56;56;57;61;61;61;60;60;63;64;64;64;64;56;55;56;56;61;70;76;76;76;76;77;77;78;78;78;75;0.0;0.0;0.0;0.0;0.585480093676815;0.624512099921936;0.468384074941452;0.35714285714285715;0.35714285714285715;1.3605442176870748;1.8229166666666667;1.8229166666666667;1.8229166666666667;0.0;0.0;0.0;0.0;0.0;0.468384074941452;5.578231292517007;11.027568922305765;11.30952380952381;11.30952380952381;11.30952380952381;12.368583797155226;12.368583797155226;13.461538461538462;13.461538461538462;11.568986568986569;10.285714285714286
Pieza_03_foto216;3;216;46;46;46;52;52;52;54;56;56;57;58;59;60;64;64;64;64;64;69;69;69;65;64;64;64;65;67;67;67;67;0.0;0.0;0.0;0.7326007326007326;0.7326007326007326;0.7326007326007326;1.4550264550264551;2.7210884353741496;2.7210884353741496;3.3834586466165413;4.105090311986864;4.842615012106537;5.714285714285714;9.523809523809524;9.523809523809524;9.523809523809524;9.523809523809524;9.523809523809524;15.217391304347826;15.217391304347826;13.008971704623878;9.963369963369964;9.523809523809524;9.523809523809524;9.523809523809524;10.0;12.757640369580669;12.828713574982231;12.828713574982231;12.828713574982231
Pieza_03_foto294;3;294;72;72;73;73;73;75;76;77;77;78;78;78;77;74;76;77;77;77;77;74;74;73;71;69;67;62;62;55;55;55;7.440476190476191;7.440476190476191;8.349641226353555;8.349641226353555;8.349641226353555;10.063492063492063;10.902255639097744;12.368583797155226;12.368583797155226;13.003663003663004;13.461538461538462;13.431013431013431;10.513296227581941;9.298584298584299;11.30952380952381;11.842918985776128;12.368583797155226;12.368583797155226;10.513296227581941;9.298584298584299;8.848133848133848;7.501630789302022;5.767940979208585;4.209799861973775;1.7768301350390903;0.9600614439324117;0.0;0.0;0.0;0.0
Pieza_03_foto311;3;311;62;62;62;62;61;56;56;56;66;68;68;69;69;69;69;69;68;68;67;67;66;66;66;65;65;64;64;62;62;62;7.526881720430108;7.526881720430108;7.526881720430108;7.142857142857143;4.371584699453552;2.7210884353741496;2.7210884353741496;2.7210884353741496;11.3997113997114;13.375350140056023;14.005602240896359;15.217391304347826;15.217391304347826;15.217391304347826;15.217391304347826;14.561766735679779;14.005602240896359;13.305322128851541;12.828713574982231;12.473347547974413;11.688311688311689;11.688311688311689;11.327561327561327;10.586080586080586;9.963369963369964;9.523809523809524;8.333333333333334;7.526881720430108;7.526881720430108;7.526881720430108
Pieza_03_foto312;3;312;56;56;58;58;58;61;62;63;65;65;65;65;65;65;64;64;64;64;62;62;61;60;60;60;60;59;59;59;59;58;2.7210884353741496;2.7210884353741496;4.105090311986864;4.105090311986864;4.105090311986864;5.776736924277908;7.526881720430108;8.427815570672713;10.366300366300367;10.586080586080586;10.586080586080586;10.586080586080586;10.586080586080586;9.963369963369964;9.523809523809524;9.523809523809524;9.523809523809524;8.333333333333334;7.526881720430108;7.181259600614439;6.0889929742388755;5.714285714285714;5.714285714285714;5.714285714285714;5.238095238095238;4.882970137207425;4.882970137207425;4.882970137207425;4.4390637610976595;4.105090311986864
Pieza_03_foto328;3;328;63;63;63;64;65;66;67;68;68;68;66;65;64;63;63;63;62;64;65;65;65;63;64;64;64;64;64;64;64;62;8.503401360544217;8.503401360544217;8.503401360544217;9.523809523809524;10.402930402930403;11.688311688311689;12.57995735607676;14.005602240896359;14.005602240896359;13.305322128851541;11.03896103896104;9.963369963369964;9.151785714285714;8.503401360544217;8.503401360544217;7.936507936507937;7.526881720430108;9.040178571428571;10.586080586080586;10.586080586080586;9.377289377289378;8.503401360544217;9.077380952380953;9.523809523809524;9.523809523809524;9.523809523809524;9.523809523809524;9.523809523809524;8.333333333333334;7.526881720430108
