img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30
Pieza_01_foto0344;1;344;56;56;58;58;58;55;55;62;62;62;54;54;55;55;55;55;54;54;53;55;56;61;61;61;54;54;57;57;57;57;12.287414965986395;12.287414965986395;13.669950738916256;14.819376026272579;14.49096880131363;11.082251082251082;11.082251082251082;20.238095238095237;20.31490015360983;15.514592933947773;9.920634920634921;9.920634920634921;11.082251082251082;11.082251082251082;11.082251082251082;10.432900432900434;9.920634920634921;9.25925925925926;8.80503144654088;11.082251082251082;12.287414965986395;17.720530835284933;18.891491022638565;17.525370804059328;9.920634920634921;9.920634920634921;12.238930659983291;13.533834586466165;13.533834586466165;13.533834586466165
Pieza_01_foto0369;1;369;66;66;66;64;64;64;64;63;64;64;64;63;63;64;64;64;62;62;62;62;60;61;61;61;61;60;61;61;61;61;63.63636363636363;63.63636363636363;63.63636363636363;65.625;65.625;65.625;65.625;66.66666666666667;65.625;65.625;65.625;66.66666666666667;66.66666666666667;65.625;65.625;65.625;67.74193548387096;67.74193548387096;67.74193548387096;67.74193548387096;70.0;68.85245901639344;68.85245901639344;68.85245901639344;68.85245901639344;70.0;68.85245901639344;68.85245901639344;68.85245901639344;68.85245901639344
Pieza_01_foto038;1;38;69;69;69;67;69;69;69;64;64;77;77;77;65;65;68;68;68;66;64;64;62;62;62;62;60;56;58;58;58;57;15.217391304347826;15.217391304347826;13.768115942028986;12.828713574982231;14.803312629399587;15.217391304347826;13.250517598343686;9.523809523809524;9.523809523809524;25.633889919604204;26.00494743351886;18.769325912183056;10.586080586080586;10.586080586080586;14.005602240896359;14.005602240896359;12.605042016806722;11.544011544011545;9.523809523809524;8.705357142857142;7.526881720430108;7.526881720430108;7.526881720430108;7.334869431643625;3.8095238095238093;2.7210884353741496;4.105090311986864;4.105090311986864;3.6945812807881775;3.3834586466165413
Pieza_01_foto039;1;39;64;64;63;63;63;61;61;61;61;60;60;60;60;60;60;60;59;59;63;63;63;62;54;51;57;57;57;56;56;56;23.251488095238095;22.842261904761905;21.768707482993197;21.768707482993197;19.954648526077097;18.891491022638565;18.891491022638565;18.891491022638565;18.384074941451992;17.5;17.5;17.5;17.5;17.5;17.5;17.103174603174605;16.142050040355127;16.142050040355127;21.768707482993197;21.768707482993197;20.861678004535147;15.55299539170507;7.936507936507937;6.722689075630252;13.533834586466165;13.533834586466165;12.781954887218046;12.287414965986395;12.287414965986395;12.287414965986395
Pieza_01_foto0416;1;416;52;52;53;55;55;55;54;82;82;82;82;81;80;77;75;73;54;54;52;52;77;77;77;77;77;60;60;71;72;73;80.76923076923077;80.76923076923077;79.24528301886792;76.36363636363636;76.36363636363636;76.36363636363636;77.77777777777777;51.21951219512195;51.21951219512195;51.21951219512195;51.21951219512195;51.851851851851855;52.5;54.54545454545455;56.0;57.534246575342465;77.77777777777777;77.77777777777777;80.76923076923077;80.76923076923077;54.54545454545455;54.54545454545455;54.54545454545455;54.54545454545455;54.54545454545455;70.0;70.0;59.15492957746479;58.333333333333336;57.534246575342465
Pieza_01_foto0437;1;437;67;67;68;70;70;70;74;74;74;68;68;68;67;66;66;66;63;64;64;64;59;57;57;57;57;57;57;54;55;55;12.828713574982231;12.828713574982231;14.005602240896359;16.39455782312925;16.462585034013607;16.462585034013607;20.72072072072072;21.75032175032175;19.626769626769626;14.005602240896359;14.005602240896359;13.305322128851541;12.331201137171286;11.688311688311689;11.688311688311689;9.74025974025974;8.503401360544217;9.523809523809524;9.523809523809524;6.5476190476190474;3.9951573849878934;3.3834586466165413;3.3834586466165413;3.3834586466165413;3.3834586466165413;3.3834586466165413;2.589807852965748;1.5873015873015872;1.948051948051948;2.121212121212121
Pieza_01_foto0460;1;460;110;110;111;112;112;111;105;112;113;113;113;113;111;80;80;64;82;82;103;104;104;104;102;102;102;61;67;67;67;67;38.18181818181818;38.18181818181818;37.83783783783784;37.5;37.5;37.83783783783784;40.0;37.5;37.16814159292036;37.16814159292036;37.16814159292036;37.16814159292036;37.83783783783784;52.5;52.5;65.625;51.21951219512195;51.21951219512195;40.77669902912621;40.38461538461539;40.38461538461539;40.38461538461539;41.1764705882353;41.1764705882353;41.1764705882353;68.85245901639344;62.6865671641791;62.6865671641791;62.6865671641791;62.6865671641791
Pieza_01_foto0461;1;461;58;58;58;68;68;67;59;73;107;107;107;107;107;106;104;100;100;99;99;99;99;97;97;97;97;70;68;83;83;83;72.41379310344827;72.41379310344827;72.41379310344827;61.76470588235294;61.76470588235294;62.6865671641791;71.1864406779661;57.534246575342465;39.25233644859813;39.25233644859813;39.25233644859813;39.25233644859813;39.25233644859813;39.62264150943396;40.38461538461539;42.0;42.0;42.42424242424242;42.42424242424242;42.42424242424242;42.42424242424242;43.29896907216495;43.29896907216495;43.29896907216495;43.29896907216495;60.0;61.76470588235294;50.602409638554214;50.602409638554214;50.602409638554214
Pieza_01_foto0521;1;521;70;70;64;61;57;57;57;58;58;58;60;60;60;62;62;62;58;58;58;59;59;73;73;73;72;57;59;59;60;61;16.462585034013607;15.646258503401361;9.151785714285714;4.566744730679157;3.3834586466165413;3.3834586466165413;3.3834586466165413;4.105090311986864;4.105090311986864;4.105090311986864;5.476190476190476;5.714285714285714;5.714285714285714;7.526881720430108;7.526881720430108;5.376344086021505;4.105090311986864;4.105090311986864;4.105090311986864;4.882970137207425;4.882970137207425;20.15655577299413;20.384866275277233;19.96086105675147;7.308201058201059;3.3834586466165413;4.681194511702986;4.882970137207425;5.714285714285714;6.596409055425449
Pieza_01_foto0522;1;522;64;64;61;58;58;58;59;59;58;54;54;54;55;55;65;65;65;67;67;67;61;61;58;58;58;61;61;61;63;63;23.251488095238095;20.461309523809526;16.3544106167057;14.819376026272579;14.819376026272579;14.819376026272579;16.142050040355127;16.06133979015335;11.863711001642036;9.920634920634921;9.920634920634921;9.920634920634921;11.082251082251082;11.082251082251082;23.846153846153847;24.761904761904763;24.761904761904763;26.226012793176974;27.860696517412936;26.3681592039801;18.891491022638565;17.252146760343482;14.819376026272579;14.819376026272579;14.819376026272579;18.891491022638565;18.891491022638565;18.891491022638565;21.768707482993197;21.768707482993197
Pieza_01_foto0545;1;545;83;83;83;83;83;82;56;56;57;57;57;57;83;83;83;90;90;90;56;56;56;56;56;56;64;64;64;57;57;57;50.602409638554214;50.602409638554214;50.602409638554214;50.602409638554214;50.602409638554214;51.21951219512195;75.0;75.0;73.6842105263158;73.6842105263158;73.6842105263158;73.6842105263158;50.602409638554214;50.602409638554214;50.602409638554214;46.666666666666664;46.666666666666664;46.666666666666664;75.0;75.0;75.0;75.0;75.0;75.0;65.625;65.625;65.625;73.6842105263158;73.6842105263158;73.6842105263158
Pieza_01_foto076;1;76;65;65;62;62;62;61;61;62;62;62;62;62;62;62;62;55;55;55;57;57;57;52;52;52;52;54;54;54;52;52;24.761904761904763;23.553113553113555;20.31490015360983;20.31490015360983;19.508448540706606;18.891491022638565;18.891491022638565;20.31490015360983;20.31490015360983;20.31490015360983;20.31490015360983;20.31490015360983;20.31490015360983;20.31490015360983;14.1321044546851;11.082251082251082;11.082251082251082;11.082251082251082;13.533834586466165;13.533834586466165;13.032581453634085;7.738095238095238;7.738095238095238;7.738095238095238;7.738095238095238;9.920634920634921;9.920634920634921;8.597883597883598;7.738095238095238;7.738095238095238
