img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40
Pieza_01_foto0416;1;416;52;52;53;53;55;55;55;55;54;54;82;82;82;82;82;81;79;77;76;74;73;54;54;52;52;52;77;77;77;77;77;77;77;60;60;70;71;72;73;73;61.53846153846154;61.53846153846154;60.37735849056604;60.37735849056604;58.18181818181818;58.18181818181818;58.18181818181818;58.18181818181818;59.25925925925926;59.25925925925926;39.02439024390244;39.02439024390244;39.02439024390244;39.02439024390244;39.02439024390244;39.50617283950617;40.50632911392405;41.55844155844156;42.10526315789474;43.24324324324324;43.83561643835616;59.25925925925926;59.25925925925926;61.53846153846154;61.53846153846154;61.53846153846154;41.55844155844156;41.55844155844156;41.55844155844156;41.55844155844156;41.55844155844156;41.55844155844156;41.55844155844156;53.333333333333336;53.333333333333336;45.714285714285715;45.070422535211264;44.44444444444444;43.83561643835616;43.83561643835616
Pieza_01_foto0437;1;437;67;67;67;68;70;70;70;70;74;74;74;74;68;68;68;68;67;66;66;66;65;63;63;64;64;64;59;57;57;57;57;57;57;57;57;56;54;55;55;55;3.7779850746268657;3.7779850746268657;3.7779850746268657;4.595588235294118;6.428571428571429;6.428571428571429;6.428571428571429;6.428571428571429;10.050675675675675;10.81081081081081;10.81081081081081;6.756756756756757;4.595588235294118;4.595588235294118;4.595588235294118;4.136029411764706;3.3582089552238807;3.0303030303030303;3.0303030303030303;2.6515151515151514;1.6826923076923077;1.2400793650793651;1.2400793650793651;1.7578125;1.7578125;0.29296875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto0460;1;460;110;110;110;112;112;112;112;109;105;105;113;113;113;113;113;113;109;80;80;64;64;82;82;103;104;104;104;104;102;102;102;102;102;61;61;67;67;67;67;67;29.09090909090909;29.09090909090909;29.09090909090909;28.571428571428573;28.571428571428573;28.571428571428573;28.571428571428573;29.357798165137616;30.476190476190474;30.476190476190474;28.31858407079646;28.31858407079646;28.31858407079646;28.31858407079646;28.31858407079646;28.31858407079646;29.357798165137616;40.0;40.0;50.0;50.0;39.02439024390244;39.02439024390244;31.067961165048544;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;31.372549019607842;31.372549019607842;31.372549019607842;31.372549019607842;31.372549019607842;52.459016393442624;52.459016393442624;47.76119402985075;47.76119402985075;47.76119402985075;47.76119402985075;47.76119402985075
Pieza_01_foto0461;1;461;58;58;58;58;68;68;68;61;59;73;74;107;107;107;107;107;107;106;104;100;100;100;99;99;99;99;99;98;97;97;97;97;97;70;68;68;83;83;83;83;55.172413793103445;55.172413793103445;55.172413793103445;55.172413793103445;47.05882352941177;47.05882352941177;47.05882352941177;52.459016393442624;54.23728813559322;43.83561643835616;43.24324324324324;29.906542056074766;29.906542056074766;29.906542056074766;29.906542056074766;29.906542056074766;29.906542056074766;30.18867924528302;30.76923076923077;32.0;32.0;32.0;32.323232323232325;32.323232323232325;32.323232323232325;32.323232323232325;32.323232323232325;32.6530612244898;32.98969072164948;32.98969072164948;32.98969072164948;32.98969072164948;32.98969072164948;45.714285714285715;47.05882352941177;47.05882352941177;38.55421686746988;38.55421686746988;38.55421686746988;38.55421686746988
Pieza_01_foto0521;1;521;70;70;70;64;61;57;57;57;57;58;58;58;58;58;60;60;60;62;62;62;58;58;58;58;58;59;59;61;73;73;73;73;58;57;58;59;59;60;61;61;6.428571428571429;6.428571428571429;3.2142857142857144;0.9765625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20833333333333334;0.20833333333333334;0.20833333333333334;0.8064516129032258;0.8064516129032258;0.0;0.0;0.0;0.0;0.0;0.0;0.05296610169491525;0.05296610169491525;0.4610655737704918;9.631849315068493;9.631849315068493;9.631849315068493;6.164383561643835;0.0;0.0;0.0;0.05296610169491525;0.05296610169491525;0.20833333333333334;0.4610655737704918;0.4610655737704918
Pieza_01_foto0522;1;522;64;64;61;61;58;58;58;59;59;59;59;56;54;54;54;54;55;55;62;65;65;65;65;67;67;67;64;61;61;58;58;58;58;61;61;61;63;63;63;63;10.986328125;9.08203125;7.377049180327869;5.532786885245901;4.364224137931035;4.364224137931035;4.364224137931035;4.872881355932203;5.296610169491525;5.296610169491525;4.237288135593221;1.953125;1.4467592592592593;1.4467592592592593;1.4467592592592593;1.4467592592592593;2.0454545454545454;2.0454545454545454;6.854838709677419;12.307692307692308;12.307692307692308;12.307692307692308;12.307692307692308;15.01865671641791;15.111940298507463;14.972014925373134;8.7890625;7.377049180327869;5.532786885245901;4.364224137931035;4.364224137931035;4.364224137931035;4.364224137931035;7.377049180327869;7.377049180327869;7.377049180327869;9.027777777777779;9.722222222222221;9.722222222222221;9.722222222222221
Pieza_01_foto0545;1;545;83;83;83;83;83;83;82;81;56;56;56;57;57;57;57;83;83;83;83;86;90;90;90;90;56;56;56;56;56;56;56;56;64;64;64;57;57;57;57;57;38.55421686746988;38.55421686746988;38.55421686746988;38.55421686746988;38.55421686746988;38.55421686746988;39.02439024390244;39.50617283950617;57.142857142857146;57.142857142857146;57.142857142857146;56.14035087719298;56.14035087719298;56.14035087719298;56.14035087719298;38.55421686746988;38.55421686746988;38.55421686746988;38.55421686746988;37.2093023255814;35.55555555555556;35.55555555555556;35.55555555555556;35.55555555555556;57.142857142857146;57.142857142857146;57.142857142857146;57.142857142857146;57.142857142857146;57.142857142857146;57.142857142857146;57.142857142857146;50.0;50.0;50.0;56.14035087719298;56.14035087719298;56.14035087719298;56.14035087719298;56.14035087719298
Pieza_01_foto076;1;76;65;65;65;62;62;62;61;61;61;62;62;62;62;62;62;62;62;62;62;55;55;55;55;55;57;57;57;57;52;52;52;52;53;54;54;54;52;52;52;52;12.307692307692308;12.307692307692308;10.0;8.518145161290322;8.518145161290322;8.366935483870968;7.377049180327869;7.377049180327869;7.377049180327869;8.366935483870968;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.165322580645162;2.0454545454545454;2.0454545454545454;2.0454545454545454;2.0454545454545454;2.0454545454545454;3.508771929824561;3.508771929824561;3.508771929824561;1.3157894736842106;0.5408653846153846;0.5408653846153846;0.5408653846153846;0.5408653846153846;0.8254716981132075;1.4467592592592593;1.4467592592592593;1.1574074074074074;0.5408653846153846;0.5408653846153846;0.5408653846153846;0.5408653846153846
Pieza_01_foto077;1;77;63;63;63;63;63;62;62;61;61;62;62;62;62;62;62;62;62;57;57;57;58;59;59;59;58;54;53;53;53;53;53;53;53;53;53;53;53;56;56;56;9.722222222222221;9.722222222222221;9.722222222222221;9.722222222222221;9.027777777777779;8.518145161290322;7.862903225806452;7.377049180327869;7.377049180327869;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;8.518145161290322;3.508771929824561;3.508771929824561;3.508771929824561;4.364224137931035;5.296610169491525;5.296610169491525;4.978813559322034;2.6939655172413794;1.1574074074074074;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;0.9433962264150944;2.734375;2.734375;2.734375
Pieza_01_foto098;1;98;56;56;57;58;58;58;60;62;63;63;63;63;65;65;66;67;67;67;67;67;69;69;69;69;69;65;65;67;67;67;67;67;70;71;72;72;72;72;72;72;57.142857142857146;57.142857142857146;56.14035087719298;55.172413793103445;55.172413793103445;55.172413793103445;53.333333333333336;51.61290322580645;50.79365079365079;50.79365079365079;50.79365079365079;50.79365079365079;49.23076923076923;49.23076923076923;48.484848484848484;47.76119402985075;47.76119402985075;47.76119402985075;47.76119402985075;47.76119402985075;46.3768115942029;46.3768115942029;46.3768115942029;46.3768115942029;46.3768115942029;49.23076923076923;49.23076923076923;47.76119402985075;47.76119402985075;47.76119402985075;47.76119402985075;47.76119402985075;45.714285714285715;45.070422535211264;44.44444444444444;44.44444444444444;44.44444444444444;44.44444444444444;44.44444444444444;44.44444444444444
Pieza_01_foto118;1;118;58;58;58;58;58;55;55;55;59;59;59;59;54;54;56;58;58;58;58;57;57;66;66;66;63;62;62;59;59;59;59;59;59;59;59;60;64;64;64;64;55.172413793103445;55.172413793103445;55.172413793103445;55.172413793103445;55.172413793103445;58.18181818181818;58.18181818181818;58.18181818181818;54.23728813559322;54.23728813559322;54.23728813559322;54.23728813559322;59.25925925925926;59.25925925925926;57.142857142857146;55.172413793103445;55.172413793103445;55.172413793103445;55.172413793103445;56.14035087719298;56.14035087719298;48.484848484848484;48.484848484848484;48.484848484848484;50.79365079365079;51.61290322580645;51.61290322580645;54.23728813559322;54.23728813559322;54.23728813559322;54.23728813559322;54.23728813559322;54.23728813559322;54.23728813559322;54.23728813559322;53.333333333333336;50.0;50.0;50.0;50.0
Pieza_01_foto119;1;119;66;66;66;66;66;62;62;62;62;61;61;61;59;61;61;64;64;64;61;60;60;60;60;59;58;58;58;58;60;61;63;63;63;63;62;61;61;61;62;62;48.484848484848484;48.484848484848484;48.484848484848484;48.484848484848484;48.484848484848484;51.61290322580645;51.61290322580645;51.61290322580645;51.61290322580645;52.459016393442624;52.459016393442624;52.459016393442624;54.23728813559322;52.459016393442624;52.459016393442624;50.0;50.0;50.0;52.459016393442624;53.333333333333336;53.333333333333336;53.333333333333336;53.333333333333336;54.23728813559322;55.172413793103445;55.172413793103445;55.172413793103445;55.172413793103445;53.333333333333336;52.459016393442624;50.79365079365079;50.79365079365079;50.79365079365079;50.79365079365079;51.61290322580645;52.459016393442624;52.459016393442624;52.459016393442624;51.61290322580645;51.61290322580645
