img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25
Pieza_01_foto545;1;545;0.0;4.2038690476190474;51.89732142857143;100.0;100.0;0.0;38.950892857142854;100.0;100.0;100.0;0.0;76.13467261904762;100.0;100.0;100.0;0.0;5.840773809523809;43.65699404761905;100.0;100.0;0.0;62.92782738095238;100.0;100.0;100.0
Pieza_01_foto549;1;549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.303571428571427;21.101190476190474;35.9375;7.321428571428571;0.0;90.25297619047619;62.67857142857143;92.23214285714286;15.386904761904763;0.0
Pieza_01_foto550;1;550;17.175925925925927;28.059413580246915;27.141203703703702;0.9066358024691358;10.088734567901234;88.49537037037037;52.7662037037037;28.27932098765432;40.717592592592595;35.93364197530864;76.25;31.705246913580247;40.16589506172839;19.104938271604937;0.0;78.48765432098766;67.04089506172839;23.20601851851852;0.0;42.64274691358025;93.47993827160494;75.41666666666667;54.926697530864196;17.083333333333332;41.71296296296296
Pieza_01_foto565;1;565;4.84375;63.24013157894737;76.19243421052632;98.45394736842105;64.72861842105263;0.0;54.42434210526316;46.83388157894737;65.64144736842105;62.08059210526316;0.0;72.5904605263158;69.57236842105263;31.554276315789473;0.0;0.0;36.192434210526315;39.66282894736842;91.38157894736842;17.549342105263158;0.0;40.50986842105263;46.817434210526315;100.0;100.0
Pieza_01_foto566;1;566;31.40858208955224;76.51119402985074;99.2723880597015;95.81623134328358;87.21082089552239;35.242537313432834;100.0;95.81156716417911;77.30410447761194;33.740671641791046;23.33488805970149;91.9169776119403;71.48320895522389;2.1828358208955225;0.0;9.617537313432836;73.58675373134328;93.75;27.509328358208954;30.676305970149254;0.15391791044776118;74.46361940298507;100.0;49.1884328358209;50.60167910447761
Pieza_01_foto604;1;604;0.0;1.5625;63.73991935483871;63.034274193548384;73.67943548387096;0.0;66.5524193548387;75.77620967741936;97.76209677419355;100.0;0.0;71.47177419354838;94.8991935483871;99.33467741935483;100.0;0.0;35.15120967741935;100.0;100.0;100.0;0.0;8.366935483870968;100.0;100.0;100.0
Pieza_01_foto605;1;605;21.06831395348837;77.49636627906976;56.44985465116279;66.06104651162791;68.93895348837209;29.763808139534884;72.19113372093024;52.565406976744185;37.460029069767444;13.175872093023257;41.58793604651163;82.70348837209302;40.57049418604651;3.230377906976744;0.0;40.54505813953488;91.36627906976744;38.760901162790695;18.71002906976744;4.393168604651163;18.546511627906977;96.7623546511628;72.35828488372093;68.16133720930233;41.155523255813954
Pieza_01_foto621;1;621;0.0;17.6171875;25.15625;0.0;58.4765625;79.62239583333333;87.48697916666667;60.286458333333336;24.140625;12.8125;70.3125;95.2734375;100.0;59.1796875;19.0625;64.6875;88.22916666666667;100.0;100.0;100.0;20.950520833333332;75.87239583333333;22.096354166666668;64.89583333333333;100.0
Pieza_01_foto638;1;638;0.0;5.504032258064516;19.95967741935484;27.75201612903226;0.0;1.8346774193548387;68.57862903225806;56.95564516129032;16.008064516129032;0.0;0.0;47.671370967741936;100.0;77.25806451612904;22.8125;0.0;26.098790322580644;91.83467741935483;97.8225806451613;95.56451612903226;0.0;8.830645161290322;61.391129032258064;57.721774193548384;62.278225806451616
Pieza_01_foto76;1;76;100.0;100.0;87.15277777777777;0.043402777777777776;0.0;100.0;100.0;100.0;15.972222222222221;0.0;100.0;100.0;100.0;35.59027777777778;0.0;100.0;100.0;100.0;44.76996527777778;0.0;100.0;100.0;100.0;58.420138888888886;0.0
Pieza_01_foto77;1;77;100.0;100.0;100.0;7.03125;0.0;100.0;100.0;96.89670138888889;11.176215277777779;0.0;100.0;100.0;100.0;19.18402777777778;0.0;100.0;100.0;100.0;37.890625;0.0;100.0;100.0;100.0;38.693576388888886;0.0
Pieza_01_foto98;1;98;0.0;29.12326388888889;92.29600694444444;70.57291666666667;93.31597222222223;0.0;0.5642361111111112;95.85503472222223;100.0;100.0;0.0;5.164930555555555;100.0;100.0;100.0;0.0;0.0;83.87586805555556;100.0;100.0;0.0;0.0;48.52430555555556;100.0;100.0
Pieza_01_foto99;1;99;0.0;16.378348214285715;0.0;83.85881696428571;100.0;0.0;27.329799107142858;0.0;74.69308035714286;100.0;0.0;0.0;0.0;66.02957589285714;100.0;0.0;0.0;0.0;55.008370535714285;100.0;0.0;0.0;0.0;34.82142857142857;78.89229910714286
Pieza_02_foto0;2;0;0.0;55.68953804347826;85.27513586956522;100.0;100.0;0.0;65.5570652173913;100.0;100.0;100.0;0.0;68.2914402173913;100.0;100.0;100.0;0.0;70.85597826086956;100.0;100.0;100.0;0.0;14.470108695652174;40.38722826086956;100.0;100.0
Pieza_02_foto106;2;106;100.0;100.0;84.70394736842105;32.50411184210526;0.0;100.0;100.0;75.49342105263158;12.458881578947368;0.0;100.0;100.0;37.45888157894737;0.10279605263157894;0.0;100.0;100.0;73.6842105263158;9.272203947368421;0.0;100.0;100.0;68.13322368421052;0.0;0.0
Pieza_02_foto107;2;107;100.0;100.0;97.24506578947368;1.2129934210526316;0.0;100.0;100.0;100.0;32.11348684210526;0.0;100.0;100.0;82.87417763157895;8.902138157894736;0.0;100.0;100.0;100.0;40.5016447368421;0.0;100.0;100.0;100.0;55.75657894736842;0.0
Pieza_02_foto121;2;121;100.0;100.0;100.0;67.7641369047619;0.0;86.328125;63.541666666666664;33.426339285714285;9.114583333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.711309523809526;87.83482142857143;46.50297619047619;35.52827380952381;0.0
Pieza_02_foto122;2;122;0.0;44.73110465116279;84.55668604651163;89.37136627906976;100.0;11.727834302325581;89.92550872093024;77.63444767441861;53.942587209302324;50.75399709302326;20.412427325581394;95.54869186046511;85.90116279069767;41.56068313953488;18.81359011627907;0.0;62.80886627906977;82.79433139534883;27.34375;35.48328488372093;0.0;37.127543604651166;71.45712209302326;42.823401162790695;39.362281976744185
Pieza_02_foto134;2;134;100.0;100.0;100.0;43.58552631578947;0.0;100.0;100.0;92.92763157894737;23.601973684210527;0.0;100.0;100.0;100.0;29.39967105263158;0.0;60.85526315789474;100.0;100.0;42.86595394736842;0.0;16.015625;95.00411184210526;100.0;51.33634868421053;0.0
Pieza_02_foto135;2;135;30.55419921875;29.6142578125;16.1865234375;56.005859375;64.715576171875;10.5712890625;35.400390625;52.496337890625;50.946044921875;51.67236328125;84.051513671875;78.6865234375;99.041748046875;89.84375;61.297607421875;51.47705078125;31.427001953125;53.1982421875;82.958984375;57.45849609375;47.137451171875;57.53173828125;38.067626953125;76.64794921875;64.483642578125
Pieza_02_foto164;2;164;100.0;28.587962962962962;51.7650462962963;78.45775462962963;0.0;100.0;87.70254629629629;55.222800925925924;12.254050925925926;0.0;100.0;100.0;75.0;0.0;0.0;68.53298611111111;100.0;55.410879629629626;0.0;0.0;100.0;100.0;68.3449074074074;0.0;0.0
Pieza_02_foto165;2;165;0.0;0.0;0.0;48.046875;7.265625;0.0;0.0;0.0;66.046875;7.5;0.0;24.09375;0.0;66.828125;12.390625;0.0;74.515625;4.921875;47.203125;6.546875;0.0;60.4375;42.109375;100.0;12.046875
Pieza_02_foto183;2;183;12.275870901639344;33.02382172131148;36.974897540983605;37.98027663934426;78.88703893442623;13.441342213114755;16.70722336065574;24.551741803278688;36.942879098360656;43.18007172131148;40.02305327868852;32.87013319672131;5.654456967213115;0.0;0.0;21.746926229508198;55.85297131147541;30.46234631147541;0.08324795081967214;19.921875;11.71234631147541;30.51357581967213;30.737704918032787;50.72361680327869;68.11603483606558
Pieza_02_foto184;2;184;0.0;0.0;0.0;79.71354166666667;19.869791666666668;0.0;51.5625;23.984375;98.75;80.91145833333333;0.0;68.50260416666667;59.010416666666664;88.30729166666667;8.138020833333334;18.307291666666668;77.35677083333333;0.0;62.0703125;3.90625;7.213541666666667;76.22395833333333;14.049479166666666;23.2421875;0.0
Pieza_02_foto199;2;199;34.271240234375;57.5439453125;13.970947265625;55.560302734375;87.78076171875;48.193359375;58.3740234375;42.88330078125;47.998046875;92.08984375;65.594482421875;58.9599609375;24.383544921875;36.273193359375;32.94677734375;10.31494140625;83.758544921875;71.3623046875;51.40380859375;51.727294921875;4.833984375;74.98779296875;49.51171875;39.14794921875;61.029052734375
Pieza_02_foto200;2;200;59.554811507936506;53.57762896825397;0.0;27.883184523809526;13.957093253968255;75.82465277777777;45.541914682539684;0.0;92.34871031746032;45.517113095238095;18.545386904761905;4.470486111111111;0.0;87.73561507936508;63.913690476190474;23.96453373015873;12.605406746031745;28.875248015873016;59.87103174603175;37.60540674603175;3.230406746031746;2.064732142857143;20.37450396825397;45.510912698412696;41.629464285714285
Pieza_02_foto217;2;217;0.0;13.28125;61.05363175675676;100.0;100.0;8.403716216216216;94.62626689189189;100.0;80.93327702702703;64.27364864864865;5.521537162162162;78.89569256756756;69.56292229729729;87.14104729729729;49.33488175675676;0.0;70.09079391891892;44.75295608108108;80.95439189189189;48.09966216216216;0.0;9.670608108108109;54.6875;84.25886824324324;13.79856418918919
Pieza_02_foto218;2;218;0.0;8.506944444444445;33.55034722222222;16.015625;16.81857638888889;0.0;11.93576388888889;87.63020833333333;40.256076388888886;22.65625;13.8671875;57.009548611111114;100.0;87.45659722222223;61.71875;46.6796875;44.661458333333336;65.51649305555556;100.0;100.0;68.72829861111111;1.1284722222222223;73.50260416666667;100.0;100.0
Pieza_02_foto234;2;234;0.0;49.232700892857146;78.97600446428571;89.11830357142857;0.0;0.0;25.320870535714285;100.0;91.61551339285714;0.0;0.5859375;44.893973214285715;100.0;40.95982142857143;0.0;12.137276785714286;100.0;34.263392857142854;3.22265625;0.0;0.5022321428571429;4.296875;11.774553571428571;31.696428571428573;0.0
Pieza_02_foto235;2;235;4.611545138888889;100.0;44.889322916666664;45.42100694444444;11.631944444444445;5.653211805555555;92.10069444444444;41.11328125;48.92578125;47.11371527777778;35.286458333333336;76.57335069444444;36.38237847222222;49.8046875;54.1015625;17.79513888888889;32.584635416666664;3.8736979166666665;6.955295138888889;12.554253472222221;0.0;53.70008680555556;36.21961805555556;0.0;0.0
Pieza_02_foto250;2;250;0.0;0.0;48.1201171875;49.12109375;0.0;0.0;0.0;87.4267578125;35.8154296875;0.0;0.0;0.0;21.6796875;12.841796875;0.0;0.0;0.0;4.296875;5.17578125;0.0;0.0;0.0;50.0;89.794921875;27.1728515625
Pieza_02_foto251;2;251;0.0;59.557291666666664;96.14583333333333;32.122395833333336;0.0;0.0;41.302083333333336;92.6953125;31.028645833333332;0.0;0.0;24.283854166666668;47.135416666666664;0.0;0.0;19.296875;14.244791666666666;61.979166666666664;54.049479166666664;20.0390625;31.953125;68.90625;55.2734375;13.90625;10.78125
Pieza_02_foto269;2;269;18.836805555555557;81.11979166666667;100.0;100.0;35.677083333333336;0.0;34.049479166666664;100.0;100.0;57.584635416666664;0.0;0.7052951388888888;87.85807291666667;100.0;20.8984375;0.0;0.0;64.78949652777777;31.68402777777778;21.668836805555557;0.0;0.0;14.214409722222221;0.0;12.413194444444445
Pieza_02_foto27;2;27;100.0;100.0;100.0;94.95584239130434;61.328125;100.0;100.0;100.0;56.99728260869565;0.0;76.52853260869566;100.0;96.58627717391305;61.68478260869565;10.733695652173912;100.0;100.0;90.89673913043478;9.273097826086957;0.0;71.62024456521739;93.6820652173913;77.734375;32.15013586956522;0.0
Pieza_02_foto270;2;270;71.484375;95.60546875;95.361328125;48.6328125;0.0;0.0;59.1552734375;80.3466796875;0.0;0.0;0.0;18.896484375;12.59765625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto28;2;28;3.7162162162162162;83.84712837837837;86.27533783783784;83.60430743243244;66.88133445945945;77.78716216216216;89.04138513513513;17.22972972972973;28.50506756756757;21.811655405405407;100.0;74.07094594594595;0.0;6.619510135135135;0.0;100.0;78.52618243243244;9.54391891891892;60.863597972972975;0.0;72.97297297297297;62.5633445945946;39.95988175675676;16.913006756756758;0.0
Pieza_02_foto287;2;287;0.0;0.3405448717948718;0.46073717948717946;47.155448717948715;0.0;0.0;57.64222756410256;11.999198717948717;100.0;59.75560897435897;0.7011217948717948;68.86017628205128;31.500400641025642;76.76282051282051;39.18269230769231;56.85096153846154;33.78405448717949;33.333333333333336;100.0;33.13301282051282;34.36498397435897;28.53565705128205;8.874198717948717;100.0;21.284054487179485
Pieza_02_foto288;2;288;18.203125;73.57638888888889;85.02604166666667;96.89236111111111;28.211805555555557;0.0;4.470486111111111;65.55555555555556;52.53472222222222;39.782986111111114;30.3125;43.89756944444444;66.84027777777777;93.26388888888889;45.763888888888886;4.704861111111111;7.317708333333333;59.748263888888886;95.26041666666667;60.00868055555556;0.0;0.0;1.484375;9.618055555555555;0.0
Pieza_02_foto29;2;29;0.0;0.0;0.0;0.0;0.0;16.0400390625;0.0;39.208984375;39.404296875;0.0;81.640625;91.2353515625;99.90234375;38.4033203125;0.0;62.109375;92.8955078125;100.0;22.65625;0.0;0.0;57.3486328125;100.0;15.3076171875;0.0
Pieza_02_foto306;2;306;47.65625;96.56929347826087;100.0;90.79483695652173;78.515625;96.09375;100.0;100.0;73.40353260869566;13.28125;65.45516304347827;100.0;99.72826086956522;53.68546195652174;27.275815217391305;100.0;100.0;75.2038043478261;13.739809782608695;0.0;66.44021739130434;32.55774456521739;28.023097826086957;21.722146739130434;0.0
Pieza_02_foto307;2;307;0.0;1.5769675925925926;52.980324074074076;30.830439814814813;70.3125;0.0;38.223379629629626;68.83680555555556;87.06597222222223;52.06886574074074;0.7089120370370371;63.266782407407405;71.78819444444444;70.42824074074075;5.512152777777778;27.89351851851852;82.00231481481481;100.0;53.298611111111114;0.0;0.0;9.635416666666666;40.4369212962963;29.759837962962962;0.0
