img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25
Pieza_01_foto0;1;0;100.0;100.0;69.3359375;0.0;0.0;100.0;100.0;92.51302083333333;14.778645833333334;0.0;100.0;100.0;91.34114583333333;58.420138888888886;53.90625;100.0;100.0;96.2890625;12.91232638888889;0.0;100.0;100.0;100.0;63.23784722222222;0.0
Pieza_01_foto118;1;118;100.0;100.0;93.7744140625;5.4931640625;0.0;100.0;100.0;97.314453125;8.69140625;0.0;100.0;100.0;100.0;32.2021484375;0.0;100.0;100.0;100.0;30.46875;0.0;100.0;100.0;100.0;39.306640625;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;47.998046875;0.0;100.0;100.0;100.0;35.4248046875;0.0;100.0;100.0;100.0;34.8876953125;0.0;100.0;100.0;100.0;27.9052734375;0.0;100.0;100.0;100.0;39.3798828125;0.0
Pieza_01_foto137;1;137;0.0;24.36266447368421;74.71217105263158;100.0;100.0;0.0;53.063322368421055;100.0;100.0;100.0;0.0;34.06661184210526;100.0;100.0;100.0;0.0;25.513980263157894;100.0;100.0;100.0;0.0;0.5139802631578947;95.60032894736842;100.0;100.0
Pieza_01_foto138;1;138;0.0;56.32440476190476;100.0;100.0;100.0;0.0;35.62127976190476;100.0;100.0;100.0;0.0;31.956845238095237;100.0;100.0;100.0;0.0;13.69047619047619;100.0;100.0;100.0;0.0;12.12797619047619;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;33.0810546875;0.0;100.0;100.0;100.0;22.119140625;0.0;100.0;65.234375;97.8271484375;31.4697265625;0.0;100.0;100.0;100.0;35.791015625;0.0;100.0;100.0;100.0;48.92578125;0.0
Pieza_01_foto153;1;153;100.0;100.0;93.83680555555556;2.9947916666666665;0.0;100.0;100.0;100.0;10.286458333333334;0.0;63.28125;60.69878472222222;93.42447916666667;22.764756944444443;0.0;59.41840277777778;81.55381944444444;96.74479166666667;34.07118055555556;0.0;100.0;100.0;100.0;35.546875;0.0
Pieza_01_foto167;1;167;0.0;35.23848684210526;92.20805921052632;100.0;100.0;0.0;0.0;65.41940789473684;100.0;100.0;46.484375;46.97779605263158;84.08717105263158;100.0;100.0;0.0;0.0;54.48190789473684;100.0;100.0;0.0;0.0;25.986842105263158;97.49177631578948;76.171875
Pieza_01_foto168;1;168;0.0;0.0;75.78125;98.88980263157895;73.12911184210526;0.0;25.78125;85.19736842105263;100.0;100.0;0.0;0.0;47.45065789473684;100.0;100.0;0.0;0.0;75.9251644736842;100.0;100.0;0.0;0.0;36.94490131578947;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;94.44444444444444;19.791666666666668;0.0;100.0;100.0;89.90885416666667;0.0;0.0;100.0;100.0;95.20399305555556;0.0;0.0;100.0;100.0;100.0;10.503472222222221;0.0;100.0;100.0;98.56770833333333;9.526909722222221;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;17.48046875;0.0;100.0;100.0;96.875;0.0;0.0;100.0;100.0;98.7548828125;24.12109375;0.0;100.0;100.0;100.0;32.1533203125;0.0;100.0;100.0;100.0;29.00390625;0.0
Pieza_01_foto202;1;202;0.0;2.004076086956522;54.296875;98.01290760869566;100.0;0.0;57.8125;100.0;100.0;100.0;0.0;62.58491847826087;100.0;100.0;100.0;0.0;5.298913043478261;70.1086956521739;100.0;100.0;0.0;0.0;63.468070652173914;100.0;100.0
Pieza_01_foto203;1;203;100.0;100.0;92.7734375;56.814236111111114;82.98611111111111;1.5190972222222223;83.07291666666667;96.15885416666667;4.383680555555555;5.859375;39.0625;80.59895833333333;100.0;23.372395833333332;0.0;14.0625;16.42795138888889;100.0;40.92881944444444;11.328125;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto219;1;219;100.0;100.0;13.033854166666666;0.0;0.0;100.0;98.02083333333333;15.859375;2.5390625;0.3385416666666667;100.0;90.88541666666667;0.9635416666666666;48.515625;2.2135416666666665;100.0;82.6171875;0.0;0.0;0.0;100.0;70.46875;0.0;0.0;0.0
Pieza_01_foto220;1;220;100.0;97.94560185185185;12.659143518518519;0.0;0.0;100.0;87.38425925925925;0.0;0.0;0.0;100.0;76.04166666666667;0.0;44.44444444444444;13.94675925925926;100.0;72.00520833333333;0.0;2.170138888888889;0.4195601851851852;100.0;60.373263888888886;0.0;35.12731481481482;0.0
Pieza_01_foto236;1;236;0.0;0.0;16.313244047619047;100.0;100.0;0.0;0.0;30.970982142857142;100.0;100.0;0.0;0.0;34.877232142857146;100.0;100.0;0.0;44.140625;82.83110119047619;100.0;100.0;0.0;30.617559523809526;72.37723214285714;100.0;100.0
Pieza_01_foto237;1;237;0.0;54.640625;100.0;100.0;100.0;0.0;69.046875;100.0;100.0;100.0;0.0;53.265625;100.0;100.0;100.0;0.0;37.765625;30.578125;98.828125;100.0;0.0;95.515625;96.71875;80.03125;95.5625
Pieza_01_foto254;1;254;100.0;100.0;30.931712962962962;0.0;0.0;100.0;100.0;38.16550925925926;17.259837962962962;0.9693287037037037;100.0;100.0;13.585069444444445;23.81365740740741;0.5063657407407407;100.0;90.01736111111111;7.1469907407407405;0.0;0.0;100.0;91.34837962962963;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;35.763888888888886;0.0;100.0;100.0;100.0;52.473958333333336;0.0;100.0;100.0;100.0;31.25;0.0;100.0;100.0;91.62326388888889;7.161458333333333;0.0;100.0;100.0;84.02777777777777;1.6059027777777777;0.0
Pieza_01_foto276;1;276;0.0;0.0;81.982421875;100.0;100.0;0.0;9.47265625;100.0;100.0;100.0;0.0;13.720703125;100.0;100.0;100.0;0.0;30.908203125;100.0;100.0;100.0;0.0;21.97265625;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;65.8203125;100.0;100.0;0.0;0.0;86.19791666666667;100.0;100.0;0.0;0.06510416666666667;94.87847222222223;100.0;100.0;0.0;2.756076388888889;100.0;100.0;100.0;0.0;6.770833333333333;100.0;100.0;100.0
Pieza_01_foto294;1;294;19.53125;56.005859375;100.0;81.4453125;76.953125;0.0;29.638671875;97.36328125;49.90234375;7.8125;0.0;46.4599609375;85.2783203125;0.0;0.0;0.0;57.2998046875;66.6748046875;0.0;0.0;69.140625;91.1865234375;26.46484375;0.0;0.0
Pieza_01_foto295;1;295;100.0;88.97879464285714;10.05859375;82.74274553571429;19.405691964285715;100.0;85.75613839285714;1.953125;11.997767857142858;0.390625;100.0;78.82254464285714;0.2650669642857143;14.801897321428571;0.0;70.00558035714286;64.91350446428571;0.0;43.10825892857143;0.0;100.0;91.90848214285714;35.463169642857146;3.1808035714285716;0.0
Pieza_01_foto318;1;318;0.0;0.0;76.54079861111111;100.0;100.0;0.0;0.0;77.77777777777777;100.0;100.0;0.0;0.0;88.73697916666667;100.0;100.0;0.0;6.705729166666667;98.52430555555556;100.0;100.0;0.0;16.666666666666668;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;70.87053571428571;100.0;100.0;100.0;0.0;39.50892857142857;88.83928571428571;100.0;100.0;0.0;30.952380952380953;97.87946428571429;100.0;100.0;0.0;58.66815476190476;100.0;100.0;100.0;0.0;72.43303571428571;100.0;100.0;100.0
Pieza_01_foto342;1;342;0.0;0.0;47.916666666666664;100.0;100.0;0.0;0.0;36.24131944444444;100.0;100.0;0.0;0.0;0.0;90.14756944444444;100.0;0.0;0.0;4.644097222222222;93.75;100.0;0.0;0.0;0.0;93.48958333333333;100.0
Pieza_01_foto343;1;343;100.0;75.65569196428571;0.0;0.0;0.0;100.0;81.45926339285714;10.825892857142858;39.70424107142857;0.0;100.0;70.15904017857143;7.380022321428571;80.6640625;2.4693080357142856;100.0;80.37109375;13.295200892857142;100.0;9.416852678571429;100.0;83.73325892857143;4.408482142857143;35.086495535714285;11.955915178571429
Pieza_01_foto344;1;344;100.0;100.0;96.52777777777777;12.651909722222221;0.0;100.0;100.0;100.0;16.81857638888889;0.0;100.0;100.0;100.0;5.295138888888889;0.0;100.0;100.0;100.0;19.227430555555557;0.0;100.0;100.0;97.96006944444444;13.541666666666666;0.0
Pieza_01_foto368;1;368;0.0;12.348090277777779;85.72048611111111;100.0;100.0;0.0;8.76736111111111;100.0;97.39583333333333;96.09375;0.0;13.953993055555555;100.0;75.78125;66.796875;0.0;3.1901041666666665;85.37326388888889;100.0;100.0;0.0;14.08420138888889;96.02864583333333;100.0;100.0
Pieza_01_foto369;1;369;0.0;0.0;95.5810546875;100.0;100.0;0.0;3.662109375;98.0224609375;100.0;100.0;30.078125;40.0390625;100.0;100.0;100.0;15.625;27.685546875;100.0;100.0;100.0;0.0;25.1953125;97.998046875;82.421875;84.1552734375
Pieza_01_foto38;1;38;100.0;100.0;69.05381944444444;0.0;0.0;100.0;100.0;89.51822916666667;0.0;0.0;100.0;100.0;100.0;39.17100694444444;0.0;100.0;100.0;98.37239583333333;35.15625;0.0;100.0;100.0;100.0;17.274305555555557;0.0
Pieza_01_foto39;1;39;100.0;100.0;99.21875;17.1875;0.0;100.0;100.0;91.6015625;22.135416666666668;0.0;100.0;100.0;100.0;28.624131944444443;0.0;100.0;100.0;100.0;42.10069444444444;0.0;100.0;100.0;100.0;44.53125;0.0
Pieza_01_foto391;1;391;100.0;45.54966517857143;29.059709821428573;77.23214285714286;21.205357142857142;100.0;47.628348214285715;18.415178571428573;42.271205357142854;27.455357142857142;100.0;63.197544642857146;26.395089285714285;83.203125;0.0;100.0;72.51674107142857;0.0;27.804129464285715;0.0;100.0;76.88337053571429;9.877232142857142;64.67633928571429;0.0
Pieza_01_foto392;1;392;100.0;83.31473214285714;0.0;0.0;0.0;100.0;94.43359375;0.0;0.0;0.0;100.0;96.06584821428571;8.231026785714286;0.0;0.0;100.0;93.23381696428571;5.929129464285714;24.846540178571427;1.5066964285714286;100.0;78.20870535714286;15.625;100.0;18.666294642857142
Pieza_01_foto415;1;415;22.8515625;40.5517578125;85.498046875;0.0;0.0;0.0;44.5556640625;83.056640625;0.0;0.0;0.0;42.1630859375;78.41796875;0.0;0.0;0.0;8.30078125;41.8701171875;5.3955078125;0.0;16.4794921875;0.0;85.302734375;42.1875;0.0
Pieza_01_foto416;1;416;0.0;30.078125;94.79166666666667;87.5;100.0;0.0;32.570684523809526;90.625;100.0;100.0;0.0;15.383184523809524;62.40699404761905;100.0;100.0;0.0;75.85565476190476;100.0;97.04241071428571;60.658482142857146;0.0;14.192708333333334;40.30877976190476;100.0;69.53125
Pieza_01_foto437;1;437;100.0;100.0;41.50904605263158;0.0;0.0;100.0;100.0;71.93667763157895;26.089638157894736;6.4761513157894735;100.0;100.0;90.04934210526316;14.84375;3.90625;100.0;100.0;100.0;46.68996710526316;0.0;100.0;100.0;100.0;10.135690789473685;0.0
Pieza_01_foto438;1;438;100.0;42.483108108108105;0.0;0.0;0.0;100.0;40.51942567567568;5.743243243243243;0.33783783783783783;0.0;100.0;52.111486486486484;37.795608108108105;7.495777027027027;0.0;100.0;53.82179054054054;0.0;0.0;0.0;100.0;48.258023648648646;0.0;7.284628378378378;48.479729729729726
Pieza_01_foto460;1;460;0.0;25.966282894736842;56.969572368421055;45.3125;100.0;0.0;27.652138157894736;100.0;100.0;100.0;0.0;13.836348684210526;47.36842105263158;100.0;100.0;0.0;50.452302631578945;100.0;100.0;100.0;0.0;65.74835526315789;100.0;100.0;100.0
Pieza_01_foto461;1;461;0.0;0.0;67.75173611111111;100.0;100.0;0.0;0.0;75.36892361111111;100.0;100.0;0.0;5.447048611111111;87.26128472222223;100.0;100.0;0.0;37.78211805555556;94.76996527777777;88.54166666666667;100.0;0.0;32.53038194444444;90.25607638888889;78.29861111111111;100.0
Pieza_01_foto480;1;480;100.0;45.11217948717949;0.0;0.0;0.0;100.0;58.65384615384615;4.126602564102564;0.0;0.0;100.0;52.34375;13.932291666666666;15.835336538461538;8.723958333333334;100.0;37.95072115384615;0.0;30.37860576923077;13.431490384615385;100.0;47.11538461538461;36.10777243589744;0.0;0.0
Pieza_01_foto481;1;481;100.0;100.0;89.61759868421052;20.74424342105263;0.0;100.0;100.0;79.60526315789474;0.0;0.0;100.0;100.0;76.74753289473684;16.591282894736842;0.0;100.0;100.0;100.0;33.40871710526316;0.6578947368421053;100.0;100.0;100.0;33.03865131578947;1.5419407894736843
Pieza_01_foto503;1;503;0.0;0.0;76.93142361111111;69.7265625;63.671875;0.0;1.4105902777777777;90.21267361111111;100.0;100.0;0.0;26.15017361111111;100.0;100.0;100.0;42.578125;60.807291666666664;100.0;100.0;100.0;0.78125;55.078125;100.0;100.0;100.0
Pieza_01_foto504;1;504;0.0;0.0;72.0458984375;100.0;100.0;0.0;0.0;77.8564453125;100.0;100.0;0.0;6.6650390625;100.0;100.0;100.0;0.0;32.568359375;100.0;100.0;100.0;0.0;27.685546875;100.0;100.0;100.0
Pieza_01_foto521;1;521;100.0;100.0;77.71267361111111;0.6510416666666666;0.0;100.0;100.0;88.41145833333333;24.110243055555557;0.0;100.0;100.0;86.15451388888889;6.640625;0.0;100.0;100.0;72.72135416666667;0.0;0.0;100.0;100.0;83.3984375;14.561631944444445;0.0
Pieza_01_foto522;1;522;100.0;100.0;100.0;28.3935546875;0.0;100.0;100.0;100.0;27.7099609375;0.0;100.0;100.0;92.919921875;32.2998046875;7.03125;100.0;100.0;100.0;36.23046875;7.4462890625;100.0;100.0;100.0;10.4736328125;0.0
