img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20
Pieza_06_foto60;6;60;56.25;63.59375;100.0;29.832589285714285;22.890625;45.3125;50.3125;49.151785714285715;16.383928571428573;0.0;19.408482142857142;18.984375;33.861607142857146;19.375;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_06_foto61;6;61;19.84375;19.58984375;19.0625;41.89453125;85.0;79.375;69.296875;62.20703125;35.46875;43.28125;0.0;0.0;0.0;0.0;60.1171875;100.0;78.57421875;7.1875;0.0;0.0
Pieza_06_foto62;6;62;0.0;0.0;0.0;0.0;57.6171875;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;22.83203125;96.77734375;100.0;100.0;98.4375;74.0625;74.0625
Pieza_06_foto65;6;65;3.8794642857142856;21.625;5.446428571428571;78.45089285714286;16.34375;76.97321428571429;25.272321428571427;31.691964285714285;42.214285714285715;13.183035714285714;6.892857142857143;20.955357142857142;24.174107142857142;57.5;20.339285714285715;73.67857142857143;0.0;17.736607142857142;40.66517857142857;31.267857142857142
Pieza_06_foto66;6;66;15.46875;8.839285714285714;0.0;6.5625;28.035714285714285;32.1875;20.267857142857142;0.0;0.0;0.0;0.0;0.0;0.0;28.683035714285715;64.6875;64.6875;20.446428571428573;0.0;0.0;0.0
Pieza_06_foto7;6;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.642857142857142;29.263392857142858;31.5625;26.183035714285715;12.5;12.96875;12.96875
Pieza_06_foto70;6;70;6.40625;6.40625;37.354166666666664;93.35416666666667;51.28125;21.5625;9.3125;82.47916666666667;83.92708333333333;66.61458333333333;13.59375;18.9375;93.9375;53.260416666666664;10.260416666666666;0.0;13.96875;24.645833333333332;1.15625;0.0
Pieza_06_foto71;6;71;0.0;0.0;0.0;21.99652777777778;53.723958333333336;25.19097222222222;70.84201388888889;54.140625;63.723958333333336;16.15451388888889;0.0;20.19097222222222;36.40625;20.729166666666668;88.14236111111111;0.0;78.76736111111111;60.46006944444444;63.776041666666664;3.828125
Pieza_06_foto72;6;72;0.0;0.0;64.0625;94.07451923076923;62.03125;0.0;0.0;62.86057692307692;100.0;100.0;0.0;0.0;67.71634615384616;49.90384615384615;21.790865384615383;0.0;5.673076923076923;90.2764423076923;52.15144230769231;17.65625
Pieza_06_foto73;6;73;0.0;0.0;0.0;1.85546875;52.71484375;55.3125;33.22265625;25.15625;27.578125;30.0;0.0;0.0;0.0;0.0;22.265625;54.6875;48.7890625;0.0;0.0;0.0
Pieza_06_foto74;6;74;78.69419642857143;76.09375;98.29241071428571;100.0;64.48660714285714;0.0;7.555803571428571;100.0;100.0;100.0;43.10267857142857;42.5;91.13839285714286;100.0;68.70535714285714;0.0;1.5290178571428572;67.76785714285714;35.15625;17.65625
Pieza_06_foto78;6;78;0.0;0.0;0.0;8.37890625;85.09765625;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;32.59765625;98.4765625;100.0;100.0;98.80859375;72.96875;72.96875
Pieza_06_foto79;6;79;0.0;48.203125;28.4765625;13.265625;51.4140625;100.0;99.578125;82.21875;47.875;0.0;0.0;10.828125;3.921875;0.0;54.71875;100.0;48.6171875;0.0;0.0;0.0
Pieza_06_foto8;6;8;0.0;20.326704545454547;31.98153409090909;5.9375;92.890625;48.95596590909091;28.664772727272727;89.13352272727273;73.87073863636364;36.64772727272727;37.37926136363637;2.8693181818181817;4.900568181818182;39.0625;82.9971590909091;93.28125;71.49857954545455;69.20454545454545;65.25568181818181;29.865056818181817
Pieza_06_foto80;6;80;19.015625;9.9375;12.375;19.21875;7.6875;0.0;22.203125;22.328125;0.0;0.0;0.0;0.0;7.5;43.90625;29.078125;5.15625;19.84375;35.15625;13.625;0.0
Pieza_06_foto81;6;81;0.0;58.69485294117647;100.0;70.27573529411765;52.78492647058823;14.935661764705882;0.0;62.876838235294116;91.77389705882354;81.40625;48.90625;95.38602941176471;79.89889705882354;3.6488970588235294;18.501838235294116;54.080882352941174;0.0;14.227941176470589;20.15625;79.75183823529412
Pieza_06_foto82;6;82;0.0;0.0;34.127604166666664;92.5;26.419270833333332;0.0;9.895833333333334;42.239583333333336;36.328125;43.4375;0.0;0.0;0.6510416666666666;76.57552083333333;78.15104166666667;1.3932291666666667;0.0;0.0;0.0;29.84375
Pieza_06_foto83;6;83;33.16028225806452;56.68346774193548;0.0;31.638104838709676;45.39314516129032;88.59375;39.082661290322584;49.84879032258065;37.212701612903224;7.757056451612903;14.279233870967742;61.55745967741935;5.710685483870968;59.632056451612904;48.03931451612903;66.5725806451613;42.600806451612904;31.754032258064516;0.0;0.0
Pieza_06_foto87;6;87;0.0;2.9375;22.03125;0.0;67.91666666666667;38.302083333333336;2.3541666666666665;26.666666666666668;9.447916666666666;16.09375;0.0;15.21875;47.989583333333336;50.625;95.82291666666667;35.635416666666664;31.46875;85.29166666666667;38.229166666666664;36.875
Pieza_06_foto88;6;88;12.698863636363637;0.0;0.0;21.079545454545453;30.056818181818183;0.6960227272727273;7.954545454545454;21.875;7.2585227272727275;0.0;0.0;0.0;31.875;61.23579545454545;8.991477272727273;0.0;0.0;0.0;0.0;0.0
