img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70;pw_71;pw_72;pw_73;pw_74;pw_75;pw_76;pw_77;pw_78;pw_79;pw_80
Pieza_01_foto0;1;0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.875;72.734375;34.453125;32.34375;30.703125;24.53125;18.59375;6.875;6.875;6.875;6.875;6.875;4.84375;4.84375;4.84375;4.84375;4.84375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.90625;87.8125;80.0;72.1875;60.234375;40.46875;40.3125;40.0;39.375;35.3125;16.71875;16.71875;16.71875;16.71875;16.71875
Pieza_01_foto118;1;118;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.3125;81.171875;48.203125;22.96875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.984375;43.828125;36.171875;20.859375;5.703125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto119;1;119;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.859375;35.3125;18.125;5.78125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.640625;52.8125;19.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto137;1;137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.890625;14.921875;56.953125;67.03125;73.28125;73.28125;73.28125;73.28125;73.28125;83.59375;85.9375;87.8125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.671875;50.46875;61.796875;83.28125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto138;1;138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.34375;32.03125;37.34375;85.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.828125;15.9375;46.5625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto152;1;152;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;86.71875;93.359375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;80.0;41.640625;9.921875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.375;99.375;99.375;99.375;99.375;99.375;99.375;99.375;99.6875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;73.203125;36.171875;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto153;1;153;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;77.8125;51.40625;36.40625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.125;68.125;68.125;68.125;68.125;68.125;68.125;68.125;76.71875;80.859375;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;76.40625;88.203125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;76.875;15.703125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto167;1;167;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;5.78125;21.5625;35.3125;35.3125;35.3125;36.09375;36.09375;36.09375;51.171875;66.25;88.90625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;12.8125;13.90625;22.734375;23.671875;24.84375;25.3125;30.46875;63.203125;72.890625;85.703125;96.953125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.46875;90.46875;90.46875
Pieza_01_foto168;1;168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.71875;28.75;28.75;28.75;28.75;28.75;56.71875;68.75;74.921875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;95.78125;91.5625;91.484375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.859375;24.0625;24.0625;24.0625;25.78125;53.28125;95.9375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto184;1;184;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.0625;33.359375;23.75;23.75;23.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.828125;64.609375;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto185;1;185;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.015625;45.46875;34.375;4.140625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.484375;42.265625;11.09375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto202;1;202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1875;25.703125;41.875;49.21875;49.21875;49.21875;49.21875;49.21875;49.21875;58.4375;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;81.71875;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.53125;24.0625;24.0625;24.0625;24.0625;24.0625;24.0625;24.0625;24.0625;24.0625;37.109375;85.15625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto203;1;203;40.46875;40.46875;40.46875;40.46875;40.46875;40.46875;40.46875;40.46875;41.71875;44.453125;66.953125;68.75;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;86.953125;73.203125;58.28125;32.8125;22.65625;22.65625;22.65625;22.65625;22.65625;22.734375;23.203125;24.0625;24.21875;24.6875;25.78125;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;63.4375;65.625;65.625;65.625;65.625;65.625;74.140625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;80.625;70.9375;64.0625;58.046875;54.21875;44.53125;44.53125;44.53125;44.53125;44.53125;44.53125;44.53125
Pieza_01_foto219;1;219;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;97.8125;84.47916666666667;60.572916666666664;51.09375;7.760416666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.03125;22.03125;22.03125;22.03125;22.03125;22.03125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.6875;82.34375;57.135416666666664;39.6875;11.822916666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0625;13.59375;13.59375;13.59375;13.59375;13.59375
Pieza_01_foto220;1;220;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.35416666666667;72.5;34.6875;28.802083333333332;16.770833333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.979166666666667;13.28125;13.28125;13.28125;13.28125;13.28125;10.520833333333334;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;90.98958333333333;86.35416666666667;36.614583333333336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.947916666666667;19.895833333333332;20.78125;20.78125;42.239583333333336;42.34375;40.052083333333336;21.5625;21.5625;21.510416666666668;6.40625;0.0;0.0
Pieza_01_foto236;1;236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.03125;50.078125;67.5;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.125;46.875;47.734375;47.8125;47.8125;47.8125;47.8125;47.8125;47.8125;47.8125;47.8125;47.8125;58.359375;74.921875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto237;1;237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.46875;59.375;87.86458333333333;97.1875;97.1875;98.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.21875;48.489583333333336;66.92708333333333;67.1875;67.1875;67.1875;62.5;63.125;68.125;68.125;68.125;68.125;68.125;69.21875;71.40625;73.75;81.40625;96.09375;100.0;92.60416666666667;88.90625;88.90625;88.90625;88.90625;88.90625;88.90625;92.60416666666667;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto254;1;254;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;96.30208333333333;80.98958333333333;66.66666666666667;22.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.302083333333332;25.3125;25.3125;25.3125;25.3125;25.3125;5.3125;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;81.5625;51.354166666666664;18.4375;16.09375;14.166666666666666;8.541666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto255;1;255;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.5625;73.515625;35.9375;20.3125;16.25;14.765625;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;83.515625;74.21875;54.609375;32.34375;25.9375;24.921875;13.515625;12.65625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto276;1;276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1875;47.03125;72.578125;77.34375;92.421875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.8125;33.28125;43.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto277;1;277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.984375;47.65625;63.90625;91.71875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.53125;91.5625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto294;1;294;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;7.8125;16.71875;31.71875;55.3125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;71.5625;71.5625;67.5;62.34375;62.34375;54.375;34.0625;34.0625;34.0625;33.90625;33.90625;33.90625;33.90625;33.90625;33.90625;33.90625;33.90625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;27.65625;28.28125;32.421875;37.34375;78.90625;100.0;100.0;100.0;93.75;87.5;87.5;77.8125;71.71875;49.6875;39.0625;17.65625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.44791666666667;35.416666666666664;27.708333333333332;3.9583333333333335;0.0;0.0;0.0;0.0;0.0;3.8541666666666665;12.552083333333334;16.510416666666668;22.03125;22.03125;22.03125;34.479166666666664;47.5;47.5;47.5;47.5;47.5;37.1875;20.3125;19.895833333333332;86.5625;86.5625;86.5625;86.5625;86.5625;86.5625;86.5625;86.5625;95.52083333333333;100.0;100.0;100.0;100.0;100.0;91.97916666666667;74.94791666666667;53.645833333333336;25.0;17.34375;17.34375;17.34375;17.34375;15.208333333333334;11.875;11.875;11.875;11.875;11.875;16.354166666666668;24.53125;34.84375;34.84375;34.84375;34.84375;32.291666666666664;15.520833333333334;0.0;0.0;0.0;0.0
Pieza_01_foto318;1;318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.34375;89.375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.15625;63.984375;82.96875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto319;1;319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.953125;27.65625;47.109375;58.046875;61.328125;64.375;75.78125;77.109375;77.96875;78.75;82.265625;83.203125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.34375;36.484375;49.765625;57.03125;94.921875;97.34375;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto342;1;342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.5;61.875;69.84375;69.84375;78.90625;84.21875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.71875;54.6875;79.6875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto343;1;343;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.23958333333333;47.239583333333336;14.010416666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.333333333333334;18.697916666666668;20.9375;20.9375;20.9375;23.854166666666668;31.979166666666668;35.625;35.625;35.625;35.625;29.583333333333332;8.697916666666666;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;47.5;20.885416666666668;16.302083333333332;3.8541666666666665;0.0;0.0;0.0;0.0;0.0;0.0;16.041666666666668;60.833333333333336;68.28125;68.28125;73.28125;73.28125;74.21875;74.6875;74.6875;74.6875;70.83333333333333;60.520833333333336;23.385416666666668;18.020833333333332
Pieza_01_foto344;1;344;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.5;49.140625;34.53125;22.421875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;92.65625;60.46875;49.609375;20.9375;6.015625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto368;1;368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.859375;12.34375;12.96875;62.65625;73.28125;82.1875;93.125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;83.90625;83.90625;83.90625;83.90625;83.90625;83.90625;83.90625;83.90625;83.90625;83.90625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.484375;36.796875;51.328125;60.234375;72.8125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto369;1;369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.71875;79.53125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;18.28125;30.859375;55.078125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.59375;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;92.96875;93.515625;94.21875;94.21875;94.21875;94.21875
Pieza_01_foto38;1;38;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;89.140625;88.28125;87.34375;81.796875;69.53125;34.765625;17.34375;3.984375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.140625;78.4375;61.171875;46.484375;39.21875;39.0625;31.953125;12.109375;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto39;1;39;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;84.21875;82.734375;67.96875;54.0625;35.625;27.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.1875;47.65625;24.921875;11.875;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto391;1;391;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.58333333333333;64.27083333333333;22.239583333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.760416666666668;72.08333333333333;72.34375;72.34375;72.34375;74.94791666666667;78.59375;78.59375;78.59375;78.59375;78.59375;57.96875;5.9375;5.9375;11.197916666666666;21.71875;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.47916666666667;89.32291666666667;33.90625;4.427083333333333;0.0;0.0;0.0;0.0;0.0;0.0;3.125;9.375;18.59375;37.03125;37.03125;37.1875;55.625;64.21875;63.385416666666664;62.96875;62.96875;62.96875;49.53125;0.0;0.0;0.0
Pieza_01_foto392;1;392;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.51041666666667;61.614583333333336;36.614583333333336;0.10416666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;74.94791666666667;45.677083333333336;35.364583333333336;23.177083333333332;7.760416666666667;0.0;0.0;0.0;4.166666666666667;17.34375;17.34375;24.53125;55.15625;55.15625;55.15625;55.15625;55.15625;47.604166666666664;42.8125;42.8125;42.8125;42.8125;42.8125;3.9583333333333335
Pieza_01_foto415;1;415;16.25;16.25;16.25;16.25;8.125;0.0;0.0;0.0;0.0;0.0;0.0;13.203125;45.3125;94.140625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;62.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.71875;11.71875;11.71875;11.71875;5.859375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.796875;32.1875;32.1875;41.875;63.59375;76.25;79.53125;79.53125;79.53125;67.421875;47.34375;47.34375;47.34375;25.625;15.15625;12.421875;4.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto416;1;416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.859375;44.609375;56.40625;76.875;76.875;76.875;76.875;76.875;76.875;76.875;76.875;76.875;76.875;78.984375;91.25;91.25;91.25;91.25;91.25;91.25;91.25;95.625;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.71875;36.40625;39.921875;44.921875;50.3125;55.859375;63.046875;69.0625;69.0625;69.0625;69.921875;70.78125;70.78125;70.78125;70.78125;70.78125;70.78125;85.625;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
Pieza_01_foto437;1;437;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.015625;66.171875;37.1875;37.1875;36.328125;21.875;21.40625;18.59375;15.78125;15.78125;15.78125;15.78125;15.78125;15.78125;15.78125;15.78125;15.78125;15.78125;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;91.484375;70.9375;52.265625;35.3125;32.890625;27.578125;21.09375;17.1875;0.0;0.0;0.0;0.0;0.0
