img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10
Pieza_01_foto0;1;0;100.0;7.734375;100.0;22.916666666666668;100.0;61.467013888888886;100.0;23.680555555555557;100.0;45.295138888888886
Pieza_01_foto118;1;118;100.0;19.70703125;100.0;22.40234375;100.0;32.880859375;100.0;32.1875;100.0;35.72265625
Pieza_01_foto119;1;119;100.0;39.19921875;100.0;34.169921875;100.0;33.955078125;100.0;31.162109375;100.0;35.751953125
Pieza_01_foto137;1;137;22.090242346938776;100.0;43.02455357142857;100.0;35.658482142857146;100.0;32.342155612244895;100.0;20.942283163265305;100.0
Pieza_01_foto138;1;138;44.126157407407405;100.0;36.074942129629626;100.0;34.64988425925926;100.0;27.546296296296298;100.0;26.93865740740741;100.0
Pieza_01_foto152;1;152;100.0;33.232421875;100.0;28.84765625;85.224609375;32.587890625;100.0;34.31640625;100.0;39.5703125
Pieza_01_foto153;1;153;100.0;18.73263888888889;100.0;24.114583333333332;66.96180555555556;29.10590277777778;75.08680555555556;33.62847222222222;100.0;34.21875
Pieza_01_foto167;1;167;33.091517857142854;100.0;9.040178571428571;100.0;52.51913265306123;100.0;4.799107142857143;100.0;0.04783163265306122;82.03125
Pieza_01_foto168;1;168;13.058035714285714;87.40433673469387;26.705994897959183;100.0;2.072704081632653;100.0;13.113839285714286;100.0;0.16741071428571427;97.83163265306122
Pieza_01_foto184;1;184;100.0;25.694444444444443;100.0;15.963541666666666;100.0;18.08159722222222;100.0;24.20138888888889;100.0;23.23784722222222
Pieza_01_foto185;1;185;100.0;26.9921875;100.0;18.75;100.0;29.150390625;100.0;32.861328125;100.0;31.6015625
Pieza_01_foto202;1;202;12.028556034482758;90.54418103448276;43.61530172413793;100.0;45.5078125;100.0;10.9375;100.0;6.202855603448276;100.0
Pieza_01_foto203;1;203;100.0;73.02951388888889;53.83680555555556;22.56076388888889;67.86458333333333;29.348958333333332;32.19618055555556;40.90277777777778;100.0;100.0
Pieza_01_foto219;1;219;84.09231085526316;0.0;84.4263980263158;1.1358963815789473;75.7298519736842;20.02467105263158;72.08573190789474;0.0;67.29029605263158;0.0
Pieza_01_foto220;1;220;84.87056902985074;0.0;75.51305970149254;0.0;70.94216417910448;23.53078358208955;69.31553171641791;1.0436100746268657;64.62803171641791;14.155783582089553
Pieza_01_foto236;1;236;0.0;89.67737268518519;0.0;95.37760416666667;0.0;96.89670138888889;33.224826388888886;99.48640046296296;23.386863425925927;100.0
Pieza_01_foto237;1;237;42.317708333333336;100.0;48.03447420634921;100.0;41.77207341269841;100.0;20.306299603174605;87.3015873015873;57.40947420634921;90.14136904761905
Pieza_01_foto254;1;254;93.06203358208955;0.0;95.97714552238806;7.3460820895522385;86.07159514925372;9.800606343283581;79.45429104477611;0.0;77.11054104477611;0.0
Pieza_01_foto255;1;255;100.0;34.30555555555556;100.0;40.989583333333336;100.0;32.5;100.0;19.51388888888889;100.0;14.253472222222221
Pieza_01_foto276;1;276;12.79296875;100.0;23.7890625;100.0;25.48828125;100.0;32.36328125;100.0;28.7890625;100.0
Pieza_01_foto277;1;277;6.328125;100.0;14.479166666666666;100.0;17.977430555555557;100.0;21.102430555555557;100.0;22.708333333333332;100.0
Pieza_01_foto294;1;294;50.21484375;83.359375;31.85546875;42.03125;38.583984375;14.111328125;42.919921875;6.669921875;74.697265625;0.01953125
Pieza_01_foto295;1;295;73.974609375;43.15321180555556;72.998046875;4.817708333333333;69.64518229166667;5.756293402777778;52.468532986111114;16.764322916666668;83.47439236111111;6.184895833333333
Pieza_01_foto318;1;318;10.616319444444445;100.0;11.11111111111111;100.0;15.494791666666666;100.0;22.09201388888889;100.0;26.666666666666668;100.0
Pieza_01_foto319;1;319;49.782986111111114;100.0;33.24652777777778;100.0;33.43460648148148;100.0;45.03761574074074;100.0;50.390625;100.0
Pieza_01_foto342;1;342;0.0;96.875;0.0;92.0987215909091;0.0;73.2421875;0.0;76.61576704545455;0.0;74.609375
