img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20
Pieza_02_foto0107;2;107;71;70;70;65;66;66;66;63;64;64;62;62;61;60;61;61;60;58;57;57;44.234154929577464;43.214285714285715;42.65625;36.5625;37.00284090909091;37.878787878787875;35.51136363636363;33.2093253968254;35.25390625;34.3994140625;32.66129032258065;31.754032258064516;30.5327868852459;30.104166666666668;30.917008196721312;31.326844262295083;28.489583333333332;27.478448275862068;26.343201754385966;26.343201754385966
Pieza_02_foto0135;2;135;85;85;79;81;81;80;78;78;81;86;86;83;83;83;89;89;89;87;88;88;30.90073529411765;26.378676470588236;24.22863924050633;26.40817901234568;25.771604938271604;24.21875;23.15705128205128;23.15705128205128;26.311728395061728;31.75872093023256;30.19622093023256;26.524849397590362;28.63328313253012;21.291415662650603;28.458567415730336;35.55126404494382;30.811095505617978;30.872844827586206;34.375;34.375
Pieza_02_foto0164;2;164;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;80;80;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;80.0;80.0
Pieza_02_foto027;2;27;65;65;65;74;74;58;58;75;91;91;91;91;86;86;78;79;80;109;109;108;0.21634615384615385;0.21634615384615385;0.21634615384615385;3.0405405405405403;0.0;0.0;0.0;3.5208333333333335;14.440247252747254;14.440247252747254;14.440247252747254;12.843406593406593;10.465116279069768;6.976744186046512;5.128205128205129;5.419303797468355;6.328125;31.665711009174313;31.12098623853211;30.613425925925927
Pieza_02_foto028;2;28;108;108;108;108;108;108;108;108;108;108;108;108;98;100;108;108;108;108;108;108;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;65.3061224489796;64.0;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926;59.25925925925926
Pieza_02_foto0306;2;306;57;57;57;59;59;59;54;54;53;59;81;81;81;60;60;60;64;64;64;59;89.0625;89.0625;86.26644736842105;88.16207627118644;92.1875;87.8177966101695;84.375;83.15972222222223;82.8125;91.65783898305085;78.7229938271605;79.01234567901234;78.37577160493827;93.75;93.75;93.75;96.2890625;100.0;95.9228515625;92.1875
Pieza_02_foto0341;2;341;75;78;78;77;72;72;72;66;66;63;62;59;59;71;77;77;64;67;67;67;33.333333333333336;36.09775641025641;36.979166666666664;29.9512987012987;28.36371527777778;29.70920138888889;24.891493055555557;22.75094696969697;21.235795454545453;18.998015873015873;16.330645161290324;15.254237288135593;15.254237288135593;22.997359154929576;35.79545454545455;34.41558441558441;20.5322265625;23.880597014925375;23.880597014925375;23.880597014925375
Pieza_02_foto0359;2;359;114;115;115;115;116;116;116;115;116;116;118;118;119;119;115;88;88;88;88;52;56.14035087719298;55.65217391304348;55.65217391304348;55.65217391304348;55.172413793103445;55.172413793103445;55.172413793103445;55.65217391304348;55.172413793103445;55.172413793103445;54.23728813559322;54.23728813559322;53.78151260504202;53.78151260504202;55.65217391304348;72.72727272727273;72.72727272727273;72.72727272727273;62.5;81.25
Pieza_02_foto053;2;53;90;87;79;79;93;93;78;78;94;94;94;79;61;61;61;54;69;69;69;69;36.302083333333336;27.029454022988507;24.22863924050633;24.22863924050633;40.339381720430104;31.518817204301076;23.15705128205128;23.15705128205128;29.85372340425532;41.555851063829785;38.597074468085104;14.774525316455696;7.402663934426229;7.402663934426229;4.354508196721311;2.8935185185185186;9.48822463768116;14.153079710144928;14.153079710144928;14.153079710144928
Pieza_02_foto065;2;65;87;87;87;88;89;89;89;101;101;101;98;99;99;100;105;105;105;111;111;109;73.5632183908046;73.5632183908046;73.5632183908046;72.72727272727273;71.91011235955057;71.91011235955057;57.68960674157304;54.54826732673267;63.366336633663366;63.366336633663366;65.3061224489796;64.64646464646465;64.64646464646465;64.0;60.95238095238095;60.95238095238095;60.95238095238095;57.65765765765766;57.65765765765766;58.71559633027523
Pieza_02_foto066;2;66;65;65;64;62;65;76;77;79;81;85;85;85;86;86;85;85;85;85;85;85;98.46153846153847;98.46153846153847;96.97265625;96.875;97.98076923076923;84.21052631578948;83.11688311688312;81.0126582278481;79.01234567901234;75.29411764705883;75.29411764705883;75.29411764705883;74.4186046511628;74.4186046511628;75.29411764705883;75.29411764705883;75.29411764705883;75.29411764705883;75.29411764705883;75.29411764705883
Pieza_02_foto079;2;79;63;63;65;77;77;76;70;57;68;68;66;66;60;65;65;67;67;67;63;63;33.95337301587302;33.95337301587302;34.95192307692308;49.89853896103896;52.71915584415584;45.41529605263158;31.584821428571427;26.343201754385966;40.533088235294116;39.26930147058823;37.878787878787875;37.878787878787875;30.104166666666668;32.88461538461539;36.5625;38.15298507462686;39.202425373134325;35.377798507462686;33.95337301587302;33.95337301587302
Pieza_02_foto106;2;106;58;74;77;77;77;61;61;61;52;52;53;69;69;69;56;56;56;58;60;60;90.625;79.26520270270271;83.11688311688312;83.11688311688312;82.62987012987013;95.3125;95.3125;82.06967213114754;78.75600961538461;81.25;82.31132075471699;77.80797101449275;92.7536231884058;87.5;87.5;87.5;87.5;88.98168103448276;91.953125;93.75
Pieza_02_foto107;2;107;54;54;55;57;58;68;68;58;59;59;47;59;61;66;66;66;62;67;67;67;84.375;84.375;85.85227272727273;87.33552631578948;90.59806034482759;90.85477941176471;92.04963235294117;90.625;91.84322033898304;90.625;73.4375;80.45550847457628;92.75102459016394;94.34185606060606;96.96969696969697;95.07575757575758;96.875;95.28917910447761;95.5223880597015;95.5223880597015
Pieza_02_foto135;2;135;76;76;64;68;68;64;64;64;65;73;73;69;65;65;67;67;67;74;74;74;84.21052631578948;84.21052631578948;100.0;94.11764705882354;94.11764705882354;95.4833984375;93.65234375;100.0;98.46153846153847;87.67123287671232;87.67123287671232;92.7536231884058;98.46153846153847;98.46153846153847;95.5223880597015;95.5223880597015;95.5223880597015;86.48648648648648;86.48648648648648;86.48648648648648
Pieza_02_foto164;2;164;113;114;114;99;99;99;80;81;81;84;84;84;76;76;77;77;81;81;81;79;56.63716814159292;56.14035087719298;56.14035087719298;64.64646464646465;64.64646464646465;64.64646464646465;69.3359375;69.73379629629629;79.01234567901234;76.19047619047619;76.19047619047619;76.19047619047619;84.21052631578948;84.21052631578948;83.11688311688312;83.11688311688312;79.01234567901234;79.01234567901234;79.01234567901234;81.0126582278481
Pieza_02_foto27;2;27;117;117;117;87;87;84;84;75;95;95;94;64;65;65;65;80;80;78;78;78;54.7008547008547;54.7008547008547;54.7008547008547;73.5632183908046;73.5632183908046;76.19047619047619;76.19047619047619;85.33333333333333;67.36842105263158;67.36842105263158;68.08510638297872;100.0;98.46153846153847;98.46153846153847;98.46153846153847;80.0;80.0;82.05128205128206;82.05128205128206;82.05128205128206
Pieza_02_foto28;2;28;163;180;180;180;170;170;67;69;69;66;60;62;62;64;139;139;90;92;143;143;39.263803680981596;35.55555555555556;35.55555555555556;35.55555555555556;37.64705882352941;37.64705882352941;95.5223880597015;92.7536231884058;92.7536231884058;95.35984848484848;92.23958333333333;93.22076612903226;96.875;98.7548828125;46.0431654676259;46.0431654676259;71.11111111111111;69.56521739130434;44.75524475524475;44.75524475524475
Pieza_02_foto341;2;341;64;81;81;68;71;71;72;72;73;73;73;57;81;85;85;85;91;91;91;90;100.0;79.01234567901234;79.01234567901234;94.11764705882354;90.14084507042253;90.14084507042253;88.88888888888889;88.88888888888889;87.67123287671232;87.67123287671232;84.95291095890411;89.0625;74.01620370370371;75.29411764705883;75.29411764705883;75.29411764705883;70.32967032967034;70.32967032967034;70.32967032967034;71.11111111111111
Pieza_02_foto359;2;359;82;84;84;80;80;76;78;78;76;76;75;75;74;74;75;75;74;74;73;73;42.0922256097561;44.419642857142854;43.73139880952381;39.55078125;27.59765625;23.458059210526315;36.93910256410256;36.458333333333336;34.56003289473684;33.7171052631579;33.333333333333336;32.854166666666664;32.11570945945946;32.11570945945946;33.333333333333336;32.708333333333336;32.11570945945946;31.355574324324323;30.90753424657534;30.90753424657534
Pieza_02_foto53;2;53;82;82;82;79;60;53;54;62;103;103;103;81;82;82;81;78;83;83;94;96;78.04878048780488;78.04878048780488;78.04878048780488;77.61075949367088;92.39583333333333;82.8125;83.91203703703704;90.85181451612904;62.105582524271846;62.13592233009709;62.13592233009709;79.01234567901234;78.04878048780488;78.04878048780488;79.01234567901234;82.05128205128206;77.10843373493977;77.10843373493977;68.08510638297872;66.66666666666667
Pieza_02_foto65;2;65;270;270;270;249;250;179;179;179;166;209;209;209;175;197;242;242;242;244;247;250;23.703703703703702;23.703703703703702;23.703703703703702;25.70281124497992;25.6;35.754189944134076;35.754189944134076;35.754189944134076;38.55421686746988;30.62200956937799;30.62200956937799;30.62200956937799;36.57142857142857;32.48730964467005;26.446280991735538;26.446280991735538;26.446280991735538;26.229508196721312;25.910931174089068;25.6
Pieza_02_foto66;2;66;81;81;80;79;79;79;80;80;79;79;79;76;74;72;71;66;56;62;62;62;40.8179012345679;40.798611111111114;38.671875;38.29113924050633;38.29113924050633;38.29113924050633;39.47265625;39.51171875;38.29113924050633;38.29113924050633;35.68037974683544;33.223684210526315;31.37668918918919;28.90625;25.836267605633804;16.832386363636363;12.3046875;15.49899193548387;18.371975806451612;18.371975806451612
Pieza_02_foto79;2;79;96;96;100;100;100;108;108;108;91;99;103;103;103;56;90;108;108;106;98;98;66.66666666666667;66.66666666666667;64.0;64.0;64.0;59.25925925925926;59.25925925925926;59.25925925925926;70.32967032967034;64.64646464646465;62.13592233009709;62.13592233009709;56.067961165048544;86.66294642857143;62.673611111111114;59.25925925925926;59.25925925925926;60.37735849056604;65.3061224489796;65.3061224489796
Pieza_03_foto0113;3;113;76;76;60;72;72;72;70;71;74;74;74;74;72;71;72;72;72;66;63;63;84.21052631578948;76.64473684210526;88.15104166666667;87.890625;88.88888888888889;88.88888888888889;91.42857142857143;90.14084507042253;86.48648648648648;86.48648648648648;86.48648648648648;86.48648648648648;88.88888888888889;90.14084507042253;88.88888888888889;88.88888888888889;88.88888888888889;95.71496212121212;98.4375;98.4375
Pieza_03_foto0138;3;138;82;84;86;86;85;84;82;81;55;72;72;64;76;76;76;75;62;62;62;38;78.04878048780488;76.19047619047619;74.4186046511628;74.4186046511628;75.29411764705883;76.19047619047619;78.04878048780488;73.6304012345679;85.9375;86.74045138888889;88.88888888888889;100.0;84.21052631578948;84.21052631578948;84.21052631578948;83.79166666666667;96.875;96.875;78.72983870967742;59.375
Pieza_03_foto0139;3;139;81;83;83;79;81;81;81;75;62;62;64;70;70;68;66;66;66;63;62;62;79.01234567901234;77.10843373493977;77.10843373493977;81.0126582278481;79.01234567901234;79.01234567901234;79.01234567901234;84.375;96.875;95.9929435483871;95.751953125;91.42857142857143;91.42857142857143;94.11764705882354;96.96969696969697;96.96969696969697;96.92234848484848;97.4702380952381;96.875;96.875
Pieza_03_foto016;3;16;256;257;258;258;247;249;249;266;269;269;270;270;269;267;268;268;207;127;126;125;25.0;24.90272373540856;24.8062015503876;24.8062015503876;25.910931174089068;25.70281124497992;25.70281124497992;24.06015037593985;23.79182156133829;23.79182156133829;23.703703703703702;23.703703703703702;23.79182156133829;23.970037453183522;23.880597014925375;23.880597014925375;30.917874396135264;50.39370078740158;50.79365079365079;51.2
Pieza_03_foto0215;3;215;60;60;60;59;59;59;59;59;60;60;59;59;59;59;59;60;60;60;34;22;93.75;93.75;92.65625;92.1875;92.1875;92.1875;92.1875;92.1875;93.25520833333333;93.75;92.1875;92.1875;92.1875;92.1875;90.73093220338983;90.98958333333333;93.75;68.984375;37.68382352941177;34.375
Pieza_03_foto0294;3;294;35;35;58;61;66;69;71;71;73;73;73;72;75;75;74;74;71;70;70;68;54.6875;54.6875;78.09806034482759;91.31659836065573;96.3778409090909;92.7536231884058;90.14084507042253;90.14084507042253;87.67123287671232;87.67123287671232;87.67123287671232;88.88888888888889;85.33333333333333;85.33333333333333;86.48648648648648;86.48648648648648;90.14084507042253;91.42857142857143;91.42857142857143;94.11764705882354
Pieza_03_foto0328;3;328;56;58;58;61;61;60;61;61;61;60;60;61;62;64;64;64;63;61;60;59;87.5;87.76939655172414;90.625;93.90368852459017;95.28688524590164;92.421875;93.72438524590164;95.3125;93.18647540983606;92.265625;93.75;94.2110655737705;95.86693548387096;98.828125;100.0;99.2919921875;97.39583333333333;95.3125;92.44791666666667;92.1875
Pieza_03_foto0329;3;329;52;52;53;53;56;58;58;58;57;57;58;58;58;57;56;56;57;58;58;58;81.25;81.25;81.75117924528301;82.8125;86.10491071428571;88.22737068965517;90.625;89.22413793103448;89.0625;89.0625;89.54741379310344;90.625;89.19719827586206;88.56907894736842;87.5;87.5;87.63706140350877;90.19396551724138;90.625;90.625
Pieza_03_foto0343;3;343;119;119;119;119;118;62;61;61;60;59;58;58;114;114;114;113;113;112;111;111;30.252100840336134;30.252100840336134;30.252100840336134;29.792542016806724;6.223516949152542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.966008771929825;25.34265350877193;24.75328947368421;24.391592920353983;23.8108407079646;23.074776785714285;22.52252252252252;22.52252252252252
Pieza_03_foto0344;3;344;61;63;65;66;67;68;68;68;59;63;70;70;70;65;70;70;71;71;70;70;95.3125;97.37103174603175;98.2451923076923;96.96969696969697;95.5223880597015;94.11764705882354;94.11764705882354;92.48621323529412;92.1875;96.03174603174604;91.20535714285714;91.42857142857143;91.42857142857143;97.01923076923077;90.9375;91.42857142857143;90.14084507042253;90.14084507042253;91.42857142857143;91.42857142857143
Pieza_03_foto0345;3;345;54;54;54;53;53;55;56;57;57;58;58;58;59;59;58;58;58;58;58;58;84.375;84.375;84.375;82.8125;82.8125;84.9715909090909;86.04910714285714;87.93859649122807;89.0625;89.0625;90.625;90.625;91.4989406779661;91.76377118644068;90.625;90.625;90.625;90.625;90.625;90.625
Pieza_03_foto0392;3;392;25;37;50;57;57;57;58;58;58;59;59;59;61;64;65;66;67;67;67;66;39.0625;40.582770270270274;65.625;84.78618421052632;89.0625;89.0625;89.22413793103448;90.625;90.625;91.76377118644068;92.1875;92.1875;93.23770491803279;98.046875;98.46153846153847;96.96969696969697;95.5223880597015;95.5223880597015;95.5223880597015;96.96969696969697
Pieza_03_foto0393;3;393;60;60;61;62;62;62;62;62;64;64;64;65;65;61;61;61;60;60;58;58;93.75;93.75;94.44159836065573;96.875;96.875;96.875;96.875;96.875;97.6806640625;100.0;100.0;98.46153846153847;98.14903846153847;95.3125;95.3125;94.13422131147541;93.75;92.421875;90.625;90.625
Pieza_03_foto0411;3;411;108;108;108;107;101;100;104;109;112;112;111;108;110;110;110;110;110;110;80;52;59.25925925925926;59.25925925925926;59.25925925925926;59.81308411214953;63.366336633663366;64.0;61.53846153846154;58.71559633027523;57.142857142857146;57.142857142857146;57.65765765765766;59.25925925925926;58.18181818181818;58.18181818181818;58.18181818181818;58.18181818181818;58.18181818181818;58.18181818181818;65.703125;81.25
Pieza_03_foto0445;3;445;46;48;68;78;79;79;80;80;79;79;71;74;79;79;78;77;75;74;74;74;71.875;72.33072916666667;75.0;82.05128205128206;81.0126582278481;81.0126582278481;80.0;80.0;81.0126582278481;81.0126582278481;90.14084507042253;86.48648648648648;81.0126582278481;81.0126582278481;82.05128205128206;83.11688311688312;85.33333333333333;86.48648648648648;86.48648648648648;86.48648648648648
Pieza_03_foto0502;3;502;81;81;63;61;56;56;56;59;60;61;61;62;63;64;65;66;81;81;81;81;79.01234567901234;78.95447530864197;97.6686507936508;92.41803278688525;87.5;87.5;87.5;91.79025423728814;93.46354166666667;94.26229508196721;95.3125;95.74092741935483;96.875;99.1943359375;98.46153846153847;96.96969696969697;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234
Pieza_03_foto061;3;61;98;98;95;95;95;94;94;90;83;84;84;73;74;77;77;69;68;60;59;52;65.3061224489796;65.3061224489796;67.36842105263158;67.36842105263158;67.36842105263158;68.08510638297872;68.08510638297872;71.11111111111111;77.10843373493977;76.19047619047619;76.19047619047619;70.20547945205479;73.20523648648648;83.11688311688312;83.11688311688312;92.7536231884058;92.5091911764706;93.046875;87.28813559322033;81.25
Pieza_03_foto094;3;94;127;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;50.39370078740158;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125
Pieza_03_foto113;3;113;66;66;69;75;75;75;74;76;77;78;78;77;74;73;75;75;75;63;79;79;22.75094696969697;22.75094696969697;24.479166666666668;31.791666666666668;33.333333333333336;32.5625;32.11570945945946;33.49095394736842;35.02435064935065;37.03926282051282;36.17788461538461;35.146103896103895;31.29222972972973;30.09417808219178;32.8125;33.333333333333336;27.3125;16.666666666666668;27.946993670886076;38.29113924050633
Pieza_03_foto126;3;126;117;117;117;117;117;117;117;117;117;117;117;104;117;117;117;117;117;52;52;24;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;61.53846153846154;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;51.01495726495727;81.25;71.30408653846153;37.5
Pieza_03_foto138;3;138;232;252;252;252;252;252;226;226;226;225;229;229;141;140;135;135;252;252;252;242;27.586206896551722;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;28.31858407079646;28.31858407079646;28.31858407079646;28.444444444444443;27.94759825327511;27.94759825327511;45.39007092198582;45.714285714285715;47.407407407407405;47.407407407407405;25.396825396825395;25.396825396825395;25.396825396825395;26.446280991735538
Pieza_03_foto139;3;139;56;56;57;61;61;60;63;64;64;59;56;56;69;76;76;76;77;78;78;75;12.3046875;12.3046875;13.267543859649123;17.315573770491802;16.649590163934427;16.276041666666668;19.444444444444443;20.5322265625;18.9697265625;12.711864406779661;12.3046875;12.3046875;23.66394927536232;34.12828947368421;34.56003289473684;34.56003289473684;35.79545454545455;37.03926282051282;35.47676282051282;33.333333333333336
Pieza_03_foto152;3;152;177;181;202;202;225;225;210;169;169;168;126;126;69;145;145;147;198;225;225;225;36.15819209039548;35.35911602209945;31.683168316831683;31.683168316831683;28.444444444444443;28.444444444444443;30.476190476190474;37.8698224852071;37.8698224852071;38.095238095238095;50.79365079365079;50.79365079365079;92.7536231884058;44.13793103448276;44.13793103448276;43.53741496598639;32.323232323232325;28.444444444444443;28.444444444444443;28.444444444444443
Pieza_03_foto153;3;153;50;53;66;67;68;74;74;76;84;86;89;89;84;85;86;86;84;86;86;85;1.125;2.1226415094339623;11.055871212121213;12.010261194029852;13.235294117647058;18.433277027027028;19.00337837837838;19.88075657894737;28.757440476190474;31.359011627906977;35.04213483146067;34.58567415730337;29.761904761904763;30.90073529411765;32.049418604651166;30.74127906976744;29.761904761904763;32.049418604651166;31.37718023255814;30.90073529411765
Pieza_03_foto216;3;216;46;46;52;52;56;56;58;60;64;64;64;64;69;69;64;64;64;67;67;67;13.58695652173913;13.58695652173913;20.3125;20.3125;24.051339285714285;25.111607142857142;27.34375;28.958333333333332;32.7880859375;35.25390625;35.25390625;35.25390625;41.87047101449275;38.677536231884055;35.25390625;35.25390625;35.25390625;39.0625;39.202425373134325;39.202425373134325
Pieza_03_foto294;3;294;72;73;73;75;77;77;78;78;75;76;77;77;74;74;72;69;65;62;55;55;29.70920138888889;30.90753424657534;30.90753424657534;32.604166666666664;34.84172077922078;35.79545454545455;36.85897435897436;36.798878205128204;32.5;34.45723684210526;35.65340909090909;35.45048701298701;32.11570945945946;31.41891891891892;28.36371527777778;24.365942028985508;19.471153846153847;13.684475806451612;11.363636363636363;11.363636363636363
Pieza_03_foto311;3;311;62;62;62;58;56;66;68;69;69;69;69;68;67;66;66;65;64;64;62;62;32.66129032258065;32.66129032258065;30.796370967741936;25.862068965517242;25.111607142857142;36.05587121212121;40.25735294117647;41.77989130434783;41.87047101449275;41.87047101449275;40.89673913043478;39.77481617647059;39.155783582089555;37.878787878787875;37.78409090909091;36.34615384615385;35.25390625;33.3984375;32.66129032258065;32.66129032258065
Pieza_03_foto312;3;312;56;58;58;61;62;65;65;65;65;64;64;64;62;61;60;60;59;59;59;58;25.111607142857142;27.586206896551722;27.586206896551722;29.456967213114755;32.66129032258065;36.03365384615385;36.5625;36.5625;36.20192307692308;35.25390625;35.25390625;33.6181640625;32.636088709677416;30.48155737704918;30.104166666666668;30.0;28.840042372881356;28.840042372881356;28.389830508474578;27.586206896551722
Pieza_03_foto328;3;328;63;63;64;66;68;68;68;65;64;63;63;65;65;65;63;64;64;64;64;62;33.95337301587302;33.95337301587302;35.25390625;37.85511363636363;40.0735294117647;40.533088235294116;38.534007352941174;35.625;34.326171875;33.95337301587302;33.035714285714285;35.0;36.5625;34.90384615384615;33.95337301587302;35.25390625;35.25390625;35.25390625;34.423828125;32.66129032258065
Pieza_03_foto329;3;329;61;61;61;60;59;59;60;61;61;61;61;61;61;61;61;59;56;56;55;55;49.59016393442623;49.59016393442623;49.282786885245905;47.03125;46.71610169491525;46.71610169491525;48.151041666666664;48.642418032786885;49.59016393442623;49.59016393442623;49.59016393442623;49.59016393442623;49.59016393442623;49.59016393442623;47.51536885245902;45.391949152542374;42.43861607142857;41.46205357142857;41.02272727272727;41.02272727272727
Pieza_03_foto344;3;344;73;74;74;74;73;73;68;73;73;73;66;63;71;71;71;70;69;68;67;65;30.90753424657534;31.355574324324323;32.11570945945946;31.41891891891892;30.90753424657534;25.96318493150685;23.667279411764707;30.500856164383563;30.90753424657534;27.803938356164384;21.37784090909091;19.444444444444443;27.574823943661972;28.52112676056338;28.301056338028168;27.098214285714285;25.407608695652176;24.49448529411765;22.59794776119403;21.634615384615383
Pieza_03_foto345;3;345;61;61;61;61;61;62;62;62;62;61;61;61;60;60;58;56;57;57;57;57;49.59016393442623;49.59016393442623;49.59016393442623;49.59016393442623;49.59016393442623;50.403225806451616;51.033266129032256;51.033266129032256;49.94959677419355;49.59016393442623;49.59016393442623;49.12909836065574;48.151041666666664;46.71875;44.45043103448276;42.43861607142857;42.790570175438596;43.85964912280702;43.85964912280702;43.85964912280702
Pieza_03_foto361;3;361;65;65;65;63;63;63;63;63;63;63;62;62;61;61;61;60;60;57;55;55;36.5625;36.5625;35.74519230769231;33.95337301587302;33.95337301587302;33.95337301587302;33.95337301587302;33.95337301587302;33.95337301587302;33.73015873015873;32.66129032258065;32.358870967741936;31.378073770491802;31.378073770491802;30.86577868852459;30.104166666666668;27.447916666666668;25.027412280701753;23.892045454545453;23.892045454545453
Pieza_03_foto376;3;376;50;51;57;65;78;83;89;89;89;89;86;88;88;87;85;82;79;74;73;71;1.125;1.3174019607843137;4.6326754385964914;10.600961538461538;20.893429487179485;28.33207831325301;34.41011235955056;35.55126404494382;35.55126404494382;34.02387640449438;32.049418604651166;34.375;34.35724431818182;31.860632183908045;29.154411764705884;26.448170731707318;21.242088607594937;18.70777027027027;16.95205479452055;16.0431338028169
Pieza_03_foto38;3;38;119;127;129;129;105;133;133;133;130;130;129;126;128;132;132;122;122;120;103;103;11.817226890756302;15.182086614173228;19.37984496124031;11.591569767441861;3.8095238095238093;20.923402255639097;22.74436090225564;21.19360902255639;20.204326923076923;19.903846153846153;18.907461240310077;16.97668650793651;18.3837890625;21.88683712121212;18.098958333333332;13.947233606557377;13.537397540983607;2.421875;2.487864077669903;2.9733009708737863
Pieza_03_foto39;3;39;44;31;31;30;33;33;33;119;132;132;80;113;113;114;168;168;168;165;165;160;7.990056818181818;0.0;0.0;0.0;15.340909090909092;0.0;0.0;10.635504201680673;20.513731060606062;22.916666666666668;35.7421875;23.962942477876105;24.391592920353983;24.931469298245613;17.196800595238095;17.196800595238095;16.378348214285715;15.151515151515152;13.276515151515152;11.962890625
Pieza_03_foto392;3;392;71;71;70;70;69;68;67;64;62;63;63;62;62;61;61;61;61;53;40;28;44.56426056338028;44.30017605633803;43.214285714285715;42.232142857142854;41.73460144927536;39.568014705882355;37.77985074626866;33.837890625;32.66129032258065;33.95337301587302;33.28373015873016;32.66129032258065;32.08165322580645;31.378073770491802;31.378073770491802;31.378073770491802;26.818647540983605;13.03066037735849;1.09375;0.22321428571428573
Pieza_03_foto393;3;393;52;52;54;54;55;55;55;59;59;59;59;58;56;56;57;57;57;56;55;55;36.80889423076923;36.80889423076923;39.38078703703704;39.61226851851852;40.45454545454545;41.02272727272727;41.02272727272727;46.71610169491525;46.71610169491525;46.71610169491525;46.63665254237288;43.453663793103445;42.43861607142857;42.43861607142857;42.81798245614035;43.85964912280702;42.81798245614035;41.35044642857143;41.02272727272727;41.02272727272727
Pieza_03_foto411;3;411;74;74;77;77;77;77;77;77;75;79;79;79;76;71;68;68;74;75;75;75;32.11570945945946;32.11570945945946;34.030032467532465;35.79545454545455;35.79545454545455;35.79545454545455;35.79545454545455;34.699675324675326;32.5;35.52215189873418;38.29113924050633;36.53085443037975;33.0797697368421;26.1443661971831;25.02297794117647;25.02297794117647;29.835304054054053;33.333333333333336;33.333333333333336;33.333333333333336
Pieza_03_foto445;3;445;59;59;59;60;62;63;64;64;59;63;64;64;65;65;64;64;63;54;52;33;28.840042372881356;28.840042372881356;28.840042372881356;29.84375;32.66129032258065;33.87896825396825;35.25390625;34.4482421875;26.218220338983052;29.563492063492063;34.6923828125;35.25390625;36.5625;35.88942307692308;35.25390625;34.326171875;29.985119047619047;21.064814814814813;5.46875;2.320075757575758
Pieza_03_foto463;3;463;58;58;58;58;56;56;56;61;61;64;64;64;64;64;64;63;62;62;62;61;27.586206896551722;27.586206896551722;27.586206896551722;25.969827586206897;25.111607142857142;25.111607142857142;25.111607142857142;31.378073770491802;31.378073770491802;35.25390625;35.25390625;35.25390625;35.25390625;35.25390625;35.009765625;33.53174603174603;32.66129032258065;32.66129032258065;32.207661290322584;31.378073770491802
Pieza_03_foto464;3;464;64;65;67;68;68;67;65;62;68;71;71;71;71;71;70;70;68;69;69;69;35.25390625;36.5625;38.71268656716418;40.533088235294116;40.234375;38.61940298507463;35.26442307692308;32.66129032258065;40.234375;44.30017605633803;44.56426056338028;44.56426056338028;44.56426056338028;43.94806338028169;43.214285714285715;41.651785714285715;40.533088235294116;41.87047101449275;41.87047101449275;41.87047101449275
Pieza_03_foto501;3;501;54;54;19;52;76;97;99;101;101;101;101;99;100;100;102;102;102;101;101;99;0.0;0.0;0.0;0.0;2.4054276315789473;19.346005154639176;21.575126262626263;23.251856435643564;23.530321782178216;23.530321782178216;22.323638613861387;21.022727272727273;22.28125;22.5625;24.280024509803923;24.50980392156863;23.897058823529413;23.530321782178216;22.509282178217823;21.60669191919192
Pieza_03_foto502;3;502;91;91;91;91;91;95;99;101;101;101;96;82;90;90;85;70;95;96;97;97;24.793956043956044;24.793956043956044;24.793956043956044;24.793956043956044;24.793956043956044;29.013157894736842;32.60732323232323;34.823638613861384;35.64356435643565;34.18935643564357;24.560546875;13.262195121951219;21.28472222222222;23.26388888888889;12.573529411764707;4.174107142857143;20.11513157894737;30.094401041666668;31.185567010309278;31.185567010309278
